Contig100199	24435	24435	Contig100199	maker	three_prime_UTR	24417	25520	.	+	.	ID=Olurida_00005839-RA:three_prime_utr;Parent=Olurida_00005839-RA;
Contig31019	13728	13728	Contig31019	maker	three_prime_UTR	13442	13751	.	-	.	ID=Olurida_00006720-RA:three_prime_utr;Parent=Olurida_00006720-RA;
Contig31019	13739	13739	Contig31019	maker	three_prime_UTR	13442	13751	.	-	.	ID=Olurida_00006720-RA:three_prime_utr;Parent=Olurida_00006720-RA;
Contig31019	13743	13743	Contig31019	maker	three_prime_UTR	13442	13751	.	-	.	ID=Olurida_00006720-RA:three_prime_utr;Parent=Olurida_00006720-RA;
Contig31019	13749	13749	Contig31019	maker	three_prime_UTR	13442	13751	.	-	.	ID=Olurida_00006720-RA:three_prime_utr;Parent=Olurida_00006720-RA;
Contig31260	10548	10548	Contig31260	maker	three_prime_UTR	10548	11217	.	+	.	ID=Olurida_00012772-RA:three_prime_utr;Parent=Olurida_00012772-RA;
Contig31353	14139	14139	Contig31353	maker	three_prime_UTR	14113	14317	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	14143	14143	Contig31353	maker	three_prime_UTR	14113	14317	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	14149	14149	Contig31353	maker	three_prime_UTR	14113	14317	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	14196	14196	Contig31353	maker	three_prime_UTR	14113	14317	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	14213	14213	Contig31353	maker	three_prime_UTR	14113	14317	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	14216	14216	Contig31353	maker	three_prime_UTR	14113	14317	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	14223	14223	Contig31353	maker	three_prime_UTR	14113	14317	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	14237	14237	Contig31353	maker	three_prime_UTR	14113	14317	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	14261	14261	Contig31353	maker	three_prime_UTR	14113	14317	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	14289	14289	Contig31353	maker	three_prime_UTR	14113	14317	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	14299	14299	Contig31353	maker	three_prime_UTR	14113	14317	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	14315	14315	Contig31353	maker	three_prime_UTR	14113	14317	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	14899	14899	Contig31353	maker	three_prime_UTR	14861	15069	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	14906	14906	Contig31353	maker	three_prime_UTR	14861	15069	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	14913	14913	Contig31353	maker	three_prime_UTR	14861	15069	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	14924	14924	Contig31353	maker	three_prime_UTR	14861	15069	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	14938	14938	Contig31353	maker	three_prime_UTR	14861	15069	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	14970	14970	Contig31353	maker	three_prime_UTR	14861	15069	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	15003	15003	Contig31353	maker	three_prime_UTR	14861	15069	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31353	15011	15011	Contig31353	maker	three_prime_UTR	14861	15069	.	+	.	ID=Olurida_00008413-RA:three_prime_utr;Parent=Olurida_00008413-RA;
Contig31515	20997	20997	Contig31515	maker	three_prime_UTR	20984	21459	.	+	.	ID=Olurida_00006438-RA:three_prime_utr;Parent=Olurida_00006438-RA;
Contig31515	21025	21025	Contig31515	maker	three_prime_UTR	20984	21459	.	+	.	ID=Olurida_00006438-RA:three_prime_utr;Parent=Olurida_00006438-RA;
Contig31515	21088	21088	Contig31515	maker	three_prime_UTR	20984	21459	.	+	.	ID=Olurida_00006438-RA:three_prime_utr;Parent=Olurida_00006438-RA;
Contig31515	21143	21143	Contig31515	maker	three_prime_UTR	20984	21459	.	+	.	ID=Olurida_00006438-RA:three_prime_utr;Parent=Olurida_00006438-RA;
Contig31515	21230	21230	Contig31515	maker	three_prime_UTR	20984	21459	.	+	.	ID=Olurida_00006438-RA:three_prime_utr;Parent=Olurida_00006438-RA;
Contig31515	21235	21235	Contig31515	maker	three_prime_UTR	20984	21459	.	+	.	ID=Olurida_00006438-RA:three_prime_utr;Parent=Olurida_00006438-RA;
Contig31515	21273	21273	Contig31515	maker	three_prime_UTR	20984	21459	.	+	.	ID=Olurida_00006438-RA:three_prime_utr;Parent=Olurida_00006438-RA;
Contig31515	21311	21311	Contig31515	maker	three_prime_UTR	20984	21459	.	+	.	ID=Olurida_00006438-RA:three_prime_utr;Parent=Olurida_00006438-RA;
Contig31515	21329	21329	Contig31515	maker	three_prime_UTR	20984	21459	.	+	.	ID=Olurida_00006438-RA:three_prime_utr;Parent=Olurida_00006438-RA;
Contig31515	21349	21349	Contig31515	maker	three_prime_UTR	20984	21459	.	+	.	ID=Olurida_00006438-RA:three_prime_utr;Parent=Olurida_00006438-RA;
Contig31515	21353	21353	Contig31515	maker	three_prime_UTR	20984	21459	.	+	.	ID=Olurida_00006438-RA:three_prime_utr;Parent=Olurida_00006438-RA;
Contig31751	1413	1413	Contig31751	maker	three_prime_UTR	1171	1516	.	-	.	ID=Olurida_00017160-RA:three_prime_utr;Parent=Olurida_00017160-RA;
Contig31751	1479	1479	Contig31751	maker	three_prime_UTR	1171	1516	.	-	.	ID=Olurida_00017160-RA:three_prime_utr;Parent=Olurida_00017160-RA;
Contig31751	1502	1502	Contig31751	maker	three_prime_UTR	1171	1516	.	-	.	ID=Olurida_00017160-RA:three_prime_utr;Parent=Olurida_00017160-RA;
Contig31751	1514	1514	Contig31751	maker	three_prime_UTR	1171	1516	.	-	.	ID=Olurida_00017160-RA:three_prime_utr;Parent=Olurida_00017160-RA;
Contig318	13341	13341	Contig318	maker	three_prime_UTR	13335	13808	.	+	.	ID=Olurida_00002904-RA:three_prime_utr;Parent=Olurida_00002904-RA;
Contig31915	22544	22544	Contig31915	maker	three_prime_UTR	22467	22642	.	+	.	ID=Olurida_00004199-RA:three_prime_utr;Parent=Olurida_00004199-RA;
Contig31915	22562	22562	Contig31915	maker	three_prime_UTR	22467	22642	.	+	.	ID=Olurida_00004199-RA:three_prime_utr;Parent=Olurida_00004199-RA;
Contig31991	114	114	Contig31991	maker	three_prime_UTR	57	182	.	-	.	ID=Olurida_00020962-RA:three_prime_utr;Parent=Olurida_00020962-RA;
Contig31991	119	119	Contig31991	maker	three_prime_UTR	57	182	.	-	.	ID=Olurida_00020962-RA:three_prime_utr;Parent=Olurida_00020962-RA;
Contig31991	127	127	Contig31991	maker	three_prime_UTR	57	182	.	-	.	ID=Olurida_00020962-RA:three_prime_utr;Parent=Olurida_00020962-RA;
Contig31991	140	140	Contig31991	maker	three_prime_UTR	57	182	.	-	.	ID=Olurida_00020962-RA:three_prime_utr;Parent=Olurida_00020962-RA;
Contig31991	146	146	Contig31991	maker	three_prime_UTR	57	182	.	-	.	ID=Olurida_00020962-RA:three_prime_utr;Parent=Olurida_00020962-RA;
Contig32177	39712	39712	Contig32177	maker	three_prime_UTR	39560	39902	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	39718	39718	Contig32177	maker	three_prime_UTR	39560	39902	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	39743	39743	Contig32177	maker	three_prime_UTR	39560	39902	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	39767	39767	Contig32177	maker	three_prime_UTR	39560	39902	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	39769	39769	Contig32177	maker	three_prime_UTR	39560	39902	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	39778	39778	Contig32177	maker	three_prime_UTR	39560	39902	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	39785	39785	Contig32177	maker	three_prime_UTR	39560	39902	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	39793	39793	Contig32177	maker	three_prime_UTR	39560	39902	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	39812	39812	Contig32177	maker	three_prime_UTR	39560	39902	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	39843	39843	Contig32177	maker	three_prime_UTR	39560	39902	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	45595	45595	Contig32177	maker	three_prime_UTR	45470	48178	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	45612	45612	Contig32177	maker	three_prime_UTR	45470	48178	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	45669	45669	Contig32177	maker	three_prime_UTR	45470	48178	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	45678	45678	Contig32177	maker	three_prime_UTR	45470	48178	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	45684	45684	Contig32177	maker	three_prime_UTR	45470	48178	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	45691	45691	Contig32177	maker	three_prime_UTR	45470	48178	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	45708	45708	Contig32177	maker	three_prime_UTR	45470	48178	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	45723	45723	Contig32177	maker	three_prime_UTR	45470	48178	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	45765	45765	Contig32177	maker	three_prime_UTR	45470	48178	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	45798	45798	Contig32177	maker	three_prime_UTR	45470	48178	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32177	45856	45856	Contig32177	maker	three_prime_UTR	45470	48178	.	+	.	ID=Olurida_00000556-RA:three_prime_utr;Parent=Olurida_00000556-RA;
Contig32187	36936	36936	Contig32187	maker	three_prime_UTR	36932	37330	.	+	.	ID=Olurida_00002223-RA:three_prime_utr;Parent=Olurida_00002223-RA;
Contig32187	36957	36957	Contig32187	maker	three_prime_UTR	36932	37330	.	+	.	ID=Olurida_00002223-RA:three_prime_utr;Parent=Olurida_00002223-RA;
Contig3252	6889	6889	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	6895	6895	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	6913	6913	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	6937	6937	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7003	7003	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7013	7013	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7056	7056	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7111	7111	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7124	7124	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7129	7129	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7137	7137	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7141	7141	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7152	7152	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7159	7159	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7177	7177	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7191	7191	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7214	7214	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7224	7224	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7281	7281	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7286	7286	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7311	7311	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7441	7441	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7621	7621	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7717	7717	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7726	7726	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7749	7749	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7764	7764	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig3252	7828	7828	Contig3252	maker	three_prime_UTR	6382	7942	.	-	.	ID=Olurida_00013466-RA:three_prime_utr;Parent=Olurida_00013466-RA;
Contig32566	12015	12015	Contig32566	maker	three_prime_UTR	11330	12232	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	13835	13835	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	13849	13849	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	13859	13859	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	13894	13894	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	13924	13924	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	13948	13948	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	13961	13961	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	13963	13963	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	13987	13987	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14031	14031	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14042	14042	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14046	14046	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14052	14052	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14059	14059	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14141	14141	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14150	14150	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14154	14154	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14158	14158	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14233	14233	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14249	14249	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14257	14257	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14291	14291	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14327	14327	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14332	14332	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14351	14351	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14387	14387	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	14399	14399	Contig32566	maker	three_prime_UTR	13834	14417	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	16104	16104	Contig32566	maker	three_prime_UTR	15970	16306	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	16178	16178	Contig32566	maker	three_prime_UTR	15970	16306	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	16193	16193	Contig32566	maker	three_prime_UTR	15970	16306	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	16197	16197	Contig32566	maker	three_prime_UTR	15970	16306	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	16208	16208	Contig32566	maker	three_prime_UTR	15970	16306	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	16227	16227	Contig32566	maker	three_prime_UTR	15970	16306	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	16241	16241	Contig32566	maker	three_prime_UTR	15970	16306	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	16248	16248	Contig32566	maker	three_prime_UTR	15970	16306	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	16254	16254	Contig32566	maker	three_prime_UTR	15970	16306	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	16256	16256	Contig32566	maker	three_prime_UTR	15970	16306	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32566	16303	16303	Contig32566	maker	three_prime_UTR	15970	16306	.	-	.	ID=Olurida_00002323-RA:three_prime_utr;Parent=Olurida_00002323-RA;
Contig32635	1082	1082	Contig32635	maker	three_prime_UTR	457	1140	.	-	.	ID=Olurida_00017955-RA:three_prime_utr;Parent=Olurida_00017955-RA;
Contig33096	1775	1775	Contig33096	maker	three_prime_UTR	1675	1894	.	-	.	ID=Olurida_00002512-RA:three_prime_utr;Parent=Olurida_00002512-RA;
Contig33096	1890	1890	Contig33096	maker	three_prime_UTR	1675	1894	.	-	.	ID=Olurida_00002512-RA:three_prime_utr;Parent=Olurida_00002512-RA;
Contig33261	2031	2031	Contig33261	maker	three_prime_UTR	1497	2193	.	-	.	ID=Olurida_00018954-RA:three_prime_utr;Parent=Olurida_00018954-RA;
Contig33261	2158	2158	Contig33261	maker	three_prime_UTR	1497	2193	.	-	.	ID=Olurida_00018954-RA:three_prime_utr;Parent=Olurida_00018954-RA;
Contig33399	7019	7019	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7021	7021	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7040	7040	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7043	7043	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7046	7046	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7056	7056	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7072	7072	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7111	7111	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7146	7146	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7176	7176	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7253	7253	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7289	7289	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7292	7292	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7342	7342	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7347	7347	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7378	7378	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7411	7411	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7422	7422	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7424	7424	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7428	7428	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7458	7458	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7545	7545	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33399	7552	7552	Contig33399	maker	three_prime_UTR	7011	7787	.	+	.	ID=Olurida_00017096-RA:three_prime_utr;Parent=Olurida_00017096-RA;
Contig33678	4658	4658	Contig33678	maker	three_prime_UTR	4356	4691	.	-	.	ID=Olurida_00015901-RA:three_prime_utr;Parent=Olurida_00015901-RA;
Contig33678	4665	4665	Contig33678	maker	three_prime_UTR	4356	4691	.	-	.	ID=Olurida_00015901-RA:three_prime_utr;Parent=Olurida_00015901-RA;
Contig33678	4682	4682	Contig33678	maker	three_prime_UTR	4356	4691	.	-	.	ID=Olurida_00015901-RA:three_prime_utr;Parent=Olurida_00015901-RA;
Contig33678	4685	4685	Contig33678	maker	three_prime_UTR	4356	4691	.	-	.	ID=Olurida_00015901-RA:three_prime_utr;Parent=Olurida_00015901-RA;
