siteID	coverage1	coverage2	coverage3	coverage4	coverage5	coverage6	coverage7	coverage8	coverage9	coverage10	coverage11	coverage12	coverage13	coverage14	coverage15	coverage16	coverage17	coverage18
Contig44863_5283	23	21	22	22	14	15	19	22	32	44	32	34	30	42	34	37	28	39
Contig44874_10377	12	10	10	13	8	9	10	12	10	14	9	10	12	16	16	10	12	15
Contig44874_16639	23	22	21	22	20	17	27	28	26	26	25	16	38	31	46	38	35	26
Contig44878_4993	14	17	15	10	10	14	12	11	17	12	9	23	14	23	5	15	11	27
Contig44901_17678	18	18	24	23	20	17	29	19	19	20	17	24	29	35	31	41	23	24
Contig44901_17702	16	12	16	16	13	10	22	14	19	16	13	15	26	33	25	30	14	20
Contig44901_17717	20	20	12	21	12	14	21	17	23	25	17	17	30	36	27	26	19	22
Contig44901_17727	25	17	16	25	18	17	22	22	32	36	20	18	37	42	28	33	24	26
Contig44907_302	18	11	15	20	12	13	14	19	18	23	26	13	15	24	26	21	26	17
Contig44907_515	25	21	22	29	19	19	30	32	24	28	44	18	35	40	37	33	48	28
Contig44907_523	33	32	33	37	28	27	36	37	35	40	53	25	44	47	52	49	58	40
Contig44907_532	30	28	30	35	24	23	34	32	25	39	43	26	41	45	46	43	45	33
Contig44909_2735	15	11	15	13	8	11	16	16	13	12	19	12	16	18	19	20	15	14
Contig44909_2770	21	18	21	18	14	10	17	22	20	18	25	18	27	28	25	25	25	18
Contig44909_2839	37	25	29	24	20	15	34	23	28	25	36	19	31	41	41	36	26	22
Contig44909_2846	35	29	28	23	21	18	33	25	32	21	38	19	34	44	42	36	29	20
Contig44909_2855	32	27	27	21	18	18	29	21	25	18	36	20	31	37	37	34	24	21
Contig44909_2857	28	23	24	16	18	14	23	16	20	17	26	18	25	33	33	28	20	19
Contig44930_9524	13	12	23	18	22	16	30	17	25	10	6	22	29	34	19	20	16	25
Contig44930_9535	16	13	28	18	23	19	31	20	29	10	8	27	32	39	24	20	22	30
Contig44931_7089	17	20	24	22	12	15	23	19	25	22	34	19	33	30	42	28	22	31
Contig44931_7096	16	23	23	26	14	14	26	18	28	23	36	20	35	25	41	28	22	33
Contig44931_7116	13	14	24	25	17	13	25	9	27	23	28	21	33	14	35	32	33	24
Contig44935_2072	20	22	25	24	16	18	21	25	25	25	23	20	26	43	42	26	26	24
Contig4496_17903	21	19	24	21	11	14	18	23	25	45	37	11	31	38	50	39	30	24
Contig4496_17937	16	14	22	17	17	15	22	19	24	39	40	20	32	25	42	37	26	20
Contig4496_17945	18	15	27	24	20	17	26	19	25	47	37	18	34	33	46	42	26	27
Contig4496_17984	23	16	21	32	11	15	23	15	25	47	38	14	38	42	62	35	36	22
Contig4496_17992	24	16	20	31	11	15	18	16	25	45	37	16	35	39	58	37	44	27
Contig4496_18008	17	15	18	23	13	19	22	17	23	43	43	13	36	43	52	34	36	20
Contig4496_18018	18	18	21	28	15	19	33	23	25	40	50	19	42	47	54	41	36	22
Contig4496_18045	25	18	25	27	19	11	29	24	22	38	59	21	43	46	58	44	34	25
Contig4496_18053	22	14	27	27	17	15	28	24	24	39	61	22	39	42	56	45	36	20
Contig4496_18068	15	10	14	17	7	10	18	13	19	33	50	18	31	33	42	37	30	13
Contig4496_18140	23	17	23	25	17	14	24	27	20	41	52	15	34	40	57	48	36	23
Contig4496_18146	24	17	20	24	16	14	26	25	21	38	48	17	32	42	54	46	36	25
Contig4496_18161	23	17	19	20	16	16	21	24	18	31	35	11	38	36	49	42	26	22
Contig4496_18178	31	18	31	22	19	17	22	23	25	30	51	17	40	37	55	50	37	20
Contig4496_18188	29	18	31	26	13	17	24	19	24	32	58	14	36	45	63	53	38	19
Contig4496_18228	24	18	17	18	14	18	29	17	21	30	54	17	41	36	51	49	35	24
Contig4496_18233	24	17	21	19	16	20	28	16	20	35	50	17	37	36	47	49	34	23
Contig4496_18299	12	10	15	19	8	6	11	12	15	26	24	11	20	17	30	28	21	17
Contig4498_13778	20	16	30	21	15	20	17	16	26	22	12	21	21	19	24	20	20	21
Contig44983_12710	22	17	19	26	18	12	20	16	20	23	3	25	25	12	29	18	20	24
Contig44991_1666	20	13	20	20	15	15	20	17	24	30	23	19	29	32	23	35	18	16
Contig44991_1777	24	18	18	16	18	13	21	17	24	33	15	16	29	26	28	26	19	23
Contig44991_1797	35	25	28	28	22	15	32	28	29	35	28	28	44	47	43	44	30	42
Contig44991_19914	13	17	15	19	8	19	23	15	27	27	13	19	22	22	13	21	20	20
Contig44991_19927	16	19	16	19	12	16	28	20	26	29	12	16	26	30	14	28	22	27
Contig44991_19947	17	18	18	19	12	10	35	17	29	32	10	20	22	37	17	30	19	28
Contig45_25124	22	15	19	21	15	20	21	15	23	12	12	24	17	13	21	14	16	18
Contig45_25127	22	15	19	17	18	21	20	15	28	14	11	24	20	14	22	13	19	18
Contig45_25452	17	12	16	20	7	8	19	16	27	10	20	15	21	25	33	28	8	14
Contig45_26884	21	26	23	28	26	20	27	22	28	19	26	22	28	30	30	30	26	20
Contig45_26909	27	22	27	31	27	24	36	28	32	21	27	25	32	31	35	31	32	29
Contig45_26917	13	9	13	15	18	12	25	17	19	12	11	16	16	19	21	22	19	16
Contig45_26970	11	12	14	16	8	11	15	12	16	19	19	16	22	20	26	31	21	14
Contig45_27134	25	24	33	30	27	33	27	23	35	35	28	39	37	44	43	43	27	31
Contig45_38802	27	15	17	22	21	14	20	22	12	6	7	18	19	20	18	17	58	25
Contig45_41161	16	18	12	16	21	16	17	22	25	13	2	21	21	23	12	11	15	24
Contig45_41451	14	16	17	16	17	12	19	20	17	23	10	21	23	20	14	17	21	22
Contig45_41469	19	22	28	17	21	17	33	28	27	32	9	21	37	28	22	30	24	30
Contig45_41558	17	15	14	20	15	10	24	16	18	20	6	12	29	25	28	21	19	24
Contig45_41746	16	20	14	15	16	17	18	14	19	13	9	19	11	17	15	18	22	20
Contig45000_1178	23	31	22	21	7	30	14	30	33	5	2	14	10	16	26	13	21	12
Contig45031_3474	20	17	20	21	15	12	19	18	26	25	37	14	28	38	37	30	36	20
Contig45031_3481	23	15	18	21	14	14	20	16	32	25	37	18	28	36	43	33	37	22
Contig45031_3499	16	16	17	13	14	8	20	13	24	15	29	9	25	34	36	40	22	18
Contig45031_4094	13	11	11	11	7	9	18	12	15	14	11	11	21	15	18	19	19	8
Contig45031_4121	18	17	20	22	15	16	16	26	18	13	22	18	22	24	22	25	24	17
Contig45031_4128	17	17	20	19	16	17	17	24	18	14	21	18	24	26	21	23	21	18
Contig45032_2711	14	20	11	21	13	13	19	13	16	15	9	9	13	14	18	14	11	16
Contig45032_2720	18	22	11	24	16	13	19	12	22	20	11	13	16	21	24	16	20	20
Contig45032_2723	17	17	9	18	15	15	18	13	22	21	15	13	16	21	21	11	17	18
Contig45032_2738	17	13	9	15	10	15	16	15	20	24	12	14	17	23	21	12	12	14
Contig4508_2228	21	33	26	32	33	35	28	31	39	25	12	45	25	17	18	12	21	31
Contig4508_2466	22	25	20	15	20	21	20	17	23	10	6	25	17	11	10	11	13	25
Contig45089_7399	23	16	22	30	18	18	27	22	21	41	32	34	44	46	17	47	15	34
Contig45092_2854	11	23	19	27	23	18	24	15	23	19	12	20	22	26	20	15	21	18
Contig45096_264	20	17	19	20	16	13	22	16	21	17	17	22	28	26	37	33	23	27
Contig45096_350	14	12	15	26	20	12	19	19	20	11	14	15	30	35	36	37	23	23
Contig45103_5818	11	15	13	15	10	6	12	11	18	7	14	9	24	25	27	25	16	18
Contig45112_2157	19	21	16	33	2	17	13	23	24	44	25	18	23	33	22	26	24	28
Contig45112_2453	23	12	17	17	13	14	20	18	23	34	34	14	28	36	42	42	30	21
Contig45112_2487	17	15	12	21	13	8	24	17	20	23	30	11	25	28	37	32	26	15
Contig45112_2548	19	15	21	15	11	16	17	16	24	36	36	14	33	29	36	37	20	21
Contig45112_2550	18	17	25	13	12	16	17	17	22	35	34	15	35	32	42	37	20	21
Contig45112_2555	19	14	22	16	14	19	16	14	24	37	36	12	32	31	39	37	22	21
Contig45112_2583	15	13	20	21	13	7	30	23	22	26	53	14	40	45	52	56	28	22
Contig45112_2586	15	13	20	23	14	6	27	21	20	29	49	14	39	46	55	52	29	21
Contig45112_2588	15	14	21	23	11	5	28	20	20	26	51	15	32	40	48	47	26	20
Contig45112_7074	23	21	19	22	16	15	14	16	24	21	10	17	28	26	25	24	19	17
Contig45122_13487	15	17	17	19	12	16	17	17	19	27	4	20	18	18	27	18	21	21
Contig45122_13503	20	24	15	24	16	13	20	21	20	24	8	15	27	23	25	30	23	28
Contig45122_13506	22	20	14	22	18	10	19	23	22	30	8	14	26	24	27	34	21	26
Contig45122_13555	13	17	17	21	17	12	14	20	18	13	4	15	28	25	20	23	14	20
Contig45122_13570	16	15	20	22	17	11	17	14	21	18	9	20	31	27	23	26	18	22
Contig45133_15086	14	10	12	11	10	12	16	11	16	12	10	11	20	23	16	20	14	11
Contig45141_3302	13	14	5	14	13	7	15	29	28	15	36	13	28	38	26	39	18	9
Contig45151_1176	22	17	19	19	17	15	22	18	24	25	26	23	37	37	29	35	25	20
Contig45151_3839	13	11	11	18	5	7	26	13	13	17	18	16	29	11	8	18	11	18
Contig45151_3845	18	18	16	21	11	11	31	16	18	23	27	21	35	19	15	26	17	27
Contig45151_3932	33	24	30	41	30	22	31	33	30	40	48	32	43	34	27	41	37	40
Contig45151_3938	34	24	30	38	28	22	30	33	32	40	47	35	40	35	29	40	33	36
Contig45164_6144	19	24	16	23	14	18	26	13	25	35	34	17	35	33	41	28	38	29
Contig45164_6149	15	19	14	20	15	16	21	10	17	34	29	11	36	29	32	23	34	28
Contig45164_6258	19	19	29	26	9	14	30	21	20	40	31	25	41	45	43	38	38	24
Contig45164_6264	21	21	34	25	11	15	34	25	24	38	36	28	40	50	46	46	38	27
Contig45164_6303	19	16	21	23	17	15	19	20	29	37	34	16	30	34	44	35	28	25
Contig45164_9005	28	21	31	34	18	22	28	27	31	30	31	27	32	33	41	39	32	35
Contig45164_9010	27	22	26	30	20	22	25	22	25	29	30	26	28	27	35	44	27	33
Contig45164_9121	23	26	25	19	14	20	20	22	28	22	23	15	23	28	40	36	23	23
Contig45164_9132	22	22	22	24	16	21	23	21	32	33	25	16	32	30	42	38	25	32
Contig45164_9770	11	7	21	20	9	11	13	13	15	24	19	13	27	20	27	27	13	13
Contig45164_9897	21	19	20	30	13	13	22	18	23	32	31	15	33	38	40	33	27	17
Contig45164_9905	31	27	26	35	17	17	28	23	28	40	42	20	40	46	52	45	40	23
Contig45164_9919	30	22	30	29	16	19	30	24	28	39	50	27	44	43	51	37	39	28
Contig45164_9923	25	21	27	24	16	17	29	21	30	32	44	20	42	34	47	34	39	24
Contig45164_9933	21	16	24	17	15	14	26	17	21	32	35	19	35	29	40	28	30	16
Contig45164_9979	21	21	22	19	17	13	26	19	20	33	42	19	39	38	46	39	30	24
Contig45164_10038	18	14	20	24	9	11	21	17	23	30	24	13	36	34	32	32	24	19
Contig45199_1126	13	20	16	23	18	14	18	20	19	22	17	18	27	25	25	25	22	25
Contig45199_1178	16	9	13	13	12	11	19	16	18	19	10	9	20	21	22	18	15	15
Contig45205_17283	15	15	19	15	15	12	22	17	21	30	34	14	30	32	27	35	15	20
Contig45205_17287	16	17	20	17	18	13	22	17	21	31	33	13	31	28	28	38	18	23
Contig45205_17316	23	10	17	13	14	14	11	18	21	21	33	12	27	36	31	39	16	14
Contig45205_17320	24	15	18	13	14	12	11	20	25	24	34	13	26	36	34	40	16	13
Contig45205_17336	20	14	16	13	13	12	10	18	20	28	36	13	28	25	33	43	20	12
Contig45205_17349	20	12	15	17	7	7	16	18	17	22	38	10	28	28	33	36	22	18
Contig45205_17354	25	17	15	22	7	8	21	21	22	27	35	15	34	40	38	43	26	19
Contig45205_17365	30	19	22	21	9	11	26	23	21	29	37	20	36	41	42	42	31	25
Contig45205_17372	28	16	19	20	11	13	27	24	23	33	37	23	40	41	39	41	30	27
Contig45217_3256	11	10	13	15	10	10	15	10	15	10	9	10	18	19	15	20	14	8
Contig4522_4137	13	12	9	16	11	9	16	10	11	14	18	9	16	18	19	22	18	18
Contig45220_15086	13	18	17	19	22	19	17	21	18	22	19	25	34	27	28	27	14	32
Contig45223_454	16	10	18	16	13	12	17	15	17	24	43	14	31	33	22	39	21	26
Contig45223_3000	16	18	19	25	9	15	15	14	18	33	38	21	28	40	27	41	31	21
Contig45223_3017	23	25	29	23	14	20	24	24	21	42	43	25	35	41	31	45	29	19
Contig45223_3062	19	15	20	12	14	11	16	26	24	29	39	16	31	45	49	41	24	21
Contig45223_3073	26	18	24	22	16	14	18	32	29	29	43	17	34	44	48	50	32	25
Contig45223_3082	22	16	20	22	17	14	16	31	23	34	40	16	34	37	44	39	25	22
Contig45223_3104	23	15	21	24	21	13	20	20	21	41	44	17	36	33	43	44	31	19
Contig45223_3123	26	18	21	26	15	20	21	18	21	29	44	20	31	35	51	50	30	22
Contig45223_3139	18	16	14	27	8	17	20	16	17	29	40	18	30	38	34	42	34	23
Contig45223_3193	20	19	18	19	10	16	16	19	21	30	24	15	26	28	33	31	27	24
Contig45224_48	26	16	17	19	10	15	22	26	24	36	56	12	33	43	54	52	34	20
Contig45224_109	21	5	18	20	13	15	17	14	21	31	35	15	25	39	42	47	31	14
Contig45224_149	16	17	17	29	11	14	18	18	22	24	51	15	32	49	42	43	31	20
Contig45224_314	34	26	30	37	21	19	32	43	43	53	68	22	53	50	56	53	48	36
Contig45224_318	33	26	35	35	19	22	34	42	38	49	67	26	49	53	55	51	43	34
Contig45224_370	22	19	20	21	19	25	28	21	25	46	42	17	40	42	56	50	40	23
Contig45224_425	16	12	24	23	7	14	13	13	16	30	43	12	28	25	35	34	21	18
Contig45224_430	19	15	25	25	6	13	16	16	19	34	49	12	32	30	41	36	23	15
Contig45224_456	25	13	23	22	12	11	25	19	23	28	47	13	35	42	50	41	36	17
Contig45224_464	25	15	23	22	16	12	26	19	22	31	47	13	33	41	46	42	36	21
Contig45224_467	28	18	24	24	17	15	32	21	24	35	49	14	39	41	48	43	40	23
Contig45224_478	18	13	19	20	12	10	20	19	17	32	44	17	34	31	39	38	28	21
Contig45224_488	24	18	31	28	11	10	28	24	24	43	53	21	42	40	51	53	30	28
Contig45224_495	20	14	33	24	13	9	28	28	27	46	55	24	49	43	53	58	30	31
Contig45224_504	24	18	34	27	19	8	28	32	29	48	60	20	54	48	62	61	33	33
Contig45224_520	19	16	25	24	17	15	21	23	25	34	48	14	35	33	50	39	26	30
Contig45224_523	20	17	23	22	14	15	19	19	18	34	50	15	34	35	42	34	23	24
Contig45224_530	18	15	17	27	11	14	18	18	17	25	41	15	31	31	41	34	21	19
Contig45224_534	15	14	15	20	11	10	17	15	15	20	42	12	28	33	38	34	21	20
Contig45224_672	26	17	30	17	12	18	22	17	22	52	42	19	37	44	51	49	36	25
Contig45224_693	26	22	30	21	18	22	30	26	30	56	45	27	42	40	39	39	36	31
Contig45224_714	25	32	27	23	18	23	25	25	23	40	43	27	34	32	40	35	36	28
Contig45224_728	24	24	24	21	16	25	19	21	21	28	34	21	31	37	30	37	37	23
Contig45224_738	21	20	17	24	15	19	16	19	19	21	29	16	29	31	24	28	31	17
Contig45224_745	19	14	17	26	12	14	16	17	18	19	26	10	24	29	21	25	29	18
Contig45224_807	13	20	20	27	11	18	23	21	33	37	29	11	24	20	22	19	17	26
Contig45224_1152	19	17	23	22	9	8	21	17	21	31	47	12	35	44	44	46	30	27
Contig45224_1155	15	14	19	20	7	5	18	15	16	28	44	11	28	38	36	36	24	20
Contig45224_1192	22	15	20	25	14	11	19	15	28	29	46	13	28	35	25	45	34	22
Contig45224_1197	20	13	20	25	14	12	20	14	26	28	48	11	29	33	25	43	32	22
Contig45224_1232	23	11	20	23	16	14	17	15	18	36	41	11	24	29	35	39	25	22
Contig45235_2590	15	10	12	16	14	11	18	12	20	17	6	16	22	25	13	21	10	15
Contig45235_2617	20	27	15	23	24	13	28	27	30	22	14	23	32	33	21	24	20	27
Contig45235_2629	20	28	20	26	28	17	31	28	35	21	14	29	36	35	25	31	28	32
Contig452411_86	22	21	23	29	24	22	29	25	23	24	36	17	38	42	40	47	29	29
Contig452411_100	23	21	23	23	26	20	25	24	25	25	33	19	34	41	34	44	30	22
Contig452411_102	23	20	25	22	24	20	26	26	26	26	30	19	32	36	33	40	28	24
Contig452411_110	16	15	14	18	18	12	19	19	18	18	22	15	21	25	17	25	19	17
Contig452411_163	25	15	25	22	17	18	26	23	24	29	31	17	28	35	34	37	22	22
Contig452411_165	27	14	25	21	16	22	26	23	24	27	32	17	28	37	37	38	22	25
Contig45251_18183	27	25	23	19	24	28	27	28	22	25	9	28	26	32	18	39	22	31
Contig45269_5442	19	15	15	14	15	14	15	14	18	20	8	21	21	32	12	13	16	17
Contig45269_5451	17	16	14	10	15	14	18	16	18	19	5	21	23	30	16	13	14	19
Contig45294_7091	18	11	12	17	16	8	19	25	23	41	50	13	33	39	43	38	30	27
Contig45294_7142	20	17	21	26	13	13	27	22	20	33	52	17	41	39	45	60	28	33
Contig45294_7151	21	15	18	25	12	10	24	22	19	32	45	19	39	35	48	52	25	31
Contig45294_7243	17	19	24	28	15	10	34	20	17	27	48	12	36	36	36	38	30	19
Contig45294_7250	18	12	27	24	16	11	28	24	17	24	51	10	31	37	39	41	30	16
Contig45294_7258	17	15	30	24	18	8	28	23	18	21	46	12	28	44	40	41	33	12
Contig45294_7314	23	16	16	21	21	18	22	17	20	30	35	17	30	33	39	39	24	19
Contig45294_7316	22	16	15	17	23	16	21	20	20	32	36	14	31	37	36	38	28	18
Contig45294_7326	28	27	19	25	21	15	20	24	27	37	45	22	37	43	46	39	28	22
Contig45294_7348	28	30	20	31	13	14	27	25	30	42	52	27	44	42	43	46	36	29
Contig45294_7356	33	25	21	26	17	17	29	27	25	47	52	31	44	38	41	48	38	33
Contig45294_7381	18	19	22	21	12	13	22	17	19	29	29	18	33	35	37	23	29	23
Contig45310_4876	24	17	16	25	15	23	21	21	28	36	32	22	36	35	33	34	24	27
Contig45310_5523	27	16	18	23	14	25	25	28	27	51	40	23	42	36	37	37	31	31
Contig45310_5903	30	26	13	34	22	22	28	32	32	59	47	26	52	36	37	54	17	36
Contig45318_7199	15	20	15	24	12	10	16	20	26	18	13	21	24	24	25	15	18	18
Contig45340_1928	16	19	14	18	11	14	22	16	16	25	27	13	24	19	20	25	22	21
Contig45340_1934	16	19	15	17	10	10	22	14	14	26	25	13	23	21	17	21	19	21
Contig45341_4490	21	18	21	20	17	14	22	17	17	25	19	17	22	35	34	27	31	21
Contig45341_4513	18	17	19	17	19	12	19	21	19	32	24	19	27	29	36	24	23	21
Contig45347_9242	19	7	19	17	10	10	8	16	12	23	29	9	16	19	19	27	15	5
Contig45347_9246	19	7	18	16	9	10	12	18	12	23	30	11	18	21	19	29	14	6
Contig4535_33	31	2	36	25	25	21	38	27	12	31	52	10	29	48	56	54	28	22
Contig45351_15051	18	27	20	17	25	11	23	18	23	7	3	27	29	24	16	24	13	23
Contig45351_28424	11	11	16	11	13	2	17	14	15	5	7	14	26	22	19	22	14	18
Contig45351_28439	18	15	15	18	15	5	17	12	18	13	11	16	23	23	22	23	15	18
Contig45352_7718	29	23	33	31	18	22	30	18	24	30	41	19	32	38	46	46	32	38
Contig45352_7744	26	24	31	30	21	23	34	26	32	21	46	26	32	50	46	53	30	33
Contig45352_7751	23	25	33	28	22	18	33	31	34	24	44	30	29	45	42	43	28	27
Contig45352_7760	22	20	28	25	20	15	26	29	29	24	37	27	29	39	37	38	29	27
Contig45352_7769	22	18	32	23	21	13	24	25	29	24	30	20	28	32	34	24	22	21
Contig4542_4731	16	17	12	17	16	13	23	13	17	11	4	19	19	21	16	13	18	22
Contig4542_4756	19	16	10	18	21	14	25	14	18	9	3	18	18	19	12	11	13	20
Contig45426_10278	13	14	12	11	22	14	20	14	21	15	10	15	23	26	23	26	19	20
Contig45426_10362	19	22	30	26	22	20	28	22	33	19	22	22	20	36	24	30	24	25
Contig45431_9534	23	22	18	26	18	11	25	19	22	50	44	17	27	38	42	43	34	26
Contig45431_9544	31	30	25	40	23	17	36	27	28	58	63	24	49	57	57	59	45	32
Contig45431_9558	25	31	26	32	21	14	32	23	17	49	57	17	43	47	47	44	40	25
Contig45431_9567	27	26	35	30	18	17	31	22	22	50	54	15	44	44	56	44	36	26
Contig45431_9575	21	20	30	31	17	20	31	27	27	49	61	13	44	46	58	48	39	30
Contig45431_9580	24	20	30	37	15	23	31	30	35	56	64	18	50	52	65	60	45	35
Contig45431_9586	23	16	28	35	13	22	29	29	34	55	63	16	50	44	63	56	39	32
Contig45431_9639	26	16	28	24	12	12	17	19	13	31	52	10	39	33	41	45	27	18
Contig45431_9642	24	13	28	26	13	14	17	20	13	27	49	9	38	29	43	42	25	17
Contig45431_9655	24	21	27	26	6	15	15	21	19	31	48	13	33	23	41	36	23	19
Contig45431_9751	20	18	21	29	19	18	18	29	25	51	53	20	37	30	41	36	34	32
Contig45431_10639	18	16	25	20	11	19	25	21	22	36	26	11	29	27	36	42	28	23
Contig45431_10649	23	16	24	23	17	24	32	22	23	41	37	19	31	28	33	40	26	23
Contig45431_10673	19	22	19	29	20	23	18	17	22	42	33	17	26	13	30	30	30	20
Contig45431_10787	22	18	23	24	22	13	21	14	20	25	38	10	30	20	40	33	26	19
Contig45431_12211	19	18	26	16	9	20	21	17	22	21	23	17	30	31	37	37	24	25
Contig45431_12223	20	20	27	20	14	21	28	25	30	30	35	27	33	46	48	48	32	19
Contig45431_12240	17	16	22	25	13	19	26	25	26	32	31	21	34	31	40	37	21	16
Contig45431_12265	19	10	20	27	21	11	29	25	22	36	29	17	39	42	44	42	27	23
Contig45431_12277	14	13	15	23	15	11	16	23	21	27	17	15	31	38	42	39	20	23
Contig45443_17812	40	37	50	55	43	40	51	48	56	29	31	36	59	55	45	53	42	53
Contig45443_17836	53	53	66	65	47	51	77	56	59	39	41	58	66	62	54	67	57	64
Contig45448_9667	14	13	22	19	11	15	19	15	17	27	51	14	25	38	35	42	17	20
Contig45448_9673	14	9	23	22	18	16	21	18	16	26	52	13	23	38	38	40	15	18
Contig45448_9737	21	15	21	19	21	16	18	17	23	26	32	16	35	39	35	41	28	30
Contig45448_9743	22	15	22	20	18	16	13	20	24	22	37	16	35	41	34	38	26	30
Contig45448_9764	22	21	18	20	12	16	19	21	15	32	36	22	30	38	32	36	34	26
Contig45448_9811	18	19	17	27	10	12	27	24	22	37	34	13	36	22	31	27	32	25
Contig45477_7391	21	19	23	32	17	17	26	15	27	31	24	24	23	31	29	33	33	26
Contig45477_14953	23	8	12	15	4	10	12	21	13	32	39	20	35	41	38	33	19	22
Contig45477_14966	20	7	19	20	2	10	16	20	11	35	35	18	30	37	33	33	19	18
Contig45477_14976	20	11	18	23	9	11	17	24	13	30	34	21	26	29	34	29	19	21
Contig45477_15008	11	10	15	14	17	9	16	10	9	24	24	11	24	22	26	25	16	10
Contig45493_8534	16	17	15	16	13	8	17	13	22	15	9	20	25	25	21	14	20	22
Contig45506_1855	18	16	21	18	16	12	18	18	20	37	42	16	30	28	39	40	27	20
Contig45506_1875	22	16	19	15	16	16	20	19	24	28	44	19	39	37	40	37	33	24
Contig45506_1889	24	13	16	17	17	14	23	16	17	21	42	18	39	42	37	39	31	18
Contig45506_2679	21	18	25	26	21	16	28	16	30	36	25	24	42	32	48	39	31	32
Contig45506_2694	24	26	30	26	22	22	26	11	33	35	30	24	39	35	54	37	28	24
Contig45506_2700	25	26	27	18	15	18	23	12	28	27	34	13	30	25	45	30	24	15
Contig45506_7997	28	20	26	27	17	14	33	25	32	34	42	18	33	36	40	38	28	24
Contig45506_8006	28	23	24	27	18	13	27	28	34	34	40	18	30	37	38	38	32	22
Contig45506_8016	21	19	25	27	12	12	22	21	28	27	42	9	30	36	31	30	27	17
Contig45506_8030	10	13	16	17	8	7	14	16	16	24	28	10	24	32	24	25	19	11
Contig45506_8034	16	14	21	15	9	10	16	17	17	24	28	13	29	35	28	29	27	13
Contig45506_13629	20	19	32	25	9	15	22	23	18	18	53	6	22	34	45	30	15	15
Contig45506_13634	18	15	30	26	9	18	20	21	18	18	52	6	20	32	43	32	17	16
Contig45506_13640	18	16	29	28	9	15	17	21	21	14	54	5	22	32	41	37	14	14
Contig45514_1562	13	12	16	16	13	8	17	15	18	26	17	15	25	21	26	25	28	17
Contig45514_1594	15	11	14	23	12	8	15	16	11	20	12	13	23	25	25	22	24	22
Contig45514_1603	17	13	16	22	15	8	17	15	14	17	15	16	27	26	28	20	24	21
Contig45521_3906	17	23	19	22	21	16	22	22	22	20	30	16	23	38	38	29	30	23
Contig45521_3947	23	21	24	23	18	13	30	24	29	34	29	16	38	42	38	41	29	24
Contig45521_3953	30	25	30	24	20	14	29	33	32	37	41	21	43	46	49	44	37	31
Contig45521_3966	30	30	24	29	25	17	25	29	28	31	43	23	37	48	51	40	35	28
Contig45521_4022	24	18	16	24	12	12	21	18	23	42	42	16	34	42	40	40	32	23
Contig45521_4099	21	21	22	27	12	11	25	17	28	50	45	20	45	38	47	48	24	22
Contig45521_4110	23	20	26	28	17	13	26	27	31	52	43	26	37	34	48	50	30	29
Contig45521_4141	21	23	25	39	21	20	31	27	33	67	50	19	43	43	50	50	41	28
Contig45521_4185	7	20	20	27	11	9	24	17	34	46	40	13	18	14	21	31	25	15
Contig45521_4209	14	17	23	15	19	13	19	17	29	38	35	17	26	28	30	33	31	27
Contig45521_4212	15	15	23	14	17	14	16	20	24	37	35	14	27	25	29	30	28	24
Contig45521_4298	18	19	26	25	15	9	24	16	26	36	33	17	27	20	25	32	32	17
Contig45521_4321	25	20	31	36	16	17	33	29	27	64	41	39	42	41	40	47	55	34
Contig45521_6152	27	17	18	20	17	13	27	18	16	39	17	23	27	27	24	25	31	31
Contig45521_7022	18	16	19	32	27	16	21	18	31	42	24	23	25	22	35	25	27	33
Contig45521_7057	16	17	20	22	14	13	20	17	19	44	25	14	30	24	31	23	27	19
Contig45521_7104	22	34	27	25	25	31	31	33	39	58	44	29	57	37	41	48	37	36
Contig45521_7174	20	15	19	23	22	16	18	25	27	56	45	19	37	27	42	32	32	26
Contig45521_7215	20	24	23	35	22	16	22	31	26	51	52	26	35	43	46	47	34	26
Contig45521_7229	23	18	20	26	19	14	24	27	25	41	49	16	38	37	51	45	35	25
Contig45521_7271	20	17	18	16	14	14	19	21	16	25	34	9	25	29	37	38	15	12
Contig45521_25515	32	18	23	30	12	20	29	34	26	36	58	22	43	46	46	53	40	30
Contig45521_25524	22	14	18	20	7	13	19	24	18	23	37	14	36	34	30	34	29	18
Contig45534_865	15	23	16	13	17	12	24	15	19	24	29	14	39	28	30	43	28	27
Contig45534_925	30	21	17	11	18	12	33	29	22	23	35	27	32	33	36	40	32	19
Contig45534_931	25	20	18	8	18	11	30	25	17	21	33	21	36	42	33	40	29	24
Contig45534_938	22	18	20	10	20	14	29	27	16	19	31	24	35	40	33	39	23	19
Contig45536_7906	18	22	12	19	21	9	18	14	27	16	2	21	37	24	18	17	14	27
Contig45536_7930	20	21	17	19	14	13	27	14	24	13	6	18	32	24	19	15	18	23
Contig45541_1186	21	27	25	21	18	14	21	24	34	23	12	28	28	18	15	12	16	22
Contig45541_1200	22	26	25	27	23	20	22	20	38	19	13	31	31	17	17	16	18	20
Contig45541_1673	8	17	8	15	13	10	19	20	21	24	11	24	25	20	20	31	18	19
Contig45547_2430	13	16	12	16	11	7	14	12	18	16	13	9	28	14	12	13	23	16
Contig45547_2437	17	13	12	18	11	6	15	13	19	17	11	9	21	18	12	13	22	17
Contig45547_2484	17	13	9	15	15	10	19	15	11	16	12	13	15	11	17	16	15	15
Contig45549_6814	20	18	14	21	18	12	19	20	20	26	18	18	27	35	25	23	17	19
