methQTL,Category,Function,Number of Genes,%,EASE Score,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
Distant CpGs,GOTERM_MF_DIRECT,"GO:0003700~transcription factor activity, sequence-specific DNA binding",69,3.814262023,0.02653183329,"Q07230, Q33BP8, O42101, Q12986, D3ZGB1, Q9BQ70, Q15937, Q9Y2G1, P18756, A2VD01, Q96T88, P15330, P08043, B4JSC2, Q9Z2D6, O95718, Q2VPU4, O88573, Q08AN1, Q62655, Q8BGS3, P28698, Q76KX8, Q05481, Q03060, O73630, Q60636, Q6ZQ88, Q9NQZ8, Q62296, P59759, A0JNB1, Q9VC61, P58197, Q5ZL67, Q2QCI8, Q9Y5B6, Q13330, P45447, Q60520, Q91ZR3, P56931, A5D7H2, F1QLY4, O75123, Q91XE9, Q8NA19, Q9BQA5, Q7KZ85, P42003, O57415, Q96LW9, P59055, Q6P9G9, Q6XP49, P55094, O70437, Q2LE08, Q13148, Q7Z5J4, Q5XKL5, Q03164, Q8CGF7, Q9NYT6, P10070, P57682, Q06546, Q01538, O15945",1556,155,4301,1.230487603,1,1,1
Distant CpGs,GOTERM_MF_DIRECT,GO:0008134~transcription factor binding,27,1.492537313,0.02748642643,"Q60520, Q9QXE7, P56931, P49021, P51123, Q684M4, Q8CGY8, Q9Z2D6, O95718, Q8BXX2, P51111, Q12830, O46036, Q13569, Q6ZQ88, Q2KI95, Q8WYB5, Q9D1P2, G5EDE9, Q8TEK3, P58197, P42858, P42859, P50904, Q21502, P40417, Q9Y5B6",1556,52,4301,1.435225924,1,1,1
Distant CpGs,GOTERM_MF_DIRECT,GO:0005200~structural constituent of cytoskeleton,17,0.9397457159,0.02786340213,"Q96NE9, P30427, Q13813, Q9WV92, Q12955, P11533, Q71LX4, Q01484, A2ASS6, Q6P5H6, P11530, P16157, G5E8P0, Q00963, Q9HCS5, G5E8K5, Q9Y490",1556,29,4301,1.620357238,1,1,1
Distant CpGs,GOTERM_MF_DIRECT,GO:0003746~translation elongation factor activity,8,0.4422332781,0.03112866904,"P10160, D2XV59, Q69ZS7, Q92005, P29691, P57772, Q8C0D5, Q2KHZ2",1556,10,4301,2.211311054,1,1,1
Distant CpGs,GOTERM_MF_DIRECT,GO:0003743~translation initiation factor activity,19,1.050304035,0.03297987729,"Q6GR45, Q62448, P55884, B5FZ19, A5PJI7, Q9DCH4, Q6PFQ2, Q5RKI1, Q3T102, Q04637, P42678, Q9NYV6, A4II09, P23588, P47823, Q8CFK2, B2GUV7, Q7T2A5, Q9NZJ5",1556,34,4301,1.54466581,1,1,1
Distant CpGs,GOTERM_MF_DIRECT,GO:0008270~zinc ion binding,155,8.568269762,0.03322676543,"Q3KNM2, Q2TAD9, Q5U208, O95714, Q7KRW1, Q5F4A1, Q62925, O42101, Q60989, G3MWR8, Q0MW30, P53804, Q3T106, Q922B6, Q9DE13, A7E2V4, Q96T88, Q5DU02, F1RD40, Q6DGQ0, Q5R580, O95718, F1MRW8, A9JTS9, Q8CFK2, Q9Y3Z3, Q12830, P51592, P59511, Q5XUN4, A6H619, O60337, P15541, Q9JK25, A7E305, Q8JI28, Q9D1A2, Q8NEG5, P45447, Q8TCQ1, Q9Z1T6, Q6IV57, Q99MY8, Q9Y6I4, O60140, Q9W0T1, Q9WVF7, Q9BTC0, Q15047, Q14596, P29503, Q14117, Q9BT23, Q9UPQ0, Q2TGI8, B2RRD7, Q2KI95, Q5NVC7, Q08DA3, Q8WYB5, Q08CG8, O08863, Q5ZIG2, O95071, P10070, Q05A36, Q60HE9, P43243, Q32NQ8, B0JZV4, E1BD59, Q6DJN2, Q69Z28, Q62203, Q8CDK2, P27398, Q80TB7, Q9R152, Q9Z277, O15164, Q12986, Q1RKN3, Q868Z9, Q9P0J7, Q6PDK2, Q8IZD2, Q5RBN9, Q3UIR3, O42392, O13016, P60899, A0A0R4IBK5, P04047, Q56K04, Q05481, Q9C0G0, Q6GQQ9, Q5EA28, P11533, Q99MV7, Q3T139, Q62210, O00237, P11530, Q8BRH4, P84060, D3ZVM4, Q9EPX2, Q8NFU7, Q9ULC8, Q6IQ20, Q15075, Q5HZL1, Q13330, Q78J03, B7ZS37, O18973, Q15637, Q7Z3G6, P50876, F1QLY4, H2QII6, Q75J93, Q8IYP9, Q8NA19, Q5BKM3, Q96T23, Q0P5W1, P55094, Q9ULU4, Q90972, Q4R8W3, Q28DS3, Q86YI8, Q9NQC7, Q9BQ04, O88196, Q5T4S7, Q9H0F5, Q7Z5J4, O75439, Q4U2R1, A2AWP0, Q5ZIJ9, Q03164, Q96QT6, Q80Z37, A9JTP3, A2A791, Q80YR4, Q5R806, D3ZD32, P43166, Q01538, Q92900",1556,379,4301,1.130452551,1,1,1
Distant CpGs,GOTERM_MF_DIRECT,GO:0043565~sequence-specific DNA binding,41,2.26644555,0.04391681393,"Q91ZR3, P51123, Q5U208, Q33BP8, O15164, O42101, Q9WVR8, F1QLY4, Q91XE9, P18756, P42003, A2VD01, P15330, O57415, P59055, Q96LW9, B4JSC2, Q6P9G9, O95718, G5EBU4, Q8BXX2, P05153, O42392, P55094, O70437, O88453, Q2LE08, Q8BGS3, Q12830, Q03060, Q60636, Q62296, Q9VC61, P58197, P10070, Q06546, Q8N2R0, Q9Y6Y1, O15945, Q13330, P45447",1556,88,4301,1.287837404,1,1,1
Distant CpGs,INTERPRO,"IPR012677:Nucleotide-binding, alpha-beta plait",50,2.763957988,0.0003751511462,"Q8BHR2, Q71RC2, Q3UHX0, Q5REG1, Q3T106, O01159, Q8CHC4, Q5ZML3, Q812E0, P23588, Q9ULW3, Q9JIX8, Q5R9L3, O88453, P62997, Q5RC80, P30352, Q90ZA1, Q5XI29, Q9P2K5, Q1JPD6, Q2KI24, Q3ZC15, P55884, B2GUN4, Q8R3C6, Q8IZ69, Q02040, Q8SX83, Q8VIJ6, Q28GD4, Q2EMV9, P49756, Q96PK6, Q08D57, P28659, Q13148, O95104, Q9BQ04, Q8VE97, Q9BRS8, Q8IUH3, Q24562, Q02427, Q498L2, P43243, Q7ZWA3, Q13310, Q01617, Q5RBU8",1754,92,4913,1.522296862,0.5925777364,0.897736693,0.897736693
Distant CpGs,INTERPRO,IPR000504:RNA recognition motif domain,42,2.32172471,0.001112400063,"Q8BHR2, Q3UHX0, P55884, B2GUN4, Q8R3C6, Q5REG1, Q8IZ69, Q3T106, O01159, Q8CHC4, Q8VIJ6, Q5ZML3, Q28GD4, Q8SX83, Q812E0, Q96PK6, P49756, P23588, Q08D57, P28659, Q5R9L3, O88453, P62997, Q13148, O95104, Q8VE97, Q9BQ04, Q5RC80, P30352, Q8IUH3, Q24562, Q5XI29, Q02427, Q9P2K5, Q1JPD6, Q498L2, P43243, Q7ZWA3, Q2KI24, Q13310, Q5RBU8, Q01617",1754,77,4913,1.527832487,0.930293035,1,1
Distant CpGs,INTERPRO,IPR011993:Pleckstrin homology-like domain,78,4.311774461,0.001660033501,"Q3ZBM4, Q96NE9, Q71LX4, Q9UN19, Q6PAJ1, Q96DR7, Q08881, Q2TA49, Q9W4E2, Q8N264, P09851, O94827, Q9NYI0, P98081, O95248, Q6NTN5, A1L3F5, O01761, Q6VNB8, Q86XP1, Q66T02, Q64512, Q62136, Q6REY9, O14715, P16554, A3R064, Q801E2, Q08509, Q6ZPF3, Q5DU57, Q8IWE5, Q5SSZ5, Q96PX9, P50904, Q5U581, Q8BIK4, Q69ZH9, Q008S8, Q13972, Q9WV92, O75962, Q9ULL1, Q15438, B1WBU8, Q12802, H2QII6, Q9VCX1, Q54KA7, Q5VT25, Q6P5H6, Q05397, Q27421, Q1LUA6, Q14CM0, Q9NGC3, Q9TTK4, Q9Y490, Q70E73, Q9Y216, B0WYY2, P49796, Q63648, Q63406, Q9DBA9, Q9UPU7, P81122, P28191, Q9BZF1, Q00963, Q9HCS5, Q9NZN5, Q5ZK62, Q924S7, Q4KM33, O14578, Q9UKX7, Q00IB7",1754,164,4913,1.3321954,0.9812349847,1,1
Distant CpGs,INTERPRO,"IPR001965:Zinc finger, PHD-type",25,1.381978994,0.005335783506,"B7ZS37, Q9Z277, Q5F4A1, O15164, Q99MY8, Q9DE13, Q96T23, Q96T88, Q6PDK2, Q8IZD2, Q9W0T1, Q9BTC0, Q9ULU4, Q86YI8, Q12830, Q7Z5J4, Q5EA28, B2RRD7, Q8WYB5, Q5XUN4, A6H619, Q8BRH4, Q03164, Q96QT6, D3ZD32",1754,43,4913,1.62850362,0.9999972467,1,1
Distant CpGs,INTERPRO,IPR013783:Immunoglobulin-like fold,65,3.593145384,0.006873688264,"P0C192, Q92859, Q9EQS9, O43157, P29294, P97546, D3ZGB1, Q62165, Q8IZU9, Q04164, Q868Z9, P15330, F1RD40, D3YXG0, P23468, Q9VEN1, F1NY98, Q80ZA4, Q80X90, P08922, O73630, Q28062, Q15746, O01761, Q6P1C6, Q8BKG3, D3ZVM4, Q9EPX2, Q03137, Q9HCM2, Q9Y6Y1, P20241, Q18066, Q9V4A7, Q15155, O75962, O75445, Q6PDN3, P35992, A2ASS6, C5IAW9, Q05793, Q98930, Q1LUA6, Q96RW7, P22758, Q5ZJP5, Q9UIW2, Q86WI1, P08941, Q8WZ42, O15031, Q92626, G4SLH0, Q9I7U4, Q9Y6N7, P35822, Q5IS41, Q23551, Q6ZP82, P33005, P16056, Q6T308, Q61191, Q6AZB0",1754,139,4913,1.309832408,0.9999999321,1,1
Distant CpGs,INTERPRO,IPR000731:Sterol-sensing domain,7,0.3869541183,0.009981575381,"Q0EEE2, P56941, A0JPH4, Q2TGI8, P00347, Q3TDN0, O15118",1754,7,4913,2.801026226,1,1,1
Distant CpGs,INTERPRO,IPR000569:HECT,16,0.8844665561,0.01115943581,"Q9ULT8, F8W2M1, Q4U2R1, O95714, Q5F4A1, P51592, Q8K4P8, Q2TAS2, Q3U487, Q9Y4D8, O95071, Q8BZZ3, Q7Z6Z7, Q7TMY8, Q8CFI0, Q15751",1754,25,4913,1.792656784,1,1,1
Distant CpGs,INTERPRO,IPR013098:Immunoglobulin I-set,31,1.713653952,0.01158482199,"P0C192, Q92859, O75962, Q9EQS9, P29294, Q6PDN3, Q8IZU9, A2ASS6, C5IAW9, Q05793, Q868Z9, Q1LUA6, Q96RW7, D3YXG0, P23468, Q8WZ42, F1NY98, Q92626, G4SLH0, Q15746, O01761, Q9I7U4, Q9Y6N7, P35822, Q23551, Q6P1C6, Q8BKG3, Q9EPX2, P20241, Q6AZB0, Q18066",1754,59,4913,1.471725644,1,1,1
Distant CpGs,INTERPRO,IPR002017:Spectrin repeat,12,0.6633499171,0.01394557732,"Q1LUA6, Q91ZU6, P13395, Q13813, Q8NF91, Q63406, O75962, Q00963, P11533, P16546, Q6ZP82, P11530",1754,17,4913,1.977194983,1,1,1
Distant CpGs,INTERPRO,IPR001202:WW domain,17,0.9397457159,0.01632247255,"Q13576, Q5U4Q0, P11533, Q8K4P8, P59114, O75400, Q2TAS2, P11530, Q8CGF7, Q5TCQ9, Q14CM0, Q8BZZ3, Q9C0H5, Q6AWC2, Q8CFI0, O14776, Q9UPV0",1754,28,4913,1.700623066,1,1,1
Distant CpGs,INTERPRO,IPR008936:Rho GTPase activation protein,20,1.105583195,0.01830799323,"O15031, Q13576, O43157, Q6GPD0, Q8K2H3, Q6PAJ1, B2RTY4, Q6P4F7, Q9VX32, Q6REY9, Q9UIW2, Q9HCM2, P50904, A5D794, Q8N264, Q9C0H5, P09851, Q69ZH9, Q5F3G0, Q9V4A7",1754,35,4913,1.600586415,1,1,1
Distant CpGs,INTERPRO,"IPR019787:Zinc finger, PHD-finger",23,1.271420674,0.01916526948,"Q12830, B7ZS37, Q9Z277, Q5EA28, B2RRD7, O15164, Q12986, Q8WYB5, Q5XUN4, A6H619, Q8BRH4, Q03164, Q9DE13, Q96QT6, Q96T23, Q96T88, Q8IZD2, Q6PDK2, Q9W0T1, D3ZD32, Q9BTC0, Q9ULU4, Q86YI8",1754,42,4913,1.533895314,1,1,1
Distant CpGs,INTERPRO,IPR003309:Transcription regulator SCAN,6,0.3316749585,0.02431162811,"Q8BGS3, Q07230, P28698, Q96LW9, Q6P9G9, A6NGD5",1754,6,4913,2.801026226,1,1,1
Distant CpGs,INTERPRO,"IPR008916:Retrovirus capsid, C-terminal",6,0.3316749585,0.02431162811,"Q8BGS3, Q07230, P28698, Q96LW9, Q6P9G9, A6NGD5",1754,6,4913,2.801026226,1,1,1
Distant CpGs,INTERPRO,IPR018159:Spectrin/alpha-actinin,12,0.6633499171,0.02444204994,"Q1LUA6, Q91ZU6, P13395, Q13813, P30427, Q8NF91, Q63406, O75962, Q00963, P11533, P16546, P11530",1754,18,4913,1.867350817,1,1,1
Distant CpGs,INTERPRO,IPR002909:Cell surface receptor IPT/TIG,12,0.6633499171,0.02444204994,"Q80ZA4, O15031, P15330, P16056, Q9UIW2, Q9HCM2, O73630, O43157, Q86WI1, Q9Y6Y1, D3ZGB1, Q9V4A7",1754,18,4913,1.867350817,1,1,1
Distant CpGs,INTERPRO,"IPR018979:FERM, N-terminal",11,0.6080707573,0.02608607577,"Q96NE9, B0WYY2, Q9WV92, Q63648, Q9HCS5, Q71LX4, P28191, Q64512, Q6P5H6, Q62136, Q9Y490",1754,16,4913,1.92570553,1,1,1
Distant CpGs,INTERPRO,"IPR009000:Translation elongation/initiation factor/Ribosomal, beta-barrel",10,0.5527915976,0.02753979567,"D2XV59, Q69ZS7, Q92005, P29691, P57772, Q8C0D5, Q2KHZ2, P02434, B2GUV7, Q5RJV1",1754,14,4913,2.000733018,1,1,1
Distant CpGs,INTERPRO,"IPR018980:FERM, C-terminal PH-like domain",9,0.4975124378,0.02859680212,"Q96NE9, B0WYY2, Q9WV92, Q63648, Q9HCS5, P28191, Q64512, Q6P5H6, Q62136",1754,12,4913,2.100769669,1,1,1
Distant CpGs,INTERPRO,IPR016024:Armadillo-type fold,85,4.698728579,0.03053634101,"Q61037, Q9WV76, Q62448, Q0KK59, Q5ZL91, Q62925, Q14008, Q7Z3U7, Q8VI02, Q99570, Q6P5B0, Q9DE13, Q04637, P42345, Q9VEZ3, A8C754, Q9W4E2, Q9UG01, O93614, Q6ZQK0, P49815, Q802D3, Q8IZD9, Q99JD4, P51111, Q9HAV4, Q13367, Q865S1, Q8TB72, Q1W1Y5, Q6NUP7, Q5R629, Q6NXR4, Q8BFY9, Q9TU34, Q9DBG3, Q6PFQ2, Q6VNB8, A0A0G2K344, Q6DRL5, Q2PPJ7, Q6ZPF4, P42858, P42859, E9PVA8, Q8I8U7, Q3UGM2, Q6ZQH8, Q8BIK4, Q5RA02, P47823, Q27J81, F1QBY1, Q9ULT8, Q7Z5K2, O00329, Q9Z136, Q5ZKA3, Q2HJG5, O75165, Q6ZQ93, Q9H583, Q9Y4E6, Q9Y4A5, Q5SSW2, Q7Z6Z7, Q7TMY8, Q8K2Z4, Q9R1D7, Q9P2D8, P56701, P53675, Q5T4S7, Q80YV3, Q28FH2, Q5PPZ9, O43747, Q8BQM4, Q68CP9, Q8IN94, Q6P4S8, B1AY13, Q571H0, Q9C0D3, Q6ZS17",1754,199,4913,1.196418237,1,1,1
Distant CpGs,INTERPRO,IPR012337:Ribonuclease H-like domain,21,1.160862355,0.03243457508,"Q17902, Q5F450, Q9NSU2, Q7TT28, Q6NRD5, O75792, Q5BK46, Q8TC59, Q99PV0, Q90ZA1, Q9DE46, Q7KZ85, Q96GM8, Q6DJB9, Q8UVX0, Q8CJG1, O60673, Q91684, Q9WVF7, Q5HZL1, O60290",1754,39,4913,1.508244891,1,1,1
Distant CpGs,INTERPRO,IPR000387:Protein-tyrosine/Dual specificity phosphatase,14,0.7739082366,0.03284685571,"Q9BY84, Q9Y216, Q9H3S7, P35992, P28191, P35822, Q64512, Q62136, Q641Z2, Q6NN85, P23468, Q15256, O13016, Q90687",1754,23,4913,1.704972485,1,1,1
Distant CpGs,INTERPRO,IPR013026:Tetratricopeptide repeat-containing domain,31,1.713653952,0.03322543442,"Q9NES8, Q8CGY8, Q9HCD6, P53804, H2QII6, Q9DCD2, P17886, O94826, Q8BG19, Q9CSP9, Q80ZK9, Q27HV0, P46822, A0JMU5, A0JM23, O88196, O15050, O70546, O15550, O14715, Q5VJS5, O76094, A1A4R8, B4F6I5, Q6PGP7, Q80ZX8, E7F211, Q9D706, Q96AY4, D4A6D7, Q91YW3",1754,63,4913,1.378282746,1,1,1
Distant CpGs,INTERPRO,IPR019734:Tetratricopeptide repeat,31,1.713653952,0.03322543442,"Q9NES8, Q8CGY8, Q9HCD6, P53804, H2QII6, A4IFB6, Q9DCD2, O94826, Q8BG19, Q9CSP9, Q80ZK9, Q27HV0, P46822, A0JMU5, A0JM23, O88196, O15050, O70546, O15550, O14715, Q5VJS5, O76094, A1A4R8, B4F6I5, Q6PGP7, Q80ZX8, E7F211, Q9D706, Q96AY4, D4A6D7, Q91YW3",1754,63,4913,1.378282746,1,1,1
Distant CpGs,INTERPRO,IPR007110:Immunoglobulin-like domain,35,1.934770591,0.03487774607,"P0C192, Q92859, O75962, Q9EQS9, P29294, Q6PDN3, P97546, Q8IZU9, A2ASS6, C5IAW9, Q05793, Q868Z9, Q1LUA6, Q96RW7, D3YXG0, P23468, Q8WZ42, F1NY98, Q92626, G4SLH0, Q28062, Q15746, O01761, Q9I7U4, Q9Y6N7, P35822, Q23551, Q5IS41, Q6ZP82, Q6P1C6, Q8BKG3, Q9EPX2, P20241, Q6AZB0, Q18066",1754,73,4913,1.342957779,1,1,1
Distant CpGs,INTERPRO,IPR013106:Immunoglobulin V-set,13,0.7186290768,0.03612008631,"G4SLH0, Q28062, O01761, Q9Y6N7, A2ASS6, Q5IS41, Q05793, Q8BKG3, Q96RW7, Q9EPX2, D3YXG0, Q8WZ42, F1NY98",1754,21,4913,1.733968616,1,1,1
Distant CpGs,INTERPRO,IPR003598:Immunoglobulin subtype 2,31,1.713653952,0.04174440244,"P0C192, Q92859, O75962, Q9EQS9, P29294, Q6PDN3, P97546, Q8IZU9, A2ASS6, C5IAW9, Q05793, Q868Z9, Q1LUA6, Q96RW7, D3YXG0, P23468, Q8WZ42, F1NY98, Q92626, G4SLH0, Q15746, O01761, Q9I7U4, Q9Y6N7, Q23551, Q6P1C6, Q8BKG3, Q9EPX2, P20241, Q6AZB0, Q18066",1754,64,4913,1.356747078,1,1,1
Distant CpGs,INTERPRO,"IPR016130:Protein-tyrosine phosphatase, active site",15,0.8291873964,0.04387436874,"Q9BY84, Q9Y216, Q8VEL2, Q9H3S7, P35992, P28191, P35822, Q62136, O08586, Q641Z2, Q6NN85, P23468, Q15256, O13016, Q90687",1754,26,4913,1.615976669,1,1,1
Distant CpGs,INTERPRO,IPR003599:Immunoglobulin subtype,34,1.879491432,0.04737697135,"P0C192, Q92859, O75962, Q9EQS9, P29294, Q6PDN3, P97546, Q8IZU9, A2ASS6, C5IAW9, Q05793, Q868Z9, Q1LUA6, Q96RW7, D3YXG0, P23468, Q8WZ42, F1NY98, Q92626, G4SLH0, Q28062, Q15746, O01761, Q9I7U4, Q9Y6N7, P35822, Q23551, Q5IS41, Q6P1C6, Q8BKG3, Q9EPX2, P20241, Q6AZB0, Q18066",1754,72,4913,1.322706829,1,1,1
Distant CpGs,INTERPRO,"IPR003595:Protein-tyrosine phosphatase, catalytic",14,0.7739082366,0.0487653281,"Q9Y216, Q9H3S7, P35992, P28191, P35822, Q64512, Q62136, O08586, Q641Z2, Q5SSZ5, P23468, Q15256, O13016, Q90687",1754,24,4913,1.633931965,1,1,1
