siteID	chr	start	end	strand	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2	coverage3	numCs3	numTs3	coverage4	numCs4	numTs4	coverage5	numCs5	numTs5	coverage6	numCs6	numTs6	coverage7	numCs7	numTs7	coverage8	numCs8	numTs8	coverage9	numCs9	numTs9	coverage10	numCs10	numTs10	coverage11	numCs11	numTs11	coverage12	numCs12	numTs12	coverage13	numCs13	numTs13	coverage14	numCs14	numTs14	coverage15	numCs15	numTs15	coverage16	numCs16	numTs16	coverage17	numCs17	numTs17	coverage18	numCs18	numTs18
Contig29251_20880	Contig29251	20880	20880	+	17	17	0	19	19	0	20	19	1	27	26	1	14	12	2	10	10	0	23	23	0	17	17	0	32	30	2	45	42	3	50	48	2	19	19	0	24	22	2	44	43	1	38	38	0	42	40	2	36	32	4	27	23	4
Contig29251_20933	Contig29251	20933	20933	+	22	21	1	17	16	1	20	20	0	24	23	1	16	14	2	9	8	1	19	19	0	20	18	2	25	23	2	43	40	3	44	37	7	18	16	2	44	42	2	39	37	2	44	43	1	42	38	4	36	35	1	20	20	0
Contig29251_20961	Contig29251	20961	20961	+	23	22	1	25	25	0	24	24	0	26	26	0	19	18	1	19	19	0	29	28	1	25	23	2	28	25	3	58	56	2	52	50	2	21	21	0	39	37	2	39	39	0	55	52	3	46	45	1	32	30	2	30	28	2
Contig29251_20999	Contig29251	20999	20999	+	19	18	1	16	15	1	21	21	0	27	27	0	13	10	3	10	10	0	23	23	0	16	16	0	25	23	2	34	33	1	30	27	3	14	12	2	35	32	3	35	35	0	31	31	0	31	30	1	25	23	2	22	21	1
Contig29251_21024	Contig29251	21024	21024	+	12	12	0	12	12	0	12	12	0	17	16	1	13	13	0	9	9	0	14	14	0	10	10	0	13	12	1	17	17	0	26	25	1	7	7	0	22	20	2	20	20	0	26	26	0	18	18	0	21	21	0	14	14	0
Contig29251_21042	Contig29251	21042	21042	+	22	22	0	20	20	0	25	24	1	27	22	5	15	12	3	17	16	1	31	30	1	25	23	2	22	19	3	35	30	5	30	29	1	19	18	1	39	36	3	36	35	1	40	39	1	35	29	6	37	36	1	25	23	2
Contig29251_21051	Contig29251	21051	21051	+	25	23	2	16	12	4	21	21	0	33	29	4	17	15	2	20	19	1	32	30	2	24	23	1	28	25	3	47	43	4	31	31	0	21	20	1	36	35	1	39	38	1	42	38	4	48	43	5	43	41	2	32	29	3
Contig29251_21135	Contig29251	21135	21135	+	21	20	1	13	12	1	18	18	0	19	15	4	13	12	1	6	5	1	22	21	1	26	24	2	23	21	2	27	22	5	21	19	2	16	14	2	19	18	1	32	28	4	28	27	1	29	27	2	34	32	2	21	20	1
Contig29251_21149	Contig29251	21149	21149	+	27	27	0	19	18	1	30	28	2	25	22	3	14	13	1	15	14	1	27	24	3	27	25	2	23	22	1	40	38	2	28	28	0	30	29	1	24	23	1	37	36	1	45	43	2	34	32	2	42	40	2	27	26	1
Contig29266_3873	Contig29266	3873	3873	+	22	21	1	18	16	2	17	16	1	21	20	1	20	20	0	13	11	2	20	20	0	17	16	1	19	17	2	29	27	2	27	23	4	15	14	1	38	35	3	35	35	0	41	41	0	34	34	0	28	26	2	21	19	2
Contig29266_3880	Contig29266	3880	3880	+	22	21	1	14	14	0	17	17	0	19	19	0	21	21	0	12	12	0	20	19	1	15	13	2	19	16	3	26	26	0	28	26	2	11	10	1	34	31	3	38	36	2	41	39	2	30	30	0	26	26	0	24	24	0
Contig29266_3898	Contig29266	3898	3898	+	19	15	4	17	16	1	21	20	1	14	12	2	18	17	1	13	12	1	21	21	0	16	16	0	16	14	2	17	17	0	30	26	4	12	11	1	25	24	1	36	34	2	40	40	0	33	32	1	24	24	0	24	22	2
Contig29266_5475	Contig29266	5475	5475	+	20	6	14	13	12	1	17	17	0	22	7	15	17	17	0	16	15	1	25	22	3	24	22	2	29	0	29	45	0	45	45	0	45	16	3	13	40	20	20	42	18	24	46	20	26	56	26	30	34	29	5	27	5	22
Contig29266_5752	Contig29266	5752	5752	+	14	9	5	15	10	5	15	12	3	21	17	4	15	8	7	19	13	6	20	15	5	14	12	2	19	10	9	25	22	3	18	17	1	11	10	1	32	23	9	20	14	6	31	26	5	30	20	10	34	26	8	19	12	7
Contig29266_5855	Contig29266	5855	5855	+	24	24	0	14	13	1	21	21	0	22	22	0	15	12	3	9	9	0	19	19	0	19	19	0	22	21	1	25	23	2	19	16	3	10	10	0	36	36	0	35	35	0	39	37	2	33	32	1	35	34	1	21	20	1
Contig29266_5865	Contig29266	5865	5865	+	20	13	7	17	15	2	22	21	1	22	20	2	16	15	1	10	9	1	26	26	0	21	20	1	25	22	3	25	24	1	19	19	0	12	12	0	35	34	1	44	44	0	40	39	1	38	38	0	41	38	3	20	20	0
Contig29266_6213	Contig29266	6213	6213	+	22	19	3	13	13	0	24	21	3	23	20	3	17	14	3	15	15	0	18	15	3	26	25	1	32	27	5	35	29	6	33	28	5	14	12	2	35	25	10	26	23	3	46	43	3	40	34	6	33	27	6	24	19	5
Contig29266_6234	Contig29266	6234	6234	+	22	22	0	14	14	0	20	18	2	16	15	1	15	15	0	12	11	1	24	24	0	10	10	0	21	20	1	27	25	2	30	28	2	12	11	1	35	35	0	27	27	0	32	28	4	30	28	2	32	29	3	22	20	2
Contig29266_6271	Contig29266	6271	6271	+	21	8	13	12	12	0	20	18	2	22	21	1	16	13	3	11	0	11	18	17	1	11	0	11	23	21	2	23	23	0	36	33	3	15	13	2	33	32	1	36	33	3	43	42	1	30	28	2	23	9	14	19	18	1
Contig29266_6326	Contig29266	6326	6326	+	16	16	0	11	11	0	18	18	0	16	14	2	10	9	1	12	12	0	15	14	1	13	13	0	15	15	0	27	26	1	24	22	2	12	12	0	25	23	2	23	23	0	27	26	1	33	31	2	21	19	2	14	14	0
Contig29266_6453	Contig29266	6453	6453	+	16	16	0	10	10	0	20	19	1	11	11	0	15	14	1	15	11	4	15	15	0	10	9	1	20	18	2	28	27	1	29	28	1	15	15	0	18	18	0	25	23	2	27	27	0	24	23	1	23	21	2	17	15	2
Contig29279_12139	Contig29279	12139	12139	+	18	18	0	14	14	0	19	18	1	22	21	1	9	9	0	14	14	0	21	21	0	18	16	2	14	14	0	18	16	2	27	25	2	21	21	0	25	25	0	39	38	1	33	31	2	32	32	0	24	24	0	18	17	1
Contig29279_12373	Contig29279	12373	12373	+	18	18	0	22	22	0	25	22	3	30	30	0	16	16	0	14	14	0	16	15	1	19	19	0	25	24	1	40	40	0	46	44	2	12	11	1	35	33	2	35	33	2	41	40	1	49	48	1	36	35	1	28	26	2
Contig29279_12389	Contig29279	12389	12389	+	23	23	0	20	18	2	29	29	0	32	32	0	19	19	0	14	14	0	15	15	0	20	19	1	19	19	0	33	33	0	41	39	2	12	12	0	43	41	2	36	33	3	37	37	0	41	41	0	36	35	1	26	24	2
Contig29279_16093	Contig29279	16093	16093	+	20	19	1	13	12	1	29	28	1	28	23	5	17	14	3	11	8	3	17	15	2	19	18	1	27	25	2	42	34	8	51	50	1	13	13	0	36	32	4	39	37	2	43	37	6	42	42	0	32	30	2	14	14	0
Contig29279_16096	Contig29279	16096	16096	+	22	21	1	20	20	0	30	26	4	29	28	1	14	12	2	14	12	2	18	17	1	24	20	4	29	27	2	43	41	2	50	43	7	14	14	0	32	30	2	39	38	1	42	41	1	42	38	4	32	28	4	14	14	0
Contig29279_16111	Contig29279	16111	16111	+	24	22	2	21	18	3	26	26	0	22	21	1	11	11	0	19	18	1	19	18	1	20	20	0	24	22	2	36	34	2	46	43	3	15	13	2	28	25	3	39	38	1	42	38	4	40	37	3	27	26	1	21	19	2
Contig29279_16114	Contig29279	16114	16114	+	20	20	0	23	21	2	23	21	2	21	20	1	10	9	1	16	16	0	18	18	0	22	22	0	23	19	4	31	28	3	42	40	2	15	14	1	27	25	2	36	36	0	34	33	1	36	35	1	27	22	5	19	18	1
Contig29279_16247	Contig29279	16247	16247	+	34	32	2	28	28	0	34	34	0	35	34	1	21	20	1	22	21	1	27	27	0	33	28	5	31	28	3	56	55	1	55	55	0	28	28	0	36	35	1	49	47	2	55	55	0	60	59	1	48	48	0	34	34	0
Contig29279_16260	Contig29279	16260	16260	+	27	27	0	18	18	0	27	25	2	24	24	0	13	13	0	15	15	0	23	23	0	21	21	0	16	16	0	41	40	1	41	40	1	19	19	0	27	27	0	38	37	1	44	42	2	43	41	2	43	41	2	21	21	0
Contig29279_16303	Contig29279	16303	16303	+	25	24	1	26	23	3	21	21	0	29	28	1	16	16	0	19	18	1	30	29	1	22	22	0	27	27	0	48	44	4	52	50	2	19	19	0	44	42	2	43	43	0	53	51	2	48	46	2	43	42	1	28	27	1
Contig29279_16305	Contig29279	16305	16305	+	26	26	0	25	23	2	18	17	1	33	30	3	14	14	0	16	14	2	31	30	1	22	20	2	25	22	3	49	45	4	48	46	2	21	19	2	36	31	5	42	40	2	54	52	2	47	44	3	40	38	2	29	29	0
Contig29279_16370	Contig29279	16370	16370	+	24	23	1	20	20	0	30	27	3	35	30	5	18	18	0	16	16	0	24	24	0	22	18	4	30	27	3	56	50	6	55	52	3	28	27	1	38	37	1	43	39	4	46	44	2	46	44	2	40	36	4	36	30	6
Contig29279_16435	Contig29279	16435	16435	+	13	13	0	19	17	2	20	19	1	27	27	0	8	8	0	13	13	0	24	24	0	17	17	0	21	21	0	45	45	0	29	29	0	25	24	1	30	29	1	30	30	0	40	39	1	33	30	3	33	33	0	23	23	0
Contig29279_19705	Contig29279	19705	19705	+	15	15	0	17	17	0	14	14	0	18	18	0	12	11	1	13	13	0	17	16	1	11	11	0	16	15	1	13	13	0	9	9	0	15	15	0	16	16	0	19	19	0	16	15	1	19	19	0	13	13	0	15	15	0
Contig29296_2966	Contig29296	2966	2966	+	14	14	0	17	17	0	23	22	1	11	11	0	11	8	3	10	10	0	11	11	0	21	19	2	19	18	1	14	12	2	29	29	0	19	17	2	28	26	2	25	23	2	33	32	1	37	36	1	23	22	1	22	21	1
Contig29308_43211	Contig29308	43211	43211	+	22	21	1	29	26	3	21	21	0	11	10	1	18	16	2	15	13	2	15	15	0	27	27	0	21	19	2	15	12	3	6	4	2	21	14	7	24	23	1	23	21	2	11	9	2	18	15	3	14	14	0	22	22	0
Contig29308_44491	Contig29308	44491	44491	+	25	21	4	27	24	3	31	28	3	30	28	2	24	15	9	28	25	3	28	20	8	29	27	2	34	32	2	21	19	2	17	11	6	27	22	5	29	25	4	31	28	3	20	16	4	28	17	11	27	21	6	29	24	5
Contig29308_46144	Contig29308	46144	46144	+	27	15	12	28	21	7	31	22	9	22	19	3	20	13	7	22	8	14	32	29	3	29	26	3	32	20	12	28	19	9	33	31	2	25	18	7	42	34	8	39	34	5	42	39	3	43	33	10	33	26	7	23	15	8
Contig29308_46147	Contig29308	46147	46147	+	28	19	9	31	22	9	34	27	7	30	22	8	27	20	7	26	13	13	37	36	1	37	31	6	40	27	13	32	28	4	41	41	0	31	25	6	49	45	4	48	44	4	51	49	2	51	44	7	44	38	6	30	25	5
Contig29308_46151	Contig29308	46151	46151	+	37	25	12	33	24	9	46	39	7	36	26	10	33	22	11	33	23	10	41	28	13	38	36	2	47	33	14	35	29	6	46	38	8	37	25	12	52	44	8	56	52	4	55	53	2	54	47	7	46	45	1	32	27	5
Contig29308_46162	Contig29308	46162	46162	+	37	28	9	37	30	7	47	38	9	45	37	8	37	25	12	34	22	12	47	42	5	35	32	3	49	39	10	39	36	3	46	43	3	37	33	4	57	49	8	60	55	5	62	57	5	62	60	2	50	47	3	44	35	9
Contig29308_46172	Contig29308	46172	46172	+	20	15	5	17	13	4	26	24	2	28	24	4	21	17	4	17	13	4	25	23	2	22	22	0	25	21	4	24	20	4	26	25	1	16	13	3	35	33	2	41	37	4	37	36	1	32	28	4	25	24	1	26	25	1
Contig29308_46633	Contig29308	46633	46633	+	16	10	6	16	15	1	16	13	3	13	11	2	16	14	2	16	13	3	13	12	1	15	15	0	16	13	3	12	12	0	12	9	3	13	11	2	17	14	3	16	12	4	15	10	5	9	8	1	17	17	0	17	14	3
Contig29316_3926	Contig29316	3926	3926	+	17	17	0	20	19	1	13	11	2	15	14	1	15	14	1	12	11	1	13	12	1	22	21	1	19	18	1	13	13	0	6	6	0	19	19	0	14	13	1	18	18	0	18	17	1	17	17	0	11	11	0	16	15	1
Contig29316_7641	Contig29316	7641	7641	+	20	18	2	17	16	1	18	18	0	20	19	1	17	16	1	7	6	1	19	19	0	24	24	0	22	21	1	27	26	1	23	23	0	16	15	1	25	24	1	30	30	0	27	26	1	33	33	0	28	27	1	17	17	0
Contig29316_7690	Contig29316	7690	7690	+	15	14	1	9	9	0	15	15	0	17	16	1	14	14	0	16	16	0	14	13	1	16	16	0	13	13	0	13	12	1	16	16	0	5	5	0	19	19	0	19	19	0	20	19	1	26	25	1	19	19	0	16	8	8
Contig29316_7696	Contig29316	7696	7696	+	18	16	2	13	13	0	20	20	0	21	20	1	18	16	2	20	20	0	18	18	0	19	17	2	17	17	0	18	17	1	23	23	0	13	13	0	27	25	2	23	19	4	22	21	1	30	28	2	20	19	1	20	19	1
Contig29316_7709	Contig29316	7709	7709	+	20	19	1	17	16	1	21	21	0	15	15	0	14	13	1	12	11	1	19	19	0	19	19	0	22	22	0	22	21	1	17	16	1	13	13	0	25	24	1	25	25	0	25	24	1	27	27	0	22	21	1	17	17	0
Contig29316_7711	Contig29316	7711	7711	+	22	21	1	14	14	0	21	19	2	18	18	0	12	12	0	13	13	0	17	17	0	19	19	0	21	20	1	21	20	1	16	16	0	12	12	0	26	24	2	26	26	0	27	27	0	31	31	0	19	19	0	17	15	2
Contig29316_8495	Contig29316	8495	8495	+	20	18	2	24	24	0	25	25	0	20	19	1	14	14	0	9	9	0	18	18	0	21	20	1	17	17	0	26	24	2	40	40	0	19	18	1	33	32	1	31	31	0	35	33	2	35	34	1	22	22	0	25	25	0
Contig29316_8504	Contig29316	8504	8504	+	19	18	1	18	18	0	23	23	0	20	18	2	10	10	0	11	11	0	18	18	0	27	26	1	22	19	3	21	21	0	39	39	0	9	7	2	25	25	0	24	23	1	35	33	2	35	34	1	21	20	1	22	21	1
Contig29316_8564	Contig29316	8564	8564	+	26	26	0	21	21	0	38	36	2	26	24	2	11	11	0	12	12	0	27	27	0	31	30	1	25	23	2	30	27	3	50	49	1	16	15	1	31	31	0	34	31	3	42	40	2	39	37	2	30	29	1	24	23	1
Contig29316_8567	Contig29316	8567	8567	+	28	27	1	19	19	0	38	34	4	24	24	0	11	10	1	14	14	0	28	28	0	30	29	1	22	22	0	28	27	1	49	48	1	12	12	0	30	29	1	31	31	0	41	38	3	39	38	1	30	29	1	20	18	2
Contig29316_8677	Contig29316	8677	8677	+	25	25	0	15	15	0	22	22	0	24	22	2	17	17	0	13	13	0	23	23	0	22	21	1	16	16	0	40	37	3	37	37	0	16	16	0	40	38	2	45	44	1	44	40	4	46	46	0	25	25	0	26	23	3
Contig29316_19149	Contig29316	19149	19149	+	23	23	0	14	14	0	23	23	0	20	18	2	15	15	0	15	14	1	22	21	1	31	30	1	15	13	2	22	22	0	14	13	1	22	22	0	29	29	0	39	38	1	31	30	1	35	34	1	22	22	0	24	23	1
Contig29316_19159	Contig29316	19159	19159	+	24	23	1	16	16	0	30	30	0	23	23	0	19	19	0	11	11	0	28	28	0	29	29	0	19	19	0	27	27	0	16	16	0	20	20	0	37	37	0	36	34	2	35	33	2	39	39	0	24	23	1	29	28	1
Contig29316_19198	Contig29316	19198	19198	+	25	25	0	12	11	1	18	17	1	20	19	1	15	14	1	9	9	0	28	27	1	23	23	0	20	20	0	23	22	1	14	13	1	16	16	0	36	36	0	42	42	0	30	30	0	35	35	0	26	26	0	20	20	0
Contig29316_19281	Contig29316	19281	19281	+	22	22	0	22	20	2	19	19	0	24	23	1	19	16	3	15	15	0	27	26	1	21	20	1	22	21	1	31	28	3	13	13	0	22	13	9	32	31	1	33	32	1	31	27	4	32	30	2	19	18	1	27	27	0
Contig29316_19298	Contig29316	19298	19298	+	18	18	0	16	15	1	16	16	0	21	20	1	12	10	2	18	17	1	22	18	4	17	17	0	17	17	0	23	22	1	12	12	0	13	12	1	30	29	1	25	24	1	29	28	1	22	22	0	15	14	1	22	20	2
Contig29320_8598	Contig29320	8598	8598	+	25	25	0	15	14	1	23	22	1	21	19	2	12	10	2	16	15	1	23	23	0	28	27	1	29	29	0	33	31	2	39	37	2	26	24	2	35	34	1	32	31	1	49	46	3	40	38	2	29	28	1	22	21	1
Contig29320_8605	Contig29320	8605	8605	+	27	27	0	15	15	0	23	21	2	18	18	0	13	12	1	13	13	0	29	29	0	32	31	1	28	28	0	31	30	1	45	43	2	28	27	1	33	29	4	34	32	2	47	47	0	38	34	4	28	26	2	20	20	0
Contig29322_31717	Contig29322	31717	31717	+	18	17	1	20	19	1	10	10	0	22	20	2	19	19	0	14	14	0	19	18	1	17	17	0	30	29	1	27	26	1	13	13	0	16	15	1	29	28	1	18	16	2	27	27	0	23	23	0	21	21	0	26	25	1
Contig29322_31732	Contig29322	31732	31732	+	17	17	0	15	11	4	14	12	2	24	20	4	21	19	2	13	12	1	22	21	1	18	17	1	29	24	5	26	25	1	14	13	1	14	14	0	32	32	0	22	21	1	21	18	3	18	16	2	24	23	1	21	19	2
Contig29322_31748	Contig29322	31748	31748	+	21	20	1	11	11	0	22	21	1	21	20	1	19	16	3	12	12	0	19	19	0	20	18	2	25	22	3	20	20	0	14	14	0	16	15	1	24	22	2	31	28	3	21	20	1	19	16	3	15	14	1	23	22	1
Contig2933_18354	Contig2933	18354	18354	+	29	21	8	33	26	7	39	33	6	34	26	8	22	13	9	20	16	4	41	34	7	29	29	0	41	35	6	18	15	3	28	25	3	21	19	2	34	25	9	61	45	16	41	39	2	48	42	6	24	23	1	19	15	4
Contig2933_19201	Contig2933	19201	19201	+	30	23	7	32	32	0	38	35	3	37	33	4	30	29	1	35	31	4	34	32	2	36	32	4	38	37	1	28	23	5	27	21	6	29	24	5	28	25	3	30	28	2	37	32	5	33	25	8	36	29	7	32	27	5
Contig2933_19220	Contig2933	19220	19220	+	31	17	14	31	28	3	33	26	7	38	33	5	29	22	7	37	30	7	32	21	11	37	24	13	39	30	9	33	26	7	25	18	7	28	23	5	28	21	7	28	21	7	32	30	2	28	19	9	37	30	7	35	24	11
Contig2933_19384	Contig2933	19384	19384	+	43	41	2	42	39	3	45	42	3	47	45	2	42	36	6	41	39	2	55	52	3	43	41	2	47	42	5	33	31	2	38	37	1	41	36	5	46	43	3	51	46	5	56	54	2	52	51	1	49	46	3	50	42	8
Contig2933_19400	Contig2933	19400	19400	+	37	35	2	39	35	4	38	37	1	47	45	2	39	35	4	36	33	3	45	39	6	39	35	4	42	41	1	31	29	2	40	38	2	42	40	2	41	37	4	48	48	0	47	43	4	50	45	5	48	43	5	42	38	4
Contig2933_22401	Contig2933	22401	22401	+	21	21	0	19	18	1	21	18	3	21	20	1	19	16	3	22	20	2	22	20	2	20	18	2	23	21	2	23	22	1	18	18	0	20	16	4	20	20	0	19	16	3	23	19	4	24	22	2	22	22	0	20	16	4
Contig2933_22404	Contig2933	22404	22404	+	19	19	0	22	22	0	20	19	1	21	20	1	19	18	1	23	23	0	23	21	2	19	17	2	24	23	1	24	23	1	18	18	0	18	17	1	22	22	0	20	18	2	22	19	3	22	20	2	22	22	0	20	19	1
Contig2935_4808	Contig2935	4808	4808	+	33	28	5	22	18	4	20	19	1	25	25	0	31	25	6	29	25	4	33	32	1	37	37	0	22	19	3	67	59	8	15	13	2	38	32	6	37	34	3	36	32	4	53	49	4	37	33	4	30	28	2	38	35	3
Contig2935_4812	Contig2935	4812	4812	+	35	32	3	21	16	5	23	21	2	23	21	2	35	29	6	32	25	7	37	37	0	41	39	2	22	17	5	66	56	10	15	13	2	42	34	8	35	33	2	36	31	5	57	50	7	36	31	5	34	31	3	41	36	5
Contig2935_4856	Contig2935	4856	4856	+	26	17	9	16	11	5	23	11	12	10	0	10	37	24	13	27	6	21	27	20	7	25	15	10	12	0	12	65	59	6	11	8	3	39	29	10	27	26	1	31	25	6	50	42	8	32	28	4	20	19	1	35	24	11
Contig29351_446	Contig29351	446	446	+	10	0	10	9	0	9	19	0	19	15	0	15	11	2	9	11	5	6	13	0	13	10	0	10	12	2	10	24	0	24	25	0	25	15	3	12	25	0	25	21	2	19	24	0	24	26	1	25	21	0	21	21	0	21
Contig29369_29417	Contig29369	29417	29417	+	23	22	1	21	20	1	22	20	2	16	16	0	18	16	2	16	16	0	20	17	3	13	13	0	21	20	1	26	25	1	15	14	1	17	15	2	20	20	0	32	31	1	27	27	0	28	28	0	25	25	0	26	26	0
Contig29369_29696	Contig29369	29696	29696	+	13	11	2	15	15	0	24	23	1	24	24	0	17	17	0	19	19	0	16	13	3	17	17	0	23	22	1	37	31	6	34	33	1	12	12	0	22	21	1	26	23	3	23	20	3	24	23	1	27	27	0	24	24	0
Contig29369_29721	Contig29369	29721	29721	+	15	14	1	11	11	0	21	19	2	16	14	2	13	13	0	9	9	0	13	13	0	12	11	1	20	19	1	24	23	1	31	30	1	15	15	0	19	19	0	22	21	1	22	21	1	23	23	0	23	23	0	18	18	0
Contig29369_29808	Contig29369	29808	29808	+	23	23	0	22	21	1	18	17	1	26	26	0	19	19	0	10	10	0	25	24	1	26	23	3	31	31	0	55	51	4	53	50	3	19	19	0	37	35	2	47	46	1	56	55	1	58	54	4	40	38	2	33	32	1
Contig29369_29813	Contig29369	29813	29813	+	27	27	0	21	20	1	21	21	0	25	25	0	19	19	0	11	9	2	25	25	0	31	31	0	33	31	2	55	53	2	54	51	3	22	22	0	37	34	3	47	45	2	53	51	2	56	56	0	43	41	2	34	34	0
Contig29369_29846	Contig29369	29846	29846	+	34	34	0	19	18	1	36	34	2	33	33	0	24	24	0	16	16	0	32	31	1	30	28	2	26	26	0	55	53	2	55	53	2	25	25	0	44	41	3	46	45	1	52	50	2	51	51	0	49	48	1	33	29	4
Contig29369_29853	Contig29369	29853	29853	+	35	34	1	24	24	0	30	29	1	35	31	4	24	23	1	14	14	0	33	32	1	30	30	0	28	26	2	52	52	0	52	50	2	23	22	1	42	40	2	49	46	3	48	48	0	47	47	0	45	44	1	31	29	2
Contig29369_29862	Contig29369	29862	29862	+	28	28	0	24	24	0	26	25	1	31	30	1	21	21	0	14	14	0	33	31	2	31	31	0	26	25	1	52	51	1	54	54	0	27	27	0	43	40	3	47	44	3	53	50	3	41	41	0	38	36	2	28	27	1
Contig29369_29882	Contig29369	29882	29882	+	21	21	0	22	22	0	26	26	0	31	31	0	19	19	0	14	13	1	35	35	0	24	23	1	32	31	1	66	62	4	61	60	1	26	24	2	47	46	1	53	52	1	66	62	4	57	55	2	41	39	2	35	34	1
Contig29369_29887	Contig29369	29887	29887	+	19	18	1	18	18	0	25	24	1	31	30	1	19	19	0	14	14	0	31	31	0	22	22	0	29	29	0	62	61	1	66	64	2	23	23	0	40	38	2	54	53	1	65	62	3	59	59	0	44	42	2	33	33	0
Contig29369_29954	Contig29369	29954	29954	+	19	19	0	10	10	0	20	20	0	25	24	1	11	11	0	12	11	1	24	21	3	19	19	0	23	23	0	49	29	20	53	50	3	20	20	0	33	29	4	38	36	2	46	45	1	38	34	4	28	27	1	24	23	1
Contig29369_50776	Contig29369	50776	50776	+	20	17	3	17	7	10	11	9	2	12	7	5	17	5	12	12	8	4	17	12	5	18	15	3	21	14	7	12	7	5	10	9	1	14	9	5	19	12	7	22	15	7	26	21	5	16	10	6	18	12	6	21	15	6
Contig29376_3649	Contig29376	3649	3649	+	28	20	8	24	23	1	23	20	3	30	21	9	27	19	8	18	12	6	23	17	6	24	19	5	27	17	10	31	25	6	25	20	5	27	16	11	26	20	6	25	16	9	24	15	9	30	19	11	25	15	10	24	21	3
Contig29376_3665	Contig29376	3665	3665	+	30	27	3	26	20	6	23	21	2	30	25	5	28	18	10	20	14	6	27	24	3	23	21	2	29	20	9	34	25	9	28	24	4	26	20	6	27	23	4	30	26	4	30	27	3	29	25	4	28	23	5	25	23	2
Contig29376_4414	Contig29376	4414	4414	+	54	40	14	49	42	7	48	45	3	52	42	10	41	25	16	41	29	12	44	34	10	43	41	2	52	32	20	47	36	11	47	44	3	45	33	12	53	41	12	51	43	8	59	49	10	55	40	15	58	46	12	46	34	12
Contig29376_9260	Contig29376	9260	9260	+	16	16	0	22	21	1	26	24	2	22	21	1	15	15	0	15	15	0	27	21	6	21	21	0	21	20	1	36	36	0	45	45	0	17	15	2	38	36	2	38	32	6	41	36	5	42	40	2	38	34	4	26	25	1
Contig29376_9270	Contig29376	9270	9270	+	14	13	1	18	16	2	28	28	0	23	23	0	17	16	1	17	16	1	21	21	0	18	18	0	22	21	1	32	28	4	43	40	3	16	14	2	38	37	1	38	37	1	34	33	1	42	40	2	32	31	1	25	23	2
Contig29376_9273	Contig29376	9273	9273	+	12	12	0	19	19	0	27	26	1	19	19	0	15	15	0	14	13	1	21	21	0	19	19	0	17	17	0	32	31	1	38	35	3	20	20	0	38	37	1	36	35	1	36	34	2	40	40	0	31	31	0	24	23	1
Contig29376_9683	Contig29376	9683	9683	+	19	19	0	13	11	2	20	18	2	16	14	2	14	13	1	10	9	1	20	20	0	14	14	0	18	18	0	21	21	0	20	20	0	17	16	1	20	20	0	28	27	1	35	34	1	34	34	0	25	25	0	15	14	1
Contig29376_9744	Contig29376	9744	9744	+	16	14	2	16	13	3	17	15	2	18	17	1	8	7	1	15	14	1	18	16	2	17	17	0	22	19	3	24	23	1	20	20	0	22	19	3	31	28	3	26	24	2	25	25	0	26	26	0	23	22	1	21	18	3
Contig2938_8083	Contig2938	8083	8083	+	25	18	7	30	21	9	24	19	5	32	24	8	18	12	6	19	14	5	24	21	3	20	13	7	38	24	14	33	22	11	11	7	4	23	12	11	24	16	8	34	25	9	35	31	4	18	13	5	34	23	11	26	16	10
Contig2938_8249	Contig2938	8249	8249	+	16	13	3	20	14	6	19	14	5	18	13	5	14	10	4	12	8	4	23	17	6	16	14	2	20	11	9	24	19	5	13	10	3	14	7	7	17	9	8	23	12	11	22	19	3	12	7	5	20	14	6	21	16	5
Contig2938_9271	Contig2938	9271	9271	+	11	11	0	22	21	1	22	20	2	17	15	2	18	17	1	17	13	4	25	23	2	12	11	1	25	22	3	23	18	5	6	4	2	25	18	7	23	19	4	21	14	7	21	18	3	15	12	3	12	11	1	23	20	3
Contig2938_9491	Contig2938	9491	9491	+	14	13	1	21	21	0	24	20	4	17	17	0	22	19	3	15	13	2	26	26	0	26	24	2	24	23	1	27	24	3	19	18	1	15	15	0	24	23	1	26	26	0	27	27	0	24	22	2	25	21	4	29	28	1
Contig2938_9503	Contig2938	9503	9503	+	16	15	1	24	24	0	24	23	1	22	20	2	23	21	2	19	18	1	26	26	0	23	22	1	29	28	1	30	25	5	21	20	1	21	20	1	25	23	2	31	31	0	34	34	0	26	26	0	21	20	1	30	28	2
Contig2938_9508	Contig2938	9508	9508	+	17	16	1	25	20	5	24	24	0	24	24	0	23	20	3	20	19	1	30	29	1	25	24	1	28	27	1	31	30	1	21	18	3	21	21	0	28	28	0	29	29	0	37	37	0	23	21	2	23	23	0	32	31	1
Contig2938_9527	Contig2938	9527	9527	+	13	10	3	16	14	2	21	21	0	16	14	2	17	14	3	15	13	2	19	17	2	19	16	3	22	20	2	27	25	2	15	12	3	14	12	2	18	15	3	21	19	2	29	27	2	22	18	4	22	18	4	24	20	4
Contig2938_9565	Contig2938	9565	9565	+	21	20	1	24	23	1	33	31	2	16	15	1	20	14	6	14	13	1	22	20	2	23	22	1	30	26	4	24	22	2	20	16	4	16	12	4	23	22	1	43	40	3	37	34	3	31	30	1	28	25	3	26	25	1
