#CHROM	POS	CONTEXT	Watson-METH	Watson-COVERAGE	Watson-QUAL	Crick-METH	Crick-COVERAGE	Crick-QUAL
Contig17050	66924	CG	3	4	36	1	1	37
Contig17050	66976	CG	6	6	37	1	2	37
Contig17050	66996	CG	7	7	35	3	4	34
Contig17050	67050	CG	4	6	37	2	2	37
Contig17050	67104	CG	3	3	37	1	2	37
Contig17050	67121	CG	4	4	37	1	1	37
Contig17050	67135	CG	5	5	35	1	2	32
Contig17050	67398	CG	4	4	37	.	.	.
Contig17050	67540	CG	6	6	35	3	7	35
Contig17050	67544	CG	5	7	34	1	5	37
Contig17050	67563	CG	6	7	35	4	5	36
Contig17050	67569	CG	7	7	34	3	3	37
Contig17050	67586	CG	13	13	36	2	2	35
Contig17050	67831	CG	1	1	37	0	4	37
Contig17050	68399	CG	0	2	37	.	.	.
Contig17050	69115	CG	.	.	.	6	6	37
Contig17050	69147	CG	.	.	.	2	2	37
Contig17050	69216	CG	1	2	37	5	6	33
Contig17050	69227	CG	0	1	37	2	2	37
Contig17050	69365	CG	2	5	37	7	11	37
Contig17050	69369	CG	4	7	36	11	12	35
Contig17050	69543	CG	15	17	36	1	1	37
Contig17050	69575	CG	6	9	36	9	12	34
Contig17050	69581	CG	7	9	36	9	10	35
Contig17050	69593	CG	8	11	36	9	10	35
Contig17050	69597	CG	6	10	36	16	17	35
Contig17050	69601	CG	6	12	35	14	14	35
Contig17050	69605	CG	6	8	36	12	17	36
Contig17050	70200	CG	7	10	36	2	5	37
Contig17050	70217	CG	12	17	36	11	20	35
Contig17050	70260	CG	12	22	37	4	9	35
Contig17050	70337	CG	11	15	35	4	4	37
Contig17050	70375	CG	3	5	36	0	5	37
Contig17050	70401	CG	.	.	.	4	11	37
Contig17050	70452	CG	4	6	35	.	.	.
Contig17050	70508	CG	0	4	34	2	2	37
Contig17050	70542	CG	.	.	.	2	2	37
Contig17050	70875	CG	2	2	37	.	.	.
Contig17050	71427	CG	0	1	27	1	1	37
Contig17050	71990	CG	2	2	37	1	1	37
Contig17050	72045	CG	2	2	37	.	.	.
Contig17050	72091	CG	1	3	35	.	.	.
Contig17050	72095	CG	1	2	37	.	.	.
Contig17050	72173	CG	0	1	37	0	1	37
Contig17050	72339	CG	1	2	35	.	.	.
Contig17050	72383	CG	2	2	37	.	.	.
Contig17050	72402	CG	4	4	33	3	3	37
Contig17050	72411	CG	2	3	33	2	3	37
Contig17050	72461	CG	3	4	36	2	2	37
Contig17050	72468	CG	4	4	37	1	1	37
Contig17050	72509	CG	1	2	32	1	1	37
Contig17050	72855	CG	.	.	.	2	2	29
Contig17050	73497	CG	4	4	37	.	.	.
Contig17050	73500	CG	5	5	34	.	.	.
Contig17050	73528	CG	4	5	36	2	4	32
Contig17050	73530	CG	4	5	35	4	4	37
Contig17050	73563	CG	5	5	34	1	1	37
Contig17050	73585	CG	1	1	37	1	1	37
Contig17050	74056	CG	.	.	.	0	3	33
Contig17050	75018	CG	.	.	.	2	2	35
Contig17050	75040	CG	.	.	.	1	2	37
Contig17050	77113	CG	4	6	37	.	.	.
Contig17050	77154	CG	5	7	37	1	1	37
Contig17050	77173	CG	4	4	34	.	.	.
Contig17050	77193	CG	2	2	37	1	1	37
Contig17050	77202	CG	3	3	33	2	2	37
Contig17050	77302	CG	5	14	37	1	3	37
Contig17050	77305	CG	4	13	37	0	3	37
Contig17050	77323	CG	5	7	35	3	4	37
Contig17050	77348	CG	3	6	37	3	4	37
Contig17050	77351	CG	5	7	36	4	4	36
Contig17050	77362	CG	4	4	36	2	2	37
Contig17050	77418	CG	8	9	37	15	17	36
Contig17050	77436	CG	3	5	36	12	15	36
Contig17050	77496	CG	0	2	37	0	5	35
Contig17050	78497	CG	.	.	.	2	2	37
Contig17050	78542	CG	4	11	36	1	2	35
Contig17050	78588	CG	2	5	35	9	11	37
Contig17050	78702	CG	1	2	37	2	2	37
Contig17050	78713	CG	2	2	37	0	1	27
Contig17050	78766	CG	2	3	33	.	.	.
Contig17050	80929	CG	1	4	37	.	.	.
Contig17050	81235	CG	2	2	35	1	2	37
Contig17050	81371	CG	4	8	37	.	.	.
Contig17050	81378	CG	5	7	37	.	.	.
Contig17050	81536	CG	14	21	36	8	9	35
Contig17050	81579	CG	20	29	36	3	3	33
Contig17050	81588	CG	28	33	35	4	4	37
Contig17050	81605	CG	34	35	35	12	12	36
Contig17050	81635	CG	26	26	36	22	22	36
Contig17050	81641	CG	22	23	35	19	21	36
Contig17050	81644	CG	23	23	35	23	24	36
Contig17050	81646	CG	22	23	35	28	28	36
Contig17050	81667	CG	19	21	35	32	34	35
Contig17050	81690	CG	17	23	35	21	25	36
Contig17050	81696	CG	23	25	34	13	17	36
Contig17050	81740	CG	21	25	35	29	39	36
Contig17050	81755	CG	24	27	34	25	31	36
Contig17050	81783	CG	6	12	34	16	20	35
Contig17050	81787	CG	5	6	36	19	22	36
Contig17050	81814	CG	6	11	37	12	19	35
Contig17050	81817	CG	7	12	36	15	18	35
Contig17050	82045	CG	.	.	.	1	2	37
Contig17050	82047	CG	.	.	.	1	2	37
Contig17050	82685	CG	1	2	37	.	.	.
Contig17050	82730	CG	2	2	37	1	1	37
Contig17050	82735	CG	3	3	35	1	1	37
Contig17050	82763	CG	1	3	37	1	1	37
Contig17050	82815	CG	2	3	37	4	4	37
Contig17050	82902	CG	2	2	37	.	.	.
Contig17050	82905	CG	2	2	35	.	.	.
Contig17050	82939	CG	2	2	37	.	.	.
Contig17050	83043	CG	2	2	37	.	.	.
Contig17050	83229	CG	2	2	37	.	.	.
Contig17050	83319	CG	3	4	37	.	.	.
Contig17050	83357	CG	3	5	36	.	.	.
Contig17050	83376	CG	1	3	37	0	1	37
Contig17050	83383	CG	1	3	37	2	3	37
Contig17050	83390	CG	2	4	37	4	4	37
Contig17050	83457	CG	2	2	37	2	4	37
Contig17050	83469	CG	1	3	37	1	3	37
Contig17050	83475	CG	1	3	37	2	4	37
Contig17050	83531	CG	8	10	36	0	2	32
Contig17050	83608	CG	3	6	36	.	.	.
Contig17050	83683	CG	1	2	33	.	.	.
Contig17050	83793	CG	2	4	29	5	6	37
Contig17050	83797	CG	2	3	35	5	5	37
Contig17050	83842	CG	2	2	37	2	2	37
Contig17050	83851	CG	2	2	37	.	.	.
Contig17050	83884	CG	.	.	.	3	3	37
Contig17050	83946	CG	2	5	34	0	2	32
Contig17050	84573	CG	0	1	37	0	1	37
Contig17050	84782	CG	1	3	37	.	.	.
Contig17050	84841	CG	1	2	37	.	.	.
Contig17050	84932	CG	1	2	37	.	.	.
Contig17050	84935	CG	2	4	34	.	.	.
Contig17050	84977	CG	2	2	37	.	.	.
Contig17050	85093	CG	1	2	35	.	.	.
Contig17050	85113	CG	4	4	36	.	.	.
Contig17050	85149	CG	3	4	37	.	.	.
Contig17050	85185	CG	1	3	34	1	1	37
Contig17050	85539	CG	.	.	.	2	3	33
Contig17050	85581	CG	2	2	37	0	1	37
Contig17050	85642	CG	4	4	36	.	.	.
Contig17050	85707	CG	4	5	37	3	3	35
Contig17050	85814	CG	4	5	37	.	.	.
Contig17050	85862	CG	5	5	37	1	3	37
Contig17050	85882	CG	2	3	37	4	4	36
Contig17050	85894	CG	5	5	37	3	4	37
Contig17050	85921	CG	2	5	35	8	10	35
Contig17050	85925	CG	5	5	35	10	13	34
Contig17050	86079	CG	1	3	37	9	9	33
Contig17050	86098	CG	1	4	36	0	24	35
Contig17050	86185	CG	2	4	37	2	4	37
Contig17050	86240	CG	13	16	35	.	.	.
Contig17050	86271	CG	6	11	36	4	13	35
Contig17050	86310	CG	1	1	37	1	1	37
Contig17050	86337	CG	9	13	35	10	11	37
Contig17050	86920	CG	2	3	37	1	1	27
Contig17050	87103	CG	0	3	37	1	1	37
Contig17050	87223	CG	0	2	37	.	.	.
Contig17050	87282	CG	10	13	36	3	5	35
Contig17050	87302	CG	4	10	35	2	4	34
Contig17050	87305	CG	3	6	35	2	3	37
Contig17050	87330	CG	9	10	34	1	3	37
Contig17050	87337	CG	8	11	35	2	3	37
Contig17050	87358	CG	2	3	33	2	2	35
Contig17050	87373	CG	1	1	27	1	2	35
Contig17050	87524	CG	4	16	35	.	.	.
Contig17050	87702	CG	8	14	36	8	14	36
Contig17050	87781	CG	27	28	36	17	19	35
Contig17050	87797	CG	13	16	36	11	14	36
Contig17050	87802	CG	17	20	37	16	17	36
Contig17050	87811	CG	5	24	36	17	22	36
Contig17050	87829	CG	20	34	36	11	14	33
Contig17050	87860	CG	19	23	36	19	20	34
Contig17050	87889	CG	16	21	36	21	25	36
Contig17050	87891	CG	21	21	36	19	22	36
Contig17050	87901	CG	13	17	35	17	18	36
Contig17050	87907	CG	14	18	35	13	17	36
Contig17050	87914	CG	12	17	35	9	12	35
Contig17050	87918	CG	14	17	35	11	14	34
Contig17050	87922	CG	16	22	34	11	14	35
Contig17050	87936	CG	18	20	36	16	24	35
Contig17050	87941	CG	13	19	35	16	22	36
Contig17050	87964	CG	6	6	37	12	15	36
Contig17050	87970	CG	9	10	35	13	17	36
Contig17050	88048	CG	8	21	35	13	15	35
Contig17050	88571	CG	2	4	35	1	1	37
Contig17050	88691	CG	2	2	37	6	7	35
Contig17050	88702	CG	5	8	33	5	5	37
Contig17050	88717	CG	3	3	33	6	6	36
Contig17050	88724	CG	1	2	37	5	6	35
Contig17050	88758	CG	1	1	37	1	1	37
Contig17050	88806	CG	0	2	37	0	1	37
Contig17050	89194	CG	1	2	35	.	.	.
Contig17050	89442	CG	0	3	37	.	.	.
Contig17050	89454	CG	0	1	37	2	3	33
Contig17050	89622	CG	1	2	37	1	1	37
Contig17050	89652	CG	2	3	37	.	.	.
Contig17050	89915	CG	1	5	34	1	2	37
Contig17050	89917	CG	3	6	30	2	2	37
Contig17050	89940	CG	1	2	37	1	2	32
Contig17050	90998	CG	1	5	35	1	1	37
Contig17050	91551	CG	2	3	35	0	1	37
Contig17050	91753	CG	0	1	37	0	2	37
Contig17050	92221	CG	0	1	33	1	1	37
Contig17050	92436	CG	0	1	37	0	1	37
Contig17050	93056	CG	6	19	36	0	3	37
Contig17050	93113	CG	7	14	37	4	10	36
Contig17050	93131	CG	10	15	36	6	8	36
Contig17050	93146	CG	5	9	36	7	9	36
Contig17050	93860	CG	1	2	37	.	.	.
Contig17050	93864	CG	1	2	37	.	.	.
Contig17050	94061	CG	1	1	37	1	1	27
Contig17050	94263	CG	1	2	37	.	.	.
Contig17050	94524	CG	0	2	37	0	4	32
Contig17050	95018	CG	3	3	37	2	2	37
Contig17050	95034	CG	2	2	37	4	4	37
Contig17050	95182	CG	3	4	37	.	.	.
Contig17050	95218	CG	3	4	36	.	.	.
Contig17050	95230	CG	4	13	36	1	1	37
Contig17050	95237	CG	3	11	35	1	1	37
Contig17050	95293	CG	3	4	36	2	3	37
Contig17050	95492	CG	2	2	32	1	1	37
Contig17050	95559	CG	1	1	37	1	2	37
Contig17050	95692	CG	2	2	37	.	.	.
Contig17050	95694	CG	2	3	37	1	2	37
Contig17050	95739	CG	7	8	37	2	2	37
Contig17050	95744	CG	3	4	37	.	.	.
Contig17050	95765	CG	6	7	35	1	2	37
Contig17050	95775	CG	6	6	37	3	5	35
Contig17050	95803	CG	4	4	37	1	1	33
Contig17050	95960	CG	6	6	35	.	.	.
Contig17050	95983	CG	6	8	34	2	4	37
Contig17050	96018	CG	13	14	36	5	7	35
Contig17050	96028	CG	12	14	36	9	10	34
Contig17050	96047	CG	7	8	36	10	11	35
Contig17050	96059	CG	9	9	37	9	9	34
Contig17050	96079	CG	8	10	36	13	17	36
Contig17050	96100	CG	1	5	35	8	17	36
Contig17050	96114	CG	1	3	33	13	17	35
Contig17050	96130	CG	1	1	37	10	16	35
Contig17050	96139	CG	1	1	37	9	12	36
Contig17050	96241	CG	.	.	.	3	3	37
Contig17050	96467	CG	0	2	37	.	.	.
Contig17050	96838	CG	0	1	33	0	1	37
Contig17050	96855	CG	0	2	37	.	.	.
Contig17050	97191	CG	0	1	37	2	3	37
Contig17050	97297	CG	.	.	.	2	2	35
Contig17050	97335	CG	1	1	37	1	1	37
Contig17050	97351	CG	.	.	.	4	4	37
Contig17050	97402	CG	.	.	.	5	6	35
Contig17050	97675	CG	3	4	37	1	1	33
Contig17050	97860	CG	5	5	36	1	2	37
Contig17050	97878	CG	4	4	37	.	.	.
Contig17050	97898	CG	3	3	37	1	1	37
Contig17050	97982	CG	11	13	35	4	6	36
Contig17050	98080	CG	3	4	37	14	16	35
Contig17050	98164	CG	1	1	37	5	6	36
Contig17050	98276	CG	2	2	37	7	9	35
Contig17050	98278	CG	1	1	37	8	8	36
Contig17050	98308	CG	2	2	32	1	2	37
Contig17050	98323	CG	7	7	36	2	2	37
Contig17050	98348	CG	2	2	37	.	.	.
Contig17050	98363	CG	2	3	37	1	1	37
Contig17050	98365	CG	4	4	36	1	2	32
Contig17050	98390	CG	4	4	37	1	1	37
Contig17050	98417	CG	3	3	37	.	.	.
Contig17050	98445	CG	2	3	37	.	.	.
Contig17050	98451	CG	3	3	37	.	.	.
Contig17050	98453	CG	3	4	34	.	.	.
Contig17050	98464	CG	3	3	37	.	.	.
Contig17050	98479	CG	2	3	35	.	.	.
Contig17050	98772	CG	2	6	35	0	5	37
Contig17050	98777	CG	2	4	36	0	4	37
Contig17050	98786	CG	2	7	37	0	1	33
Contig17050	99267	CG	1	1	37	1	1	27
Contig17050	99306	CG	.	.	.	3	5	37
Contig17050	99320	CG	.	.	.	4	8	35
Contig17050	99324	CG	.	.	.	4	7	35
Contig17050	99330	CG	.	.	.	2	4	36
Contig17050	99685	CG	2	3	33	.	.	.
Contig17050	100021	CG	1	2	37	0	1	37
Contig17050	100190	CG	0	2	37	2	3	37
Contig17050	100198	CG	0	1	37	0	2	35
Contig17050	100260	CG	2	5	37	5	7	37
Contig17050	100367	CG	8	9	35	11	12	36
Contig17050	100378	CG	11	11	36	15	17	36
Contig17050	100473	CG	1	1	37	2	3	35
Contig17050	100523	CG	3	4	37	1	2	37
Contig17050	100697	CG	.	.	.	0	3	37
Contig17050	100708	CG	6	6	37	3	3	37
Contig17050	100800	CG	5	7	35	2	3	37
Contig17050	100815	CG	10	13	35	2	5	36
Contig17050	100840	CG	15	18	36	1	1	37
Contig17050	101030	CG	6	6	36	1	1	37
Contig17050	101041	CG	6	7	35	2	3	33
Contig17050	101396	CG	0	1	37	4	4	37
Contig17050	101478	CG	1	1	37	2	2	37
Contig17050	101484	CG	2	2	37	2	2	35
Contig17050	102022	CG	0	1	37	0	1	37
Contig17050	102238	CG	6	6	37	5	5	35
Contig17050	102264	CG	4	6	35	2	2	37
Contig17050	102300	CG	1	3	35	7	8	37
Contig17050	102303	CG	4	5	36	4	8	37
Contig17050	102319	CG	6	9	37	15	16	36
Contig17050	102412	CG	16	16	35	25	27	33
Contig17050	102437	CG	13	13	36	19	19	35
Contig17050	102439	CG	14	14	36	20	20	34
Contig17050	102454	CG	23	23	35	25	25	35
Contig17050	102467	CG	16	20	35	16	16	36
Contig17050	102494	CG	15	18	36	11	19	35
Contig17050	102512	CG	22	23	35	21	22	35
Contig17050	102628	CG	15	16	37	12	13	35
Contig17050	102635	CG	10	10	35	15	16	36
Contig17050	102641	CG	9	9	36	14	14	37
Contig17050	102665	CG	18	19	36	13	14	35
Contig17050	102693	CG	7	12	36	14	18	36
Contig17050	102750	CG	3	4	37	5	9	35
Contig17050	102760	CG	5	5	37	4	4	37
Contig17050	102770	CG	4	5	33	7	7	37
Contig17050	102861	CG	6	6	34	18	19	35
Contig17050	102961	CG	13	13	35	17	17	34
Contig17050	102983	CG	4	4	37	11	11	35
Contig17050	103002	CG	5	5	36	21	21	36
Contig17050	103032	CG	10	11	36	21	22	36
Contig17050	103047	CG	9	9	37	21	23	36
Contig17050	103387	CG	.	.	.	2	3	37
Contig17050	103392	CG	1	1	37	2	2	32
Contig17050	103408	CG	2	2	32	4	4	36
Contig17050	103435	CG	1	1	37	1	1	37
Contig17050	104079	CG	1	2	37	1	2	32
Contig17050	104369	CG	1	2	35	.	.	.
Contig17050	104710	CG	.	.	.	2	3	35
Contig17050	105459	CG	10	19	35	8	8	36
Contig17050	105485	CG	25	27	35	18	26	36
Contig17050	105496	CG	23	25	35	26	30	36
Contig17050	105499	CG	18	21	36	25	27	35
Contig17050	105511	CG	5	7	37	26	31	36
Contig17050	105530	CG	12	16	35	33	44	36
Contig17050	105555	CG	7	15	36	0	7	37
Contig17050	105650	CG	3	13	36	0	10	37
Contig17050	105779	CG	5	8	37	.	.	.
Contig17050	105786	CG	5	8	35	.	.	.
Contig17050	105945	CG	14	19	36	.	.	.
Contig17050	105953	CG	7	10	35	3	4	36
Contig17050	105961	CG	0	2	33	1	3	37
Contig17050	106115	CG	5	5	36	5	11	36
Contig17050	106123	CG	11	13	34	0	14	36
Contig17050	106342	CG	0	1	37	10	10	36
Contig17050	106438	CG	3	15	35	19	34	36
Contig17050	106491	CG	6	11	35	4	5	33
Contig17050	106562	CG	2	2	37	4	4	34
Contig17050	106578	CG	4	6	37	8	9	35
Contig17050	106636	CG	0	37	36	3	11	34
Contig17050	106649	CG	16	22	37	4	5	37
Contig17050	106653	CG	12	17	36	5	5	37
Contig17050	106656	CG	13	15	36	6	6	35
Contig17050	106659	CG	10	12	36	8	13	35
Contig17050	106663	CG	12	15	36	10	14	36
Contig17050	106666	CG	13	14	36	14	16	36
Contig17050	106670	CG	10	14	36	14	16	35
Contig17050	106854	CG	3	3	37	16	31	36
Contig17050	106896	CG	1	18	35	0	2	37
Contig17050	106934	CG	6	7	35	4	9	36
Contig17050	106958	CG	2	9	32	2	12	35
Contig17050	107414	CG	2	4	37	8	15	36
Contig17050	107572	CG	3	25	36	3	15	37
Contig17050	107896	CG	2	3	35	1	4	37
Contig17050	107918	CG	5	12	35	.	.	.
Contig17050	108300	CG	11	20	36	3	4	32
Contig17050	108304	CG	12	21	36	7	9	34
Contig17050	108378	CG	1	2	37	4	8	37
Contig17050	108602	CG	9	16	37	8	18	37
Contig17050	108722	CG	1	4	34	0	1	37
Contig17050	108767	CG	.	.	.	9	10	36
Contig17050	108774	CG	.	.	.	0	12	36
Contig17050	108934	CG	2	5	37	2	4	36
Contig17050	109073	CG	5	5	35	9	13	35
Contig17050	109116	CG	3	3	37	.	.	.
Contig17050	109121	CG	4	4	37	.	.	.
Contig17050	109210	CG	3	3	34	3	4	34
Contig17050	109231	CG	5	10	36	.	.	.
Contig17050	109271	CG	1	2	37	0	1	37
Contig17050	109278	CG	8	8	36	3	4	37
Contig17050	109330	CG	.	.	.	3	3	33
Contig17050	109369	CG	4	6	35	0	2	37
Contig17050	109566	CG	.	.	.	1	2	37
Contig17050	110233	CG	.	.	.	0	2	37
Contig17050	110637	CG	.	.	.	1	2	32
Contig17050	110806	CG	0	1	37	0	4	37
Contig17050	110825	CG	0	1	27	0	1	37
Contig17050	111038	CG	.	.	.	0	2	37
Contig17050	111053	CG	.	.	.	0	3	37
Contig17050	111135	CG	1	2	35	.	.	.
Contig17050	111377	CG	.	.	.	1	4	36
Contig17050	111525	CG	.	.	.	0	11	36
Contig17050	111589	CG	6	7	31	1	6	37
Contig17050	111601	CG	5	5	36	2	10	37
Contig17050	111669	CG	3	5	34	.	.	.
Contig17050	111698	CG	1	2	30	.	.	.
Contig17050	111729	CG	2	2	35	.	.	.
Contig17050	111742	CG	3	3	37	.	.	.
Contig17050	111790	CG	4	4	36	0	2	32
Contig17050	111918	CG	.	.	.	0	4	37
Contig17050	112071	CG	3	3	37	.	.	.
Contig17050	112086	CG	0	11	36	.	.	.
Contig17050	112093	CG	5	13	36	.	.	.
Contig17050	113748	CG	1	2	32	.	.	.
Contig17050	113978	CG	3	4	37	1	2	37
Contig17050	113982	CG	4	4	37	1	2	37
Contig17050	114328	CG	1	1	37	2	2	33
Contig17050	114334	CG	2	2	27	1	2	37
Contig17050	114423	CG	3	4	34	4	4	34
Contig17050	114445	CG	6	7	36	2	2	35
Contig17050	114617	CG	.	.	.	1	3	35
Contig17050	116691	CG	.	.	.	2	3	37
Contig17050	117096	CG	.	.	.	6	7	35
Contig17050	117643	CG	2	2	37	.	.	.
Contig17050	118614	CG	3	4	35	.	.	.
Contig17050	118635	CG	0	3	37	.	.	.
Contig17050	119469	CG	.	.	.	1	2	35
Contig17050	120361	CG	0	3	37	.	.	.
Contig17050	120421	CG	0	2	37	0	1	37
Contig17050	120424	CG	0	2	37	.	.	.
Contig17050	120438	CG	0	2	35	.	.	.
Contig17050	120448	CG	0	2	37	.	.	.
Contig17050	120505	CG	0	2	37	0	1	33
Contig17050	120514	CG	0	1	37	0	1	37
Contig17050	120737	CG	0	1	37	0	1	37
Contig17050	120812	CG	0	2	37	.	.	.
Contig17050	120815	CG	0	2	37	.	.	.
Contig17050	120822	CG	0	2	37	0	1	27
Contig17050	120829	CG	0	2	32	.	.	.
Contig17050	121116	CG	0	1	37	0	1	37
Contig17050	121124	CG	0	2	35	0	1	37
Contig17050	121167	CG	2	4	34	.	.	.
Contig17050	121988	CG	0	2	37	.	.	.
Contig17050	122969	CG	0	2	37	.	.	.
Contig17050	123101	CG	6	8	35	3	5	37
Contig17050	123184	CG	0	1	37	1	1	27
Contig17050	123188	CG	3	4	35	1	1	27
Contig17050	123280	CG	4	8	36	2	6	35
Contig17050	123290	CG	6	8	35	2	3	34
Contig17050	124319	CG	.	.	.	1	2	37
Contig17050	124593	CG	2	2	37	1	2	37
Contig17050	124653	CG	3	3	37	6	7	35
Contig17050	124661	CG	1	1	37	2	2	37
Contig17050	124737	CG	3	3	37	2	3	35
Contig17050	124744	CG	1	4	36	0	1	37
Contig17050	124749	CG	2	3	37	0	1	37
Contig17050	124811	CG	2	2	37	7	8	35
Contig17050	124830	CG	3	6	37	2	6	37
Contig17050	124833	CG	6	8	36	4	6	37
Contig17050	125067	CG	15	16	35	6	7	35
Contig17050	125081	CG	23	25	34	6	6	32
Contig17050	125099	CG	12	15	36	2	2	37
Contig17050	125106	CG	3	4	37	0	1	33
Contig17050	125129	CG	3	3	30	2	7	37
Contig17050	125153	CG	13	14	36	16	20	36
Contig17624	294	CG	.	.	.	1	2	32
Contig17624	457	CG	0	2	35	.	.	.
Contig17624	647	CG	3	5	35	0	1	33
Contig17624	656	CG	2	5	36	.	.	.
Contig17624	863	CG	2	3	32	.	.	.
Contig17624	882	CG	4	8	37	2	2	35
Contig17624	898	CG	7	8	37	3	3	32
Contig17624	916	CG	1	4	37	2	3	33
Contig17624	1101	CG	0	1	37	1	1	27
Contig17624	1397	CG	.	.	.	2	2	29
Contig17624	1680	CG	3	3	33	.	.	.
Contig17624	1694	CG	1	3	35	1	2	37
Contig17624	1736	CG	1	6	35	11	14	36
Contig17624	1742	CG	1	3	37	1	13	36
Contig17624	1751	CG	0	1	37	5	5	37
Contig17624	1800	CG	0	1	33	1	1	37
Contig17624	1953	CG	.	.	.	1	2	37
Contig17624	1999	CG	0	2	32	.	.	.
Contig17624	2016	CG	0	1	37	1	1	37
Contig17624	2155	CG	0	2	37	.	.	.
Contig17624	2473	CG	.	.	.	2	3	37
Contig17624	2526	CG	2	2	30	0	1	37
Contig17624	2612	CG	0	2	32	.	.	.
Contig17624	2744	CG	9	12	33	.	.	.
Contig17624	2753	CG	4	14	36	.	.	.
Contig17624	2755	CG	0	13	35	.	.	.
Contig17624	3005	CG	.	.	.	0	2	37
Contig17624	3087	CG	3	4	37	5	8	35
Contig17624	3196	CG	.	.	.	2	5	37
Contig17624	3202	CG	.	.	.	3	8	34
Contig17624	3215	CG	0	3	33	6	9	37
Contig17624	3258	CG	4	5	37	13	19	35
Contig17624	3283	CG	.	.	.	5	10	36
Contig17624	3318	CG	3	3	37	4	4	34
Contig17624	3407	CG	4	6	35	2	13	37
Contig17624	3416	CG	10	12	36	13	19	36
Contig17624	3430	CG	19	26	36	17	23	36
Contig17624	3443	CG	12	18	36	11	13	36
Contig17624	3446	CG	13	17	36	8	10	35
Contig17624	3456	CG	5	7	34	2	4	37
Contig17624	3494	CG	6	12	36	2	2	37
Contig17624	3502	CG	11	12	35	2	2	37
Contig17624	3518	CG	7	13	36	.	.	.
Contig17624	3549	CG	.	.	.	16	18	36
Contig17624	3741	CG	2	2	37	.	.	.
Contig17624	4309	CG	1	2	37	0	2	37
Contig17624	4435	CG	.	.	.	0	2	37
Contig17624	4451	CG	1	1	37	4	9	35
Contig17624	4454	CG	2	2	35	5	9	37
Contig17624	4464	CG	2	3	33	6	8	37
Contig17624	4513	CG	0	7	35	1	1	37
Contig17624	4604	CG	2	3	33	0	1	37
Contig17624	4612	CG	0	2	32	0	5	33
Contig17624	4616	CG	0	3	35	0	4	37
Contig17624	4633	CG	1	1	27	0	2	37
Contig17624	4703	CG	3	8	35	7	9	35
Contig17624	4864	CG	7	16	35	8	13	37
Contig17624	4968	CG	.	.	.	0	4	37
Contig17624	5010	CG	.	.	.	2	2	37
Contig17624	5111	CG	6	8	35	2	4	37
Contig17624	5203	CG	4	4	37	2	5	37
Contig17624	5338	CG	3	5	33	.	.	.
Contig17624	5940	CG	.	.	.	1	2	27
Contig17624	6856	CG	1	2	32	.	.	.
Contig17624	6960	CG	0	1	37	1	1	33
Contig17624	6997	CG	.	.	.	3	5	33
Contig17624	7081	CG	2	4	34	.	.	.
Contig17624	7276	CG	.	.	.	4	4	37
Contig17624	8019	CG	.	.	.	2	2	37
Contig17624	8098	CG	0	2	32	.	.	.
Contig17624	8114	CG	0	3	35	.	.	.
Contig17624	8642	CG	1	1	37	0	1	37
Contig17624	8988	CG	.	.	.	0	2	37
Contig17624	8992	CG	.	.	.	0	2	37
Contig17624	9022	CG	.	.	.	4	5	34
Contig17624	9155	CG	.	.	.	3	3	37
Contig17624	9474	CG	1	1	37	0	1	33
Contig17624	9790	CG	0	2	35	.	.	.
Contig17624	9884	CG	1	1	37	0	1	37
Contig17624	10107	CG	0	3	37	0	3	33
Contig17624	10675	CG	0	2	37	.	.	.
Contig17624	10725	CG	1	3	37	.	.	.
Contig17624	10729	CG	3	4	37	.	.	.
Contig17624	10753	CG	3	4	37	1	2	37
Contig17624	10769	CG	1	1	37	0	1	33
Contig17624	10780	CG	1	2	37	0	3	35
Contig17624	10789	CG	1	2	37	0	2	32
Contig17624	10803	CG	0	2	37	.	.	.
Contig17624	10828	CG	0	2	37	.	.	.
Contig17624	10835	CG	2	2	32	.	.	.
Contig17624	10909	CG	.	.	.	1	4	36
Contig17624	11697	CG	1	3	30	0	1	37
Contig17624	12036	CG	1	3	30	0	2	32
Contig17624	12056	CG	1	4	37	0	1	37
Contig17624	12362	CG	0	2	37	.	.	.
Contig17624	12461	CG	0	1	37	0	1	37
Contig17624	12651	CG	2	2	32	0	1	27
Contig17624	12669	CG	1	4	36	.	.	.
Contig17624	12780	CG	0	2	37	0	1	37
Contig17624	12901	CG	1	1	37	0	1	37
Contig17624	13314	CG	0	2	32	.	.	.
Contig17624	16044	CG	0	2	37	.	.	.
Contig17624	16248	CG	0	18	36	0	1	37
Contig17624	16256	CG	7	17	35	0	2	32
Contig17624	16259	CG	2	16	36	1	2	37
Contig17624	16322	CG	0	2	37	.	.	.
Contig17624	16354	CG	.	.	.	0	6	35
Contig17624	16380	CG	.	.	.	2	4	37
Contig17624	16401	CG	2	7	34	2	4	36
Contig17624	16434	CG	5	9	37	7	13	34
Contig17624	16458	CG	19	22	36	2	2	32
Contig17624	16467	CG	13	22	35	3	4	32
Contig17624	16510	CG	1	33	35	1	3	35
Contig17624	16514	CG	14	30	36	0	4	37
Contig17624	16524	CG	12	22	36	1	2	37
Contig17624	16527	CG	8	19	35	1	1	37
Contig17624	16541	CG	4	5	37	5	7	37
Contig17624	16548	CG	4	4	37	7	9	37
Contig17624	16574	CG	.	.	.	3	7	37
