contig,pos,a,b,fst
Contig33637,4795,0.006,0.348,0.0171919770773639
Contig33637,4804,0.006,0.348,0.0171919770773639
Contig33644,25256,0,0.009,0
Contig33644,25258,0,0.009,0
Contig33650,26049,0.036,0.191,0.1875
Contig3370,1364,0.001,0.399,0.0025
Contig3372,14881,0.001,0.402,0.00248138957816377
Contig3372,14887,0,0.275,0
Contig33745,1671,0,0.009,0
Contig33745,1682,0,0.009,0
Contig33745,1684,0,0.009,0
Contig33761,296,-0.001,0.465,-0.00214592274678112
Contig33775,10771,0.001,0.068,0.0144927536231884
Contig33816,3099,0.004,0.065,0.0606060606060606
Contig33816,3121,0,0.404,0
Contig33927,1483,0.003,0.053,0.0555555555555556
Contig33956,9661,0.01,0.208,0.0478468899521531
Contig33964,3454,0,0.018,0
Contig33970,11050,0,0.009,0
Contig33970,11054,0,0.026,0
Contig33970,11057,0,0.026,0
Contig33970,11076,0.001,0.223,0.00446428571428571
Contig34003,23507,0.008,0.435,0.018348623853211
Contig34055,9386,0.006,0.346,0.0172910662824208
Contig34057,5127,0.055,0.237,0.23109243697479
Contig34065,27935,0.001,0.036,0.027027027027027
Contig34082,4167,0,0.007,0
Contig34084,3155,0.043,0.342,0.12536443148688
Contig34091,1509,0.006,0.075,0.0789473684210526
Contig34091,1512,0.006,0.074,0.08
Contig34091,1519,0.007,0.085,0.0813953488372093
Contig341,5898,0.001,0.032,0.0303030303030303
Contig341,5922,0,0.002,0
Contig34102,27953,0.067,0.322,0.207430340557276
Contig34102,27954,0.066,0.32,0.205607476635514
Contig34109,13892,0.007,0.088,0.0786516853932584
Contig34110,27619,0,0.009,0
Contig34110,27625,0,0.009,0
Contig34183,5600,0,0.026,0
Contig34267,872,0,0.068,0
Contig34267,893,0.009,0.172,0.0520231213872832
Contig34272,10140,0.012,0.334,0.0358208955223881
Contig34290,31071,0,0.009,0
Contig34290,31073,0.003,0.211,0.0141509433962264
Contig34294,6591,0.001,0.068,0.0144927536231884
Contig34298,25930,0.156,0.42,0.370546318289786
Contig343,20191,0.019,0.14,0.134751773049645
Contig34313,1353,0.006,0.153,0.038961038961039
Contig3435,4409,0.002,0.16,0.0124223602484472
Contig3435,4422,0,0.178,0
Contig34365,4012,0.001,0.033,0.0294117647058824
Contig34365,4013,0.026,0.167,0.154761904761905
Contig34365,4023,0.028,0.186,0.149732620320856
Contig34365,4028,0,0.147,0
Contig3437,1173,0.005,0.07,0.0704225352112676
Contig3441,566,0.012,0.116,0.102564102564103
Contig34428,172,0.001,0.376,0.0026525198938992
Contig34428,174,0,0.009,0
Contig34428,179,0.002,0.337,0.00591715976331361
Contig34428,195,0,0.024,0
Contig34452,10994,0.016,0.325,0.049079754601227
Contig34461,6548,0.002,0.399,0.005
Contig34464,4232,0.001,0.026,0.037037037037037
Contig34464,4984,0.004,0.229,0.0173913043478261
Contig3454,4721,0.001,0.026,0.037037037037037
Contig34570,22353,0.017,0.221,0.0765765765765766
Contig34583,9299,0.004,0.061,0.0645161290322581
Contig3459,5704,0,0.06,0
Contig3459,5705,0,0.06,0
Contig34592,9847,0,0.018,0
Contig34604,2544,0.238,0.589,0.403389830508475
Contig34608,5399,0.008,0.107,0.0740740740740741
Contig34610,23498,0.038,0.384,0.0987012987012987
Contig34632,8658,0,0.001,0
Contig34632,8660,-0.001,0.234,-0.00425531914893617
Contig34632,8669,-0.001,0.442,-0.00225733634311512
Contig34687,2436,0,0.001,0
Contig34689,18900,0.001,0.052,0.0188679245283019
Contig34703,18941,0,0.001,0
Contig34727,662,0.109,0.552,0.197106690777577
Contig34755,16048,0.064,0.255,0.25
Contig34755,16070,0.006,0.315,0.0189873417721519
Contig34755,26389,0,0.084,0
Contig34755,26394,0,0.058,0
Contig34774,8336,0.001,0.1,0.0099009900990099
Contig3479,11109,0,0.009,0
Contig34801,8197,0.004,0.241,0.0165289256198347
Contig34801,27669,0.001,0.318,0.00313479623824451
Contig34801,27679,0.001,0.035,0.0277777777777778
Contig34824,24891,0.025,0.372,0.0670241286863271
Contig3484,2422,0.001,0.036,0.027027027027027
Contig34842,15633,0.006,0.098,0.0606060606060606
Contig34852,4019,0.213,0.607,0.350328947368421
Contig34886,12977,-0.001,0.334,-0.00298507462686567
Contig34886,12978,-0.001,0.334,-0.00298507462686567
Contig34947,361,0.004,0.134,0.0296296296296296
Contig34947,383,-0.001,0.352,-0.0028328611898017
Contig34947,385,0,0.009,0
Contig34949,3460,-0.001,0.294,-0.00338983050847458
Contig34958,9989,0.007,0.15,0.0463576158940397
Contig34958,9995,0.047,0.399,0.1175
Contig34981,26206,0.128,0.381,0.335078534031414
Contig34988,19661,0,0.009,0
Contig34988,19662,0,0.004,0
Contig35039,5628,0.031,0.502,0.0616302186878728
Contig35050,921,0.007,0.097,0.0714285714285714
Contig35105,2247,0.009,0.128,0.0697674418604651
Contig35152,30444,0.01,0.194,0.0512820512820513
Contig35152,30446,0.01,0.194,0.0512820512820513
Contig35168,1106,0,0.009,0
Contig35168,1112,0.004,0.062,0.0634920634920635
Contig35200,1519,0.036,0.493,0.0728744939271255
Contig35205,16360,0.118,0.519,0.226923076923077
Contig35323,18950,0.015,0.446,0.0335570469798658
Contig35323,18961,0.033,0.252,0.130434782608696
Contig35323,34361,0,0.1,0
Contig35330,829,0.013,0.118,0.109243697478992
Contig3535,24007,0.028,0.169,0.164705882352941
Contig35361,127,0.011,0.281,0.0390070921985816
Contig35367,5200,0.012,0.128,0.0930232558139535
Contig35367,5209,0.012,0.128,0.0930232558139535
Contig35385,2521,0.199,0.447,0.444196428571429
Contig35423,5080,0.022,0.178,0.122905027932961
Contig35459,13725,0.002,0.19,0.0104712041884817
Contig35459,13745,0,0.301,0
Contig3547,11452,0.04,0.202,0.197044334975369
Contig3547,11455,0.04,0.202,0.197044334975369
Contig35481,7323,0,0.026,0
Contig35481,7324,0.001,0.029,0.0333333333333333
Contig35481,7328,0.001,0.029,0.0333333333333333
Contig354867,963,0,0.407,0
Contig35523,17377,0,0.376,0
Contig35524,8172,0.002,0.077,0.0256410256410256
Contig35524,8174,0.015,0.328,0.0455927051671733
Contig35529,2509,0.009,0.296,0.0303030303030303
Contig35529,3973,0.068,0.357,0.189944134078212
Contig35529,3976,0.005,0.358,0.0139275766016713
Contig35536,2151,0.008,0.342,0.0233236151603499
Contig35536,2164,0,0.01,0
Contig35542,25163,0.009,0.489,0.0183673469387755
Contig35542,25177,0.002,0.044,0.0444444444444444
Contig35546,312,0.042,0.234,0.178723404255319
Contig35546,315,0.003,0.075,0.0394736842105263
Contig35546,329,0,0.124,0
Contig35606,2719,0.001,0.035,0.0277777777777778
Contig3565,1980,-0.001,0.322,-0.00309597523219814
Contig35656,26690,0,0.018,0
Contig35680,1168,0.004,0.127,0.03125
Contig35680,1174,0.004,0.127,0.03125
Contig35714,107,0,0.09,0
Contig35714,111,0,0.028,0
Contig35714,113,0,0.033,0
Contig35720,1586,0.108,0.554,0.194594594594595
Contig35734,456,0.018,0.389,0.0461538461538461
Contig35745,14083,0.009,0.28,0.0320284697508897
Contig35776,1721,0.019,0.14,0.134751773049645
Contig35776,1730,0.001,0.036,0.027027027027027
Contig35776,1731,0.014,0.154,0.0903225806451613
Contig35776,1744,0.012,0.143,0.0833333333333333
Contig35776,1746,0.032,0.257,0.124031007751938
Contig35790,1415,0.032,0.515,0.062015503875969
Contig35790,1416,0,0.002,0
Contig35794,30619,0,0.038,0
Contig35794,30642,0,0.095,0
Contig35820,7977,0.002,0.41,0.0048661800486618
Contig35844,18173,-0.001,0.265,-0.0037593984962406
Contig35844,18194,-0.001,0.26,-0.00383141762452107
Contig35850,4206,0.03,0.204,0.146341463414634
Contig35850,4210,0,0.045,0
Contig35854,5356,0.002,0.358,0.00557103064066852
Contig35854,29186,0.017,0.247,0.0685483870967742
Contig35858,29493,0.032,0.21,0.151658767772512
Contig35864,23934,0.002,0.051,0.0384615384615385
Contig35864,23943,0.002,0.051,0.0384615384615385
Contig35991,13946,0.006,0.111,0.0535714285714286
Contig35991,13947,0,0.004,0
Contig35991,13949,0.001,0.038,0.0256410256410256
Contig35991,13950,0.001,0.031,0.03125
Contig35991,13958,0.001,0.045,0.0217391304347826
Contig35991,13961,0,0.018,0
Contig35991,13971,0.01,0.362,0.0275482093663912
Contig36003,1394,0.003,0.12,0.0247933884297521
Contig36003,1397,0.03,0.514,0.058252427184466
Contig36003,1403,0.034,0.186,0.181818181818182
Contig36056,6135,0.154,0.462,0.332613390928726
Contig36056,6145,0.011,0.121,0.0901639344262295
Contig36057,2597,0.005,0.069,0.0714285714285714
Contig36057,2614,0,0.001,0
Contig36058,24208,0.004,0.174,0.0228571428571429
Contig36097,23671,0,0.018,0
Contig36118,6198,0,0.089,0
Contig36118,6200,0.001,0.037,0.0263157894736842
Contig36121,2489,0.003,0.073,0.0405405405405405
Contig36131,2123,0.161,0.514,0.312621359223301
Contig36194,13302,0.011,0.32,0.0342679127725857
Contig36213,18788,0,0.009,0
Contig36238,1712,0.002,0.328,0.0060790273556231
Contig36238,1724,0,0.035,0
Contig36238,2265,0.001,0.285,0.0034965034965035
Contig36271,3884,0.088,0.31,0.282958199356913
Contig36271,3950,0.088,0.35,0.250712250712251
Contig36271,4257,0.006,0.315,0.0189873417721519
Contig36271,4465,0,0.257,0
Contig36296,5885,0,0.009,0
Contig36296,5913,0.003,0.053,0.0555555555555556
Contig36301,13711,0.02,0.491,0.040650406504065
Contig36301,20024,0,0.018,0
Contig36304,26153,0.037,0.495,0.0745967741935484
Contig36326,22771,0.001,0.035,0.0277777777777778
Contig36344,10760,0.003,0.055,0.0535714285714286
Contig36344,10764,0.006,0.078,0.0759493670886076
Contig36344,10765,0.001,0.028,0.0344827586206897
Contig36344,10774,0.016,0.509,0.0313725490196078
Contig36344,10776,0.004,0.186,0.0213903743315508
Contig36401,1735,0.199,0.553,0.359205776173285
Contig3644,7127,0.045,0.504,0.0891089108910891
Contig3644,7133,0.013,0.131,0.0984848484848485
Contig36446,2976,0.06,0.246,0.242914979757085
Contig36446,2979,0.011,0.363,0.0302197802197802
Contig36467,11127,0.004,0.061,0.0645161290322581
Contig36473,28460,-0.002,0.392,-0.00508905852417303
Contig3648,1632,0.006,0.079,0.075
Contig3648,1660,0,0.009,0
Contig36482,895,-0.001,0.302,-0.0033003300330033
Contig36490,1096,0.046,0.519,0.0884615384615385
Contig36523,6986,0,0.009,0
Contig36523,6988,0,0.178,0
Contig36532,2613,0,0.018,0
Contig36532,2620,0.037,0.193,0.190721649484536
Contig36534,3487,-0.001,0.177,-0.00561797752808989
Contig36614,1491,0.054,0.424,0.127058823529412
Contig36614,1517,0.054,0.424,0.127058823529412
Contig36636,8244,0,0.018,0
Contig36636,8255,0.01,0.174,0.0571428571428571
Contig36689,38424,0.005,0.07,0.0704225352112676
Contig36689,38426,0.005,0.076,0.0649350649350649
Contig36689,38428,0,0.009,0
Contig36730,114,0.15,0.569,0.263157894736842
Contig36738,8989,0,0.01,0
Contig36744,18379,0.001,0.261,0.00381679389312977
Contig36744,18401,0.001,0.334,0.00298507462686567
Contig36784,51137,0.032,0.425,0.0751173708920188
Contig36795,1158,-0.001,0.289,-0.00344827586206897
Contig36816,1832,0.001,0.273,0.00364963503649635
Contig36816,4370,0.168,0.568,0.295254833040422
Contig36844,8592,0.07,0.338,0.206489675516224
Contig3685,8821,0.001,0.039,0.025
Contig3685,8824,0.001,0.419,0.00238095238095238
Contig3685,8841,0,0.021,0
Contig3685,8844,0.002,0.102,0.0194174757281553
Contig36855,1037,0.11,0.356,0.30812324929972
Contig36857,7164,0.042,0.522,0.0803059273422562
Contig36857,13120,0,0.04,0
Contig36885,30947,0.003,0.458,0.0065359477124183
Contig36904,732,0.015,0.138,0.107913669064748
Contig36904,739,0.024,0.186,0.128342245989305
Contig36904,752,0,0.01,0
Contig36904,12191,-0.001,0.284,-0.00350877192982456
Contig36904,12195,0.019,0.155,0.121794871794872
Contig369110,5461,0.026,0.443,0.0585585585585586
Contig36913,3841,0.006,0.427,0.014018691588785
Contig36921,13163,0,0.026,0
Contig369276,536,0.001,0.035,0.0277777777777778
Contig369276,543,0.009,0.128,0.0697674418604651
Contig369276,547,0.05,0.516,0.0967117988394584
Contig369276,552,0.012,0.132,0.0902255639097744
Contig369276,558,0.134,0.486,0.275154004106776
Contig36939,1553,0,0.016,0
Contig36939,1578,0.007,0.186,0.0374331550802139
Contig36958,26612,0,0.009,0
Contig36963,18934,0.087,0.309,0.280645161290323
Contig370,29609,0.017,0.164,0.103030303030303
Contig370,45297,0,0.301,0
Contig37025,32296,0.002,0.114,0.0173913043478261
Contig37025,32310,0.002,0.114,0.0173913043478261
Contig370531,2176,0.065,0.531,0.12218045112782
Contig370531,2186,0.065,0.531,0.12218045112782
Contig3706,3620,0.024,0.175,0.136363636363636
Contig3706,3627,0.024,0.175,0.136363636363636
Contig37069,6723,0.05,0.519,0.0961538461538462
Contig37077,11566,0.014,0.297,0.0469798657718121
Contig37091,1116,0,0.009,0
Contig37091,1127,0,0.009,0
Contig3710,9432,0.01,0.261,0.0381679389312977
Contig37110,26276,0,0.009,0
Contig37114,9637,0.008,0.089,0.0888888888888889
Contig37152,33639,0.001,0.064,0.0153846153846154
Contig37152,33640,0.002,0.377,0.00529100529100529
Contig37152,33643,0,0.07,0
Contig37182,5902,0.026,0.227,0.114035087719298
Contig37183,1987,0.049,0.294,0.166101694915254
Contig37183,1988,0.002,0.379,0.00526315789473684
Contig37183,1991,0.064,0.532,0.120075046904315
Contig37187,18512,0.005,0.16,0.031055900621118
Contig372,13210,0.001,0.031,0.03125
Contig37208,10657,0,0.026,0
Contig37230,9417,0.008,0.109,0.0727272727272727
Contig37230,9419,0.013,0.452,0.0286975717439294
Contig37239,5825,0,0.018,0
Contig37239,5838,0.008,0.236,0.0337552742616034
Contig37241,19019,0,0.009,0
Contig37255,10106,0,0.314,0
Contig37260,3148,0,0.099,0
Contig37260,3154,0,0.003,0
Contig372813,688,0.283,0.605,0.466996699669967
Contig3730,9064,0,0.017,0
Contig37309,2296,0.016,0.209,0.0761904761904762
Contig37309,2307,0.002,0.044,0.0444444444444444
Contig37337,21416,0.001,0.052,0.0188679245283019
Contig37337,21418,0,0.001,0
Contig37341,12397,0.007,0.452,0.0154525386313466
Contig37347,403,0.003,0.224,0.0133333333333333
Contig37347,407,0.004,0.314,0.0126984126984127
Contig37366,3225,0,0.035,0
Contig37366,3228,0,0.035,0
Contig37399,9929,0.037,0.308,0.119741100323625
Contig37407,2949,0,0.009,0
Contig37410,2815,0.004,0.082,0.0481927710843373
Contig37410,2836,0.021,0.198,0.105527638190955
Contig3742,21938,0.222,0.566,0.391534391534392
Contig375,5442,0.004,0.452,0.00883002207505519
Contig375,5446,0,0.011,0
Contig37537,5136,0.035,0.23,0.151515151515152
Contig37537,5140,0.01,0.357,0.0279329608938548
Contig37537,5149,0,0.045,0
Contig37557,4540,0.046,0.459,0.1
Contig37578,13707,0.001,0.035,0.0277777777777778
Contig37578,13714,0.004,0.061,0.0645161290322581
Contig37582,1203,0.021,0.439,0.0477272727272727
Contig37588,23574,0,0.009,0
Contig37588,23575,-0.001,0.266,-0.00374531835205993
Contig37588,23583,-0.001,0.266,-0.00374531835205993
Contig37656,36974,0,0.009,0
Contig37656,36977,0,0.009,0
Contig37661,478,0,0.025,0
Contig37670,7859,0.211,0.533,0.395131086142322
Contig37670,7876,0,0.01,0
Contig37670,7877,0,0.01,0
Contig37670,7880,0.007,0.172,0.0404624277456647
Contig376785,872,0.014,0.223,0.0625
Contig37709,2868,0.011,0.122,0.0894308943089431
Contig37709,2881,0.011,0.104,0.104761904761905
Contig37715,12380,0,0.06,0
Contig37715,12381,0,0.06,0
Contig37715,12388,0.005,0.07,0.0704225352112676
Contig37724,23714,0,0.009,0
Contig37754,22062,0.003,0.053,0.0555555555555556
Contig37764,1855,0.036,0.238,0.150627615062762
Contig37794,4073,0.007,0.104,0.0666666666666667
Contig37794,4076,0.024,0.324,0.0738461538461538
Contig3780,1377,0.045,0.43,0.104408352668213
Contig37825,1798,0,0.018,0
Contig37865,24957,0.223,0.568,0.391915641476274
Contig37865,24969,0.014,0.125,0.111111111111111
Contig37932,3565,0.188,0.464,0.404301075268817
Contig37945,7500,0.003,0.328,0.00911854103343465
Contig37973,13705,0.012,0.152,0.0784313725490196
Contig37981,19127,0,0.068,0
Contig38,26148,0.005,0.086,0.0574712643678161
Contig38,68165,-0.001,0.153,-0.00649350649350649
Contig38020,15899,0.002,0.329,0.00606060606060606
Contig38033,25935,0.006,0.156,0.0382165605095541
Contig38070,1495,0.004,0.429,0.00930232558139535
Contig38070,1499,0.004,0.429,0.00930232558139535
Contig380883,749,0.024,0.2,0.119402985074627
Contig380883,753,0,0.131,0
Contig38096,736,0,0.021,0
Contig38096,741,0.039,0.24,0.161825726141079
Contig38096,749,0,0.092,0
Contig38100,11649,0.004,0.284,0.0140350877192982
Contig38127,787,0.001,0.369,0.0027027027027027
Contig38130,10224,0.022,0.178,0.122905027932961
Contig38168,18325,0,0.017,0
Contig38210,9022,0.003,0.054,0.0545454545454545
Contig38214,14516,0.002,0.046,0.0425531914893617
Contig38242,4086,0,0.018,0
Contig38251,4877,0.002,0.044,0.0444444444444444
Contig38251,4881,0.087,0.51,0.170254403131115
Contig38251,4888,0.087,0.51,0.170254403131115
Contig38273,991,0.019,0.14,0.134751773049645
Contig38273,1007,0.049,0.236,0.206751054852321
Contig38274,1140,0.005,0.182,0.0273224043715847
Contig38303,835,0.002,0.049,0.04
Contig383070,839,0.001,0.05,0.0196078431372549
Contig38317,976,0.004,0.079,0.05
Contig38317,978,0.01,0.207,0.0480769230769231
Contig38317,997,0.013,0.131,0.0984848484848485
Contig38347,19411,0.002,0.118,0.0168067226890756
Contig38347,19414,0,0.002,0
Contig38371,11195,0,0.009,0
Contig38374,13153,0,0.074,0
Contig384,18929,0,0.009,0
Contig384642,1798,-0.001,0.304,-0.00327868852459016
Contig385,9181,0.007,0.277,0.0251798561151079
Contig385,9182,0.003,0.057,0.0517241379310345
Contig385,10047,0.003,0.053,0.0555555555555556
Contig385,10061,0,0.009,0
Contig38502,1375,-0.001,0.248,-0.00401606425702811
Contig38506,4666,0,0.009,0
Contig38553,572,0.036,0.272,0.131868131868132
Contig38553,580,0.023,0.188,0.121693121693122
Contig38553,582,0.007,0.292,0.0238907849829352
Contig38553,592,0.016,0.129,0.123076923076923
Contig38553,596,0.001,0.026,0.037037037037037
Contig38577,4282,0,0.037,0
Contig3859,15003,-0.001,0.266,-0.00374531835205993
Contig3859,15009,-0.001,0.269,-0.0037037037037037
Contig38601,2539,0,0.009,0
Contig38601,2542,0,0.009,0
Contig38601,2560,0,0.092,0
Contig38607,30915,0.051,0.241,0.210743801652893
Contig38607,30922,0.001,0.035,0.0277777777777778
Contig38608,1917,0.004,0.061,0.0645161290322581
Contig38648,13412,0.019,0.397,0.0477386934673367
Contig38648,13413,0.019,0.397,0.0477386934673367
Contig38651,1589,-0.002,0.496,-0.00402414486921529
Contig38651,1602,0,0.001,0
Contig38671,2206,0.004,0.061,0.0645161290322581
Contig38729,12698,0.001,0.301,0.0033112582781457
Contig38735,8473,0.003,0.052,0.0566037735849057
Contig38735,8475,0.024,0.185,0.129032258064516
Contig38735,8480,0,0.026,0
Contig38735,8491,0,0.026,0
Contig38777,9215,0.004,0.231,0.0172413793103448
Contig38777,9235,0.093,0.422,0.219858156028369
Contig38796,13637,0.082,0.45,0.181818181818182
Contig38798,5706,0.168,0.543,0.308823529411765
Contig38803,13273,0.002,0.226,0.00881057268722467
Contig3882,925,0.009,0.303,0.0296052631578947
Contig38825,9680,0,0.001,0
Contig38862,4041,0.001,0.062,0.0158730158730159
Contig38898,3105,0.001,0.027,0.0357142857142857
Contig38899,5709,0.002,0.065,0.0303030303030303
Contig38899,5712,0.002,0.501,0.00398406374501992
Contig38899,5729,0.001,0.029,0.0333333333333333
Contig38940,15638,0.017,0.132,0.12781954887218
Contig38940,15643,0,0.203,0
Contig38940,15651,0,0.123,0
Contig38944,3080,0,0.28,0
Contig38944,3087,0,0.284,0
Contig38944,4298,0.001,0.037,0.0263157894736842
Contig38953,21610,0.33,0.664,0.496240601503759
Contig38993,5868,0.007,0.206,0.033816425120773
Contig38995,7547,0.036,0.26,0.137931034482759
Contig390259,1176,0.001,0.059,0.0166666666666667
Contig39045,2653,0,0.017,0
Contig39105,1228,0.002,0.069,0.0285714285714286
Contig39116,1992,0.002,0.049,0.04
Contig3917,7811,0.024,0.201,0.118811881188119
Contig39175,2405,0.078,0.363,0.214285714285714
Contig39175,2411,0.02,0.327,0.0609756097560976
Contig39183,15520,0,0.06,0
Contig39197,2863,0.002,0.449,0.00444444444444444
Contig39213,4066,0.002,0.044,0.0444444444444444
Contig39257,16744,0.006,0.08,0.0740740740740741
Contig39285,1182,0,0.009,0
Contig39285,1203,0,0.437,0
Contig39372,4766,0,0.001,0
Contig39372,4773,0.003,0.15,0.0198675496688742
Contig3946,6089,0,0.068,0
Contig39563,3413,0.018,0.153,0.116883116883117
Contig39577,6909,0.001,0.027,0.0357142857142857
Contig39577,6913,0.002,0.042,0.0465116279069767
Contig39581,8657,0.001,0.026,0.037037037037037
Contig39581,8658,0.001,0.026,0.037037037037037
Contig39586,6560,0.115,0.5,0.229540918163673
Contig3960,3170,0.051,0.483,0.105371900826446
Contig39605,31987,0.005,0.069,0.0714285714285714
Contig39605,31991,0.011,0.484,0.022680412371134
Contig39607,7087,0.001,0.318,0.00313479623824451
Contig39607,20156,0.002,0.069,0.0285714285714286
Contig3962,5866,0.006,0.501,0.0119521912350598
Contig3962,6156,0,0.009,0
Contig3962,6166,0.004,0.065,0.0606060606060606
Contig3964,1806,0.076,0.442,0.171557562076749
Contig39688,14613,0,0.002,0
Contig39688,14617,0.002,0.239,0.00833333333333333
Contig39688,14620,0,0.187,0
Contig39688,14627,0,0.01,0
Contig39688,14629,0,0.01,0
Contig39688,14630,0,0.168,0
Contig39688,14632,0.003,0.236,0.0126582278481013
Contig397,12850,0,0.015,0
Contig39719,10530,0,0.017,0
Contig39719,18042,0.017,0.218,0.0776255707762557
Contig39720,472,0.009,0.444,0.0202247191011236
Contig39720,473,0.009,0.444,0.0202247191011236
Contig39759,3051,0.001,0.032,0.0303030303030303
Contig3976,4502,-0.002,0.431,-0.00462962962962963
Contig39782,10413,0.472,0.707,0.666666666666667
Contig39782,10415,0.506,0.73,0.692202462380301
Contig3979,12724,0.037,0.516,0.0715667311411992
Contig39792,8879,0.019,0.155,0.121794871794872
Contig39793,13295,0,0.009,0
Contig39793,13304,0,0.018,0
Contig39796,21188,0.019,0.198,0.0954773869346734
Contig39810,8319,0.01,0.145,0.0684931506849315
Contig39890,6976,0.104,0.369,0.281081081081081
Contig399,33103,0.003,0.235,0.0127118644067797
Contig39914,491,0.128,0.479,0.266666666666667
Contig39935,24997,0.002,0.043,0.0454545454545455
Contig39992,2922,0.017,0.208,0.0813397129186603
Contig39998,1305,0,0.018,0
Contig39998,1310,0.007,0.314,0.0222222222222222
Contig39998,1311,0.003,0.154,0.0193548387096774
Contig39998,1313,0,0.037,0
Contig39998,1318,0,0.111,0
Contig4,51093,0.011,0.185,0.0591397849462366
Contig40012,3517,0.021,0.308,0.0679611650485437
Contig40030,232,0.01,0.123,0.0806451612903226
Contig40040,2098,0.054,0.45,0.119733924611973
Contig40068,13355,0.002,0.069,0.0285714285714286
Contig40068,13380,0.001,0.033,0.0294117647058824
Contig40068,24590,0.017,0.191,0.0885416666666667
Contig40071,13972,0.093,0.342,0.271137026239067
Contig40150,8982,0.001,0.043,0.0227272727272727
Contig40150,8983,0.001,0.043,0.0227272727272727
Contig40191,6460,-0.002,0.499,-0.004
Contig40218,5688,0,0.009,0
Contig40218,5715,0.015,0.461,0.0324675324675325
Contig40254,552,0,0.009,0
Contig4027,3526,0.011,0.105,0.10377358490566
Contig40301,5216,0.001,0.116,0.00854700854700855
Contig40316,20647,0.006,0.383,0.015625
Contig40377,3563,0.091,0.436,0.208237986270023
Contig40377,3564,0,0.015,0
Contig40377,10842,0.004,0.067,0.0588235294117647
Contig40394,3179,0,0.035,0
Contig404,56489,0,0.001,0
Contig40409,3554,-0.001,0.16,-0.0062111801242236
Contig40426,17770,0.008,0.168,0.0473372781065089
Contig4043,16794,0.001,0.126,0.0078740157480315
Contig40456,7472,0,0.119,0
Contig40456,7479,0.016,0.204,0.0780487804878049
Contig40456,7489,0,0.035,0
Contig40456,7495,0.016,0.204,0.0780487804878049
Contig40489,2595,0,0.027,0
Contig40489,2609,0.002,0.047,0.0416666666666667
Contig40489,4709,0.007,0.15,0.0463576158940397
Contig40499,17815,0.001,0.132,0.0075187969924812
Contig40499,17820,0.001,0.132,0.0075187969924812
Contig405,21707,0,0.089,0
Contig40502,16342,0.014,0.236,0.0590717299578059
Contig40502,16357,0.001,0.026,0.037037037037037
Contig40511,1978,0.036,0.191,0.1875
Contig40511,1985,0.019,0.225,0.084070796460177
Contig40538,1116,0.004,0.314,0.0126984126984127
Contig40538,1137,0,0.009,0
Contig40574,5120,0.109,0.508,0.214145383104126
Contig40581,22101,0.008,0.096,0.0824742268041237
Contig40581,22102,0.002,0.051,0.0384615384615385
Contig40581,22111,0.067,0.334,0.2
Contig40581,22112,0.134,0.543,0.246323529411765
Contig40587,21696,0.002,0.131,0.0151515151515152
Contig406,31863,0.001,0.064,0.0153846153846154
Contig406,38661,0.002,0.044,0.0444444444444444
Contig40610,2887,0.003,0.189,0.0157894736842105
Contig40610,2903,0.027,0.182,0.147540983606557
Contig40616,21280,0.063,0.389,0.161538461538462
Contig40674,13350,0,0.035,0
Contig40674,13372,0,0.035,0
Contig40691,23330,0,0.093,0
Contig40697,12117,0.005,0.074,0.0666666666666667
Contig407461,578,0.003,0.113,0.0263157894736842
Contig407461,583,0.014,0.167,0.0833333333333333
Contig40754,9641,0.001,0.493,0.00202429149797571
Contig40764,1503,0.026,0.32,0.0809968847352025
Contig40764,1587,0.001,0.486,0.00205338809034908
Contig40764,1593,0.03,0.316,0.0946372239747634
Contig408,21866,0,0.027,0
Contig408,21867,0,0.009,0
Contig4083,3669,0.014,0.34,0.0410557184750733
Contig40834,23539,0,0.007,0
Contig40834,23540,0,0.007,0
Contig40834,23549,0.045,0.432,0.103926096997691
Contig4084,693,0.027,0.5,0.0538922155688623
Contig40858,8734,0.027,0.485,0.0555555555555556
Contig4087,2067,0,0.018,0
Contig40890,1578,0,0.091,0
Contig40890,1585,0,0.032,0
Contig40890,1587,0.001,0.026,0.037037037037037
Contig40890,1598,0,0.009,0
Contig40926,12153,0.013,0.147,0.0878378378378378
Contig40979,8629,-0.001,0.295,-0.00337837837837838
Contig4098,5771,0.017,0.132,0.12781954887218
Contig4098,5795,0.005,0.35,0.0142450142450142
Contig41,18679,0,0.009,0
Contig41004,31353,0.018,0.431,0.0416666666666667
Contig41023,3995,0.059,0.259,0.226923076923077
Contig41023,4006,0,0.035,0
Contig41064,5884,0.012,0.159,0.075
Contig41076,7774,0.014,0.223,0.0625
Contig41076,7787,0.021,0.206,0.101449275362319
Contig41116,16932,0.023,0.229,0.1
Contig41116,22534,0.002,0.122,0.016260162601626
Contig41116,22539,0,0.057,0
Contig41116,22544,0,0.018,0
Contig41116,22545,0.003,0.099,0.03
Contig41116,22550,0.006,0.162,0.0368098159509202
Contig41116,25140,0.122,0.458,0.265795206971678
Contig41144,1324,0,0.009,0
Contig41144,1329,0,0.009,0
Contig41173,1297,0.002,0.044,0.0444444444444444
Contig41173,1299,0.004,0.061,0.0645161290322581
Contig41183,16303,-0.001,0.388,-0.0025706940874036
Contig41183,16315,0.017,0.503,0.0337301587301587
Contig41186,12610,0,0.016,0
Contig41253,2122,0.01,0.234,0.0425531914893617
