contig	start	start15	end15	end
Contig27873	1410	2701	8731	10022
Contig28935	35616	36535	40829	41748
Contig28935	4180	6496	17308	19624
Contig28935	157	558	2430	2831
Contig7698	106	247	909	1050
Contig43433	2940	4851	13771	15682
Contig8000	5560	5677	6228	6345
Contig31326	1526	2873	9161	10508
Contig47654	2159	3073	7340	8254
Contig8988	3989	4077	4491	4579
Contig66287	2661	2742	3122	3203
Contig32401	15031	16619	24030	25618
Contig67885	2163	2980	6797	7614
Contig121151	264	468	1424	1628
Contig45503	2297	2964	6083	6750
Contig63293	3119	4179	9128	10188
Contig22561	475	2777	13521	15823
Contig22561	34258	35542	41539	42823
Contig22561	2963	3176	4174	4387
Contig22561	16478	16562	16955	17039
Contig42995	846	1400	3986	4540
Contig19583	274	772	3098	3596
Contig19583	13297	14869	22208	23780
Contig38003	33013	33480	35660	36127
Contig71882	1111	1721	4569	5179
Contig71882	6536	7141	9965	10570
Contig3102	680	2558	11324	13202
Contig31712	28112	28433	29931	30252
Contig146836	1329	1420	1848	1939
Contig2119	6084	6256	7060	7232
Contig2062	1441	1934	4235	4728
Contig8242	2830	2972	3636	3778
Contig17946	17785	18765	23342	24322
Contig45079	371	1174	4924	5727
Contig26383	451	2546	12324	14419
Contig26383	19229	19693	21861	22325
Contig26383	23799	23844	24060	24105
Contig1908	4857	6637	14947	16727
Contig186	503	715	1707	1919
Contig186	27018	27181	27946	28109
Contig186	14133	16270	26244	28381
Contig186	28599	29742	35079	36222
Contig186	6561	7690	12965	14094
Contig3225	8215	10027	18486	20298
Contig862	10858	12195	18435	19772
Contig862	4031	5360	11567	12896
Contig45748	1725	1799	2145	2219
Contig1738	6381	10199	28021	31839
Contig28078	3294	4283	8904	9893
Contig54671	5858	6693	10590	11425
Contig2214	5279	5336	5608	5665
Contig3438	7302	7974	11115	11787
Contig84046	1585	2406	6242	7063
Contig132108	2069	3590	10691	12212
Contig538631	1063	1109	1328	1374
Contig538631	86	228	895	1037
Contig127945	655	693	874	912
Contig32545	3288	3506	4525	4743
Contig37495	950	4550	21350	24950
Contig85485	38	533	2847	3342
Contig28372	1156	3746	15834	18424
Contig70191	1490	2413	6724	7647
Contig89989	1318	1391	1732	1805
Contig58645	23552	23674	24246	24368
Contig63171	1555	2469	6738	7652
Contig177140	1	88	497	584
Contig48452	21393	21689	23071	23367
Contig45674	9208	9289	9672	9753
Contig104068	896	952	1215	1271
Contig93981	2797	3071	4350	4624
Contig80382	860	2537	10367	12044
Contig84801	689	2484	10863	12658
Contig29251	7019	7292	8571	8844
Contig44274	29	2439	13689	16099
Contig174327	1537	1715	2546	2724
Contig59502	1186	2003	5822	6639
Contig4646	1006	2084	7116	8194
Contig544	5088	9571	30497	34980
Contig221	9595	10592	15248	16245
Contig221	345	1866	8969	10490
Contig48959	3444	5042	12503	14101
Contig20211	326	1475	6841	7990
Contig20211	8153	8305	9020	9172
Contig542091	536	566	712	742
Contig66178	2199	3187	7804	8792
Contig25710	12884	15815	29497	32428
Contig74777	458	1115	4183	4840
Contig4729	219	879	3962	4622
Contig49144	371	1395	6178	7202
Contig22829	606	757	1462	1613
Contig22829	1865	1911	2132	2178
Contig22418	3448	4703	10563	11818
Contig22418	33185	33335	34039	34189
Contig19712	8989	9565	12257	12833
Contig19712	28362	31442	45821	48901
Contig19712	23281	24248	28766	29733
Contig19712	12203	12792	15547	16136
Contig19712	48920	49389	51580	52049
Contig19712	38116	39517	46056	47457
Contig242	22327	22527	23465	23665
Contig242	43225	43401	44223	44399
Contig242	45273	45860	48601	49188
Contig242	54215	54903	58119	58807
Contig27944	3161	8925	35828	41592
Contig27944	49563	50230	53344	54011
Contig27944	57507	59332	67855	69680
Contig123666	1446	2897	9671	11122
Contig33409	38936	40196	46077	47337
Contig68585	6397	7278	11390	12271
Contig88469	17	264	1420	1667
Contig7239	1067	3368	14107	16408
Contig32627	752	1204	3319	3771
Contig31516	3428	4550	9791	10913
Contig838	10928	12151	17863	19086
Contig838	95	1266	6735	7906
Contig137738	9130	9254	9839	9963
Contig52665	10277	10384	10885	10992
Contig52665	1117	2704	10115	11702
Contig52665	12427	13928	20933	22434
Contig29494	1705	2150	4233	4678
Contig29494	9210	9311	9783	9884
Contig21587	32913	35059	45080	47226
Contig21587	13397	14337	18726	19666
Contig21587	26867	26894	27025	27052
Contig21587	29235	29271	29441	29477
Contig21587	29818	29976	30719	30877
Contig24722	3960	4935	9485	10460
Contig24722	15433	16226	19931	20724
Contig15291	4953	5717	9284	10048
Contig15291	200	1642	8372	9814
Contig82996	263	424	1178	1339
Contig253308	2748	2873	3461	3586
Contig253308	3597	3675	4041	4119
Contig82534	1450	1934	4195	4679
Contig90842	240	300	586	646
Contig133	3317	8120	30536	35339
Contig195848	2987	4107	9336	10456
Contig195848	10677	11278	14088	14689
Contig61132	3136	3535	5397	5796
Contig41897	911	1365	3486	3940
Contig19697	251	1746	8725	10220
Contig55046	1058	1954	6140	7036
Contig55046	4542	6088	13303	14849
Contig6294	153	380	1445	1672
Contig7116	717	830	1358	1471
Contig139969	1763	1810	2034	2081
Contig100067	2732	2964	4048	4280
Contig25244	3884	3983	4448	4547
Contig106941	1161	1752	4515	5106
Contig27021	263	3181	16803	19721
Contig27021	19820	21001	26517	27698
Contig63227	1186	2974	11324	13112
Contig63227	329	452	1031	1154
Contig160317	4129	4604	6826	7301
Contig160317	197	781	3510	4094
Contig229	2343	6228	24362	28247
Contig229	31225	34006	46984	49765
Contig122208	3649	3724	4074	4149
Contig27423	3075	3666	6428	7019
Contig61309	4536	5150	8018	8632
Contig44928	6265	7211	11630	12576
Contig44928	297	2136	10720	12559
Contig138581	4626	4664	4845	4883
Contig5050	4828	7059	17475	19706
Contig50136	3359	4759	11297	12697
Contig92232	1322	3373	12945	14996
Contig2028	1701	2076	3828	4203
Contig2028	21090	21251	22008	22169
Contig62771	510	1688	7188	8366
Contig110677	1485	1809	3327	3651
Contig110677	4003	4135	4754	4886
Contig110744	240	834	3610	4204
Contig80381	452	2066	9600	11214
Contig57938	2586	2839	4025	4278
Contig57938	496	529	687	720
Contig98229	910	974	1277	1341
Contig90976	3020	3278	4485	4743
Contig41303	13369	14099	17511	18241
Contig1157	718	2857	12840	14979
Contig145810	675	1332	4404	5061
Contig179596	3096	3376	4686	4966
Contig45809	289	2417	12349	14477
Contig45809	20191	20833	23834	24476
Contig19379	87	432	2043	2388
Contig186922	113	475	2168	2530
Contig130192	1497	1688	2583	2774
Contig40670	286	2674	13824	16212
Contig41411	341	550	1527	1736
Contig46082	18156	19049	23217	24110
Contig46082	24322	25124	28868	29670
Contig46082	8997	9534	12042	12579
Contig46082	671	3067	14251	16647
Contig46082	25749	27493	35634	37378
Contig41880	12133	13540	20111	21518
Contig36212	31577	33251	41067	42741
Contig36212	28146	30113	39296	41263
Contig29879	1275	5490	25164	29379
Contig99041	298	500	1444	1646
Contig50441	1	714	4045	4758
Contig50441	5632	6490	10498	11356
Contig59546	1335	1649	3119	3433
Contig7749	2283	2433	3135	3285
Contig50900	2123	5460	21038	24375
Contig1842	7340	7893	10478	11031
Contig29876	1428	1673	2822	3067
Contig49570	122	990	5046	5914
Contig104804	22	483	2636	3097
Contig30091	142	3589	19678	23125
Contig21659	3858	4142	5469	5753
Contig29736	13919	15813	24658	26552
Contig2885	5957	6410	8524	8977
Contig38235	9437	11204	19452	21219
Contig49425	24229	24424	25335	25530
Contig49425	26947	27116	27911	28080
Contig49425	29617	29788	30587	30758
Contig49425	31494	31798	33222	33526
Contig49425	34378	34447	34770	34839
Contig33318	2736	3583	7542	8389
Contig4801	7266	7340	7688	7762
Contig67511	1098	1702	4521	5125
Contig19463	12969	13705	17142	17878
Contig71243	1367	1971	4795	5399
Contig83113	216	722	3084	3590
Contig17745	1168	2847	10687	12366
Contig18589	937	1009	1346	1418
Contig18589	3055	3195	3852	3992
Contig18589	22335	26248	44509	48422
Contig21634	36	448	2371	2783
Contig2571	20577	21238	24327	24988
Contig49266	5364	5587	6633	6856
Contig31411	1414	2317	6532	7435
Contig73471	1832	2315	4575	5058
Contig63204	422	1293	5363	6234
Contig41405	2626	2852	3909	4135
Contig72052	317	1259	5659	6601
Contig19651	699	1633	5997	6931
Contig19651	5940	6234	7610	7904
Contig23790	480	586	1081	1187
Contig34003	2390	5516	20107	23233
Contig60220	114	528	2464	2878
Contig87037	1261	2989	11057	12785
Contig131	3230	4193	8690	9653
Contig50846	453	868	2811	3226
Contig50846	3547	3777	4852	5082
Contig64467	32	188	919	1075
Contig502	27109	30695	47436	51022
Contig20042	13391	13633	14766	15008
Contig20042	13110	13147	13321	13358
Contig46553	2440	4363	13342	15265
Contig269	29	686	3753	4410
Contig33034	25048	28603	45193	48748
Contig33034	61587	62515	66850	67778
Contig130810	5491	7461	16656	18626
Contig88180	1280	1776	4095	4591
Contig29798	64	885	4722	5543
Contig105285	2535	4046	11100	12611
Contig3180	1992	2196	3150	3354
Contig41020	5070	7853	20846	23629
Contig41020	2278	2470	3369	3561
Contig16351	659	2485	11010	12836
Contig32016	450	2073	9653	11276
Contig43	3436	6791	22451	25806
Contig43	56651	57075	59060	59484
Contig109758	3013	3047	3212	3246
Contig104161	676	1518	5448	6290
Contig17282	20894	23145	33655	35906
Contig38599	561	941	2717	3097
Contig50808	680	3062	14180	16562
Contig45964	967	2437	9303	10773
Contig63923	3554	4901	11190	12537
Contig15680	974	3007	12499	14532
Contig65721	1160	1959	5691	6490
Contig88989	2150	2760	5613	6223
Contig52656	4085	4355	5621	5891
Contig86856	3625	3889	5121	5385
Contig27433	56034	57788	65978	67732
Contig27433	6484	12185	38790	44491
Contig27433	45681	46123	48191	48633
Contig27433	43090	44998	53907	55815
Contig27433	1796	7792	35775	41771
Contig43953	5874	6501	9429	10056
Contig43953	1967	2014	2239	2286
Contig67569	939	1071	1689	1821
Contig74413	477	1278	5020	5821
Contig48544	7369	7618	8784	9033
Contig37183	1966	2792	6653	7479
Contig37183	1607	1659	1903	1955
Contig4986	5298	6929	14542	16173
Contig64710	5977	6519	9051	9593
Contig220	57	1107	6007	7057
Contig220	7246	9467	19834	22055
Contig220	102	2128	11583	13609
Contig114296	3138	3239	3715	3816
Contig86961	7812	8276	10443	10907
Contig7465	210	1686	8576	10052
Contig32479	12606	16992	37465	41851
Contig63357	1203	2289	7363	8449
Contig68241	3519	5428	14341	16250
Contig71144	6318	6908	9664	10254
Contig23332	2860	5163	15916	18219
Contig37013	6219	7938	15962	17681
Contig79430	1210	2791	10174	11755
Contig80978	16134	16433	17834	18133
Contig80978	290	2621	13502	15833
Contig23252	1321	3092	11363	13134
Contig44816	1916	3117	8724	9925
Contig21013	15247	17852	30011	32616
Contig16568	1346	2717	9120	10491
Contig17580	5399	8133	20896	23630
Contig17580	4918	5984	10960	12026
Contig51141	308	978	4105	4775
Contig32846	554	1243	4459	5148
Contig24818	306	1323	6072	7089
Contig24818	7157	7241	7639	7723
Contig184363	5735	5806	6140	6211
Contig20226	1033	2087	7010	8064
Contig88340	539	1045	3412	3918
Contig88340	4136	4231	4677	4772
Contig122453	863	1167	2592	2896
Contig122453	2972	3609	6583	7220
Contig68561	2	804	4549	5351
Contig50851	11336	12881	20094	21639
Contig53699	1920	1961	2157	2198
Contig103290	11201	11454	12639	12892
Contig18382	1617	2363	5849	6595
Contig63280	3780	5107	11303	12630
Contig63280	1590	4783	19687	22880
Contig54777	307	1607	7676	8976
Contig25712	65	1989	10972	12896
Contig25712	17536	18771	24536	25771
Contig33957	1193	2320	7585	8712
Contig24363	13075	16044	29904	32873
Contig60951	10025	12147	22053	24175
Contig209556	3894	4144	5316	5566
Contig21909	1578	4328	17163	19913
Contig105158	3704	3835	4449	4580
Contig105158	4605	4640	4806	4841
Contig20157	9912	10298	12105	12491
Contig139930	333	472	1127	1266
Contig77685	174	579	2475	2880
Contig117993	70	554	2815	3299
Contig55500	11518	12211	15446	16139
Contig53152	438	1435	6091	7088
Contig21358	457	1387	5731	6661
Contig114613	798	897	1365	1464
Contig6875	310	509	1443	1642
Contig44781	3386	4014	6947	7575
Contig44781	1516	1710	2616	2810
Contig17087	5967	6319	7963	8315
Contig45087	16412	16908	19224	19720
Contig45087	2654	2802	3494	3642
Contig3578	866	3170	13922	16226
Contig3578	609	1498	5648	6537
Contig3578	13566	14451	18583	19468
Contig121862	1586	1919	3475	3808
Contig23755	845	947	1424	1526
Contig23755	83	166	554	637
Contig75798	6754	6819	7127	7192
Contig15483	4223	5672	12436	13885
Contig15483	22684	22872	23754	23942
Contig30275	16639	17967	24169	25497
Contig30275	1443	3121	10958	12636
Contig86248	2018	2176	2914	3072
Contig183580	3489	3652	4413	4576
Contig34798	1447	6564	30446	35563
Contig34798	6088	8672	20735	23319
Contig31134	13022	14149	19410	20537
Contig71804	1485	2330	6276	7121
Contig71804	1571	2386	6194	7009
Contig23964	26142	29051	42631	45540
Contig100292	11872	13142	19075	20345
Contig27887	8231	11461	26540	29770
Contig27887	12994	14384	20877	22267
Contig33109	1465	3877	15139	17551
Contig59208	1195	1509	2975	3289
Contig76998	188	516	2053	2381
Contig48360	3153	4212	9160	10219
Contig56115	3052	5291	15743	17982
Contig75955	3230	3439	4418	4627
Contig59133	1798	2837	7692	8731
Contig69621	3238	3943	7235	7940
Contig38329	934	1593	4674	5333
Contig64364	6298	6483	7349	7534
Contig181756	3312	4206	8383	9277
Contig5240	6513	7069	9667	10223
Contig5240	31	425	2264	2658
Contig138586	509	1857	8148	9496
Contig4725	1732	2071	3654	3993
Contig64894	5368	5502	6128	6262
Contig21505	1767	1851	2249	2333
Contig82354	6807	7114	8549	8856
Contig32828	8443	8661	9682	9900
Contig30301	34195	36898	49513	52216
Contig30301	113	5159	28708	33754
Contig66867	159	1312	6699	7852
Contig497	11140	13333	23571	25764
Contig51962	1185	2034	5997	6846
Contig74609	2627	2658	2804	2835
Contig41184	2627	2983	4647	5003
Contig49852	200	466	1708	1974
Contig26794	7785	8097	9557	9869
Contig7079	450	1062	3924	4536
Contig22575	10623	10654	10804	10835
Contig17098	12	353	1950	2291
Contig26075	293	1795	8808	10310
Contig21627	1283	3342	12951	15010
Contig21627	4364	5961	13420	15017
Contig21627	3803	3850	4073	4120
Contig21627	800	1138	2720	3058
Contig122145	8778	9199	11169	11590
Contig31409	62	193	805	936
Contig81702	2726	4572	13189	15035
Contig62034	822	3002	13178	15358
Contig5125	1695	3138	9875	11318
Contig72266	332	1644	7772	9084
Contig16445	33844	37373	53845	57374
Contig16084	1682	3030	9323	10671
Contig37643	9646	11563	20510	22427
Contig37643	2811	3423	6279	6891
Contig56529	527	580	831	884
Contig5088	2769	3283	5685	6199
Contig16049	331	457	1050	1176
Contig345	2122	5597	21819	25294
Contig34590	5287	8053	20963	23729
Contig34590	791	3805	17875	20889
Contig127765	409	1505	6624	7720
Contig31478	2304	5053	17888	20637
Contig61794	2607	3092	5361	5846
Contig147902	794	1720	6042	6968
Contig23016	19436	19927	22223	22714
Contig23016	9720	10803	15860	16943
Contig18175	6244	6742	9072	9570
Contig61841	2223	4183	13336	15296
Contig61841	16952	17176	18227	18451
Contig61841	15713	15743	15889	15919
Contig3022	1079	1854	5477	6252
Contig30008	731	3214	14802	17285
Contig89320	1	271	1537	1807
Contig61591	949	1743	5452	6246
Contig51385	7492	9004	16065	17577
Contig32709	285	1416	6698	7829
Contig104627	330	728	2589	2987
Contig20492	164	671	3040	3547
Contig41478	10454	11351	15543	16440
Contig41478	3750	5406	13136	14792
Contig150445	1614	1801	2675	2862
Contig33242	1068	1821	5341	6094
Contig74566	7497	8145	11170	11818
Contig22135	4247	5993	14146	15892
Contig22135	23049	23340	24703	24994
Contig34767	18046	19063	23815	24832
Contig34472	373	2451	12153	14231
Contig34472	16425	16464	16652	16691
Contig18485	29692	32855	47616	50779
Contig18485	55635	56115	58359	58839
Contig92922	1750	2106	3769	4125
Contig119348	12038	12121	12509	12592
Contig130558	2769	3840	8838	9909
Contig43982	26826	27727	31938	32839
Contig31744	6582	9643	23929	26990
Contig60950	1575	1820	2966	3211
Contig60950	4452	4645	5552	5745
Contig46130	3714	3889	4711	4886
Contig36281	1957	3713	11910	13666
Contig150467	132	849	4200	4917
Contig23723	6014	8380	19424	21790
Contig132374	632	761	1366	1495
Contig25662	1	1830	10371	12200
Contig67045	12438	13633	19216	20411
Contig23531	5772	8118	19072	21418
Contig28210	2866	4068	9682	10884
Contig34708	2053	2766	6098	6811
Contig34708	17750	18062	19520	19832
Contig40303	3330	5169	13757	15596
Contig190486	1278	1359	1740	1821
Contig34262	4179	5126	9549	10496
Contig53701	18383	18982	21781	22380
Contig53701	532	1087	3679	4234
Contig53701	1451	3755	14513	16817
Contig80431	1376	1406	1546	1576
Contig27044	6000	6831	10710	11541
Contig27044	36166	36646	38891	39371
Contig147752	4316	5388	10395	11467
Contig23192	4201	5093	9258	10150
Contig1841	13606	14916	21034	22344
Contig47644	740	4757	23508	27525
Contig47644	31109	32724	40262	41877
Contig22968	562	1222	4304	4964
Contig36893	18	585	3233	3800
Contig421705	168	397	1467	1696
Contig744	1450	2678	8411	9639
Contig744	29288	29926	32908	33546
Contig42423	948	1877	6216	7145
Contig101354	240	1351	6536	7647
Contig16022	697	3566	16959	19828
Contig2572	1421	4692	19958	23229
Contig103710	3063	4073	8790	9800
Contig77360	1822	2368	4920	5466
Contig77360	5495	5548	5799	5852
Contig32945	2836	3808	8348	9320
Contig23683	13079	13325	14478	14724
Contig61289	10196	10242	10461	10507
Contig20228	9293	11089	19474	21270
Contig20228	26441	26528	26936	27023
Contig18121	856	1421	4064	4629
Contig40607	1325	3792	15308	17775
Contig25684	771	1604	5496	6329
Contig170174	6640	7660	12423	13443
Contig16219	8955	9045	9470	9560
Contig54221	11323	11584	12808	13069
Contig62515	3475	3736	4959	5220
Contig40552	1388	2387	7050	8049
Contig83997	8786	9744	14219	15177
Contig83997	5690	6534	10473	11317
Contig64664	3465	4960	11938	13433
Contig110552	770	921	1629	1780
Contig24299	75	429	2081	2435
Contig29069	25540	26398	30406	31264
Contig29069	31908	35482	52167	55741
Contig29069	586	3772	18641	21827
Contig29069	342	374	525	557
Contig46947	1525	1808	3129	3412
Contig1460	24996	25243	26402	26649
Contig1460	209	3923	21255	24969
Contig31777	32982	34725	42860	44603
Contig44633	475	1710	7478	8713
Contig44633	4183	6528	17476	19821
Contig93491	3260	3945	7147	7832
Contig31189	1501	2276	5894	6669
Contig31189	7140	9805	22245	24910
Contig38652	5486	6610	11860	12984
Contig38652	16974	17500	19959	20485
Contig38652	3160	3397	4507	4744
Contig6369	718	1252	3744	4278
Contig25085	44711	44956	46103	46348
Contig25085	32844	34597	42784	44537
Contig25085	22485	22730	23874	24119
Contig22363	3277	5597	16429	18749
Contig400	9245	10686	17415	18856
Contig51532	1706	2077	3813	4184
Contig209	4433	4564	5178	5309
Contig209	21641	22720	27756	28835
Contig209	5939	6248	7691	8000
Contig54948	2783	4139	10473	11829
Contig6503	244	1073	4948	5777
Contig21745	870	1003	1629	1762
Contig137228	6503	7020	9437	9954
Contig37400	781	1102	2604	2925
Contig37400	11134	11330	12250	12446
Contig171120	587	710	1289	1412
Contig70367	1254	2689	9392	10827
Contig201855	496	655	1399	1558
Contig42252	1508	2788	8763	10043
Contig41674	17818	19610	27976	29768
Contig83054	297	683	2486	2872
Contig171303	6724	7671	12096	13043
Contig3256	1493	2077	4808	5392
Contig31068	6937	7539	10349	10951
Contig48660	942	1176	2270	2504
Contig42225	4643	6699	16295	18351
Contig115419	1682	2147	4319	4784
Contig420	22392	23404	28132	29144
Contig5229	596	1546	5982	6932
Contig896	2382	3546	8982	10146
Contig10442	527	1075	3635	4183
Contig60227	17803	18655	22632	23484
Contig76004	623	1470	5424	6271
Contig753	16573	18113	25301	26841
Contig48212	7600	9211	16730	18341
Contig63765	3089	3893	7648	8452
Contig210026	4333	4547	5551	5765
Contig1098	88	2201	12065	14178
Contig1098	16148	17963	26436	28251
Contig33616	1314	1765	3876	4327
Contig35528	3218	9113	36628	42523
Contig102649	5225	5401	6228	6404
Contig40612	3765	4668	8883	9786
Contig80466	309	946	3922	4559
Contig128973	12427	12786	14462	14821
Contig122675	545	975	2982	3412
Contig122675	3948	4349	6222	6623
Contig8457	236	863	3794	4421
Contig49699	4770	5598	9463	10291
Contig53723	63	388	1908	2233
Contig45002	622	3184	15146	17708
Contig2365	20431	22634	32920	35123
Contig2365	29615	30657	35521	36563
Contig128902	6736	6895	7640	7799
Contig128902	3197	3556	5233	5592
Contig55028	28039	28651	31509	32121
Contig6439	452	2424	11630	13602
Contig26428	9672	11483	19936	21747
Contig3548	1629	1926	3313	3610
Contig3548	723	1767	6642	7686
Contig208416	168	418	1588	1838
Contig73539	684	2923	13377	15616
Contig20073	4512	4929	6880	7297
Contig19110	919	2008	7095	8184
Contig168575	866	1067	2006	2207
Contig41985	3020	4451	11135	12566
Contig26860	397	1533	6836	7972
Contig32976	6251	7064	10861	11674
Contig32976	5	905	5106	6006
Contig39274	14113	14173	14457	14517
Contig39274	3812	5216	11772	13176
Contig39274	1885	1924	2106	2145
Contig39274	3261	5481	15842	18062
Contig27066	1763	2073	3522	3832
Contig21031	1450	2203	5718	6471
Contig25229	2490	2815	4335	4660
Contig44285	32110	33522	40113	41525
Contig44285	16461	16846	18649	19034
Contig57588	3816	4882	9862	10928
Contig57448	2063	2358	3740	4035
Contig216281	1452	1806	3461	3815
Contig18798	12296	12329	12487	12520
Contig22731	1131	3069	12113	14051
Contig9554	3525	4059	6556	7090
Contig53566	5883	6664	10315	11096
Contig53566	16364	16641	17937	18214
Contig69424	476	756	2067	2347
Contig69424	3167	3762	6540	7135
Contig1005	466	3088	15330	17952
Contig97629	931	1719	5402	6190
Contig5186	12451	13031	15740	16320
Contig5186	99	1877	10175	11953
Contig5727	631	786	1511	1666
Contig61883	3275	4266	8891	9882
Contig64182	8078	9038	13522	14482
Contig64182	6322	6420	6880	6978
Contig34205	185	488	1908	2211
Contig37776	9861	10348	12625	13112
Contig37776	1053	2348	8393	9688
Contig3793	56	1127	6125	7196
Contig33444	135	167	320	352
Contig40778	70	156	558	644
Contig1505	2002	3889	12699	14586
Contig22597	109	2867	15741	18499
Contig22597	19381	19678	21067	21364
Contig22597	27369	27552	28412	28595
Contig32502	8537	10199	17959	19621
Contig100123	285	2142	10808	12665
Contig62984	7211	8145	12506	13440
Contig24205	768	3027	13570	15829
Contig24205	28401	29268	33316	34183
Contig34304	1070	2222	7598	8750
Contig34304	15196	17266	26931	29001
Contig53881	1818	2611	6312	7105
Contig94365	4569	4724	5449	5604
Contig20698	2606	3617	8336	9347
Contig35379	14365	14728	16428	16791
Contig47014	6411	8079	15867	17535
Contig47014	2908	5248	16169	18509
Contig85776	1062	1419	3089	3446
Contig138259	174	1328	6714	7868
Contig59953	7663	7851	8732	8920
Contig59953	3357	3832	6050	6525
Contig54354	5741	5852	6376	6487
Contig39294	475	1032	3632	4189
Contig39294	18345	18382	18561	18598
Contig111310	1443	1576	2203	2336
Contig29768	196	1237	6097	7138
Contig94784	1186	1626	3685	4125
Contig100513	1059	1722	4820	5483
Contig43067	10155	11314	16726	17885
Contig7098	81	363	1685	1967
Contig641	11666	14246	26287	28867
Contig986	714	3537	16711	19534
Contig56186	147	3008	16365	19226
Contig56186	1628	4168	16023	18563
Contig56186	18836	19004	19792	19960
Contig44725	53	1106	6021	7074
Contig22231	31955	32560	35387	35992
Contig22231	22090	23103	27834	28847
Contig22231	2637	4535	13393	15291
Contig52790	1597	3049	9826	11278
Contig83907	5644	8353	20999	23708
Contig83907	4607	7203	19321	21917
Contig25496	2497	7205	29178	33886
Contig25496	5474	8199	20917	23642
Contig91301	33	1070	5912	6949
Contig74955	1688	1951	3179	3442
Contig83682	898	1013	1551	1666
Contig161089	452	691	1810	2049
Contig121002	3876	4493	7373	7990
Contig842	13908	15419	22475	23986
Contig56575	2414	3002	5746	6334
Contig56575	9831	10257	12250	12676
Contig77570	4080	4585	6943	7448
Contig839	1712	4842	19455	22585
Contig839	4700	4785	5183	5268
Contig839	9607	9692	10090	10175
Contig26898	2336	4395	14005	16064
Contig25177	10356	10439	10831	10914
Contig87066	1775	1832	2098	2155
Contig124	53200	54365	59802	60967
Contig124	14960	16501	23695	25236
Contig124	12796	12929	13550	13683
Contig124	30228	35068	57659	62499
Contig314	6265	9252	23197	26184
Contig314	29730	30281	32857	33408
Contig314	1520	2683	8111	9274
Contig31841	980	2955	12173	14148
Contig3584	136	1565	8238	9667
Contig3584	2376	3449	8462	9535
Contig10730	592	853	2074	2335
Contig17967	12691	13160	15353	15822
Contig62172	186	315	923	1052
Contig820	3073	5248	15403	17578
Contig118232	490	1354	5390	6254
Contig87045	3478	3609	4222	4353
Contig20633	10652	11741	16824	17913
Contig20633	357	1859	8870	10372
Contig20633	18661	19421	22969	23729
Contig141056	662	734	1073	1145
Contig902	7863	9499	17135	18771
Contig52190	19086	19894	23670	24478
Contig34259	11375	14512	29157	32294
Contig52295	1603	3584	12835	14816
Contig23027	1936	1969	2127	2160
Contig56378	5337	6358	11125	12146
Contig56378	178	686	3059	3567
Contig50275	12175	13405	19148	20378
Contig56819	3181	3246	3550	3615
Contig55116	7695	8500	12261	13066
Contig63929	4126	4270	4946	5090
Contig39902	278	667	2486	2875
Contig18125	74328	76562	86992	89226
Contig18125	1387	7865	38096	44574
Contig38486	7465	7736	9004	9275
Contig38486	13498	13955	16091	16548
Contig22479	4692	5611	9904	10823
Contig43199	183	1169	5771	6757
Contig119169	714	866	1580	1732
Contig208271	342	563	1600	1821
Contig113213	3235	3289	3544	3598
Contig40888	14410	15080	18212	18882
Contig40888	20336	20432	20886	20982
Contig40888	2060	3275	8945	10160
Contig40683	10901	11690	15374	16163
Contig695	32	2977	16721	19666
Contig102811	1813	1886	2233	2306
Contig43033	9743	10070	11602	11929
Contig29325	863	1485	4392	5014
Contig37948	566	2474	11382	13290
Contig37948	8433	10821	21969	24357
Contig215296	231	371	1025	1165
Contig27335	18143	18565	20537	20959
Contig26007	30209	33219	47267	50277
Contig26007	14576	16544	25733	27701
Contig26007	26634	27766	33052	34184
Contig26007	50100	52564	64068	66532
Contig52686	684	922	2035	2273
Contig62127	8402	9012	11865	12475
Contig2175	1011	2993	12248	14230
Contig2175	14467	15439	19976	20948
Contig35009	95	471	2230	2606
Contig440	3481	4336	8326	9181
Contig148564	1881	2307	4300	4726
Contig34206	367	625	1829	2087
Contig45261	3699	3759	4040	4100
Contig2038	2724	3706	8292	9274
Contig37849	382	2150	10401	12169
Contig37849	16403	16431	16565	16593
Contig149786	1938	2963	7750	8775
Contig50899	3229	3303	3649	3723
Contig17168	3978	7150	21957	25129
Contig81542	572	2599	12060	14087
Contig57320	4251	4454	5406	5609
Contig38463	3911	4760	8722	9571
Contig144863	506	1053	3606	4153
Contig10799	837	1129	2497	2789
Contig17576	11	192	1040	1221
Contig352	30747	33714	47564	50531
Contig39454	717	1223	3587	4093
Contig84764	1134	1291	2026	2183
Contig21005	14418	14589	15389	15560
Contig70587	1074	2125	7036	8087
Contig1260	326	2041	10048	11763
Contig726	5549	7925	19014	21390
Contig18593	681	1102	3072	3493
Contig90955	696	2351	10077	11732
Contig49	4229	5823	13265	14859
Contig49	26475	30059	46785	50369
Contig49	15676	15847	16645	16816
Contig49	18834	20227	26734	28127
Contig49	28274	31516	46648	49890
Contig51749	1487	4114	16378	19005
Contig73100	9250	10227	14791	15768
Contig40207	2310	5828	22248	25766
Contig81897	511	1517	6212	7218
Contig56452	3249	3761	6156	6668
Contig24877	30693	33657	47495	50459
Contig34048	1437	2504	7488	8555
Contig34048	15512	18176	30608	33272
Contig33762	25004	25253	26416	26665
Contig33762	1551	1743	2641	2833
Contig348366	2646	2826	3670	3850
Contig27811	18816	20421	27917	29522
