"Quant_Varia"	"contig_gene"	"start_gene"	"end_gene"	"Pst_Values"
"Contig30598_1454_13004"	"Contig30598"	"1454"	"13004"	0.238982460788983
"Contig30604_1192_22470"	"Contig30604"	"1192"	"22470"	0.410500296149431
"Contig30618_4511_24045"	"Contig30618"	"4511"	"24045"	0.336235682785655
"Contig30624_23231_24166"	"Contig30624"	"23231"	"24166"	0.0508313681873714
"Contig30624_5098_6039"	"Contig30624"	"5098"	"6039"	0.738597184810014
"Contig30637_947_12389"	"Contig30637"	"947"	"12389"	0.100048637042365
"Contig30643_5926_28910"	"Contig30643"	"5926"	"28910"	0.377020733107763
"Contig30647_2420_39965"	"Contig30647"	"2420"	"39965"	0.196121263238506
"Contig30675_227_1660"	"Contig30675"	"227"	"1660"	0.152652303467514
"Contig30696_11625_24648"	"Contig30696"	"11625"	"24648"	0.0144270102236446
"Contig30709_25401_32692"	"Contig30709"	"25401"	"32692"	0.822635970150065
"Contig30711_727_9978"	"Contig30711"	"727"	"9978"	0.0108238395658533
"Contig30712_798_8644"	"Contig30712"	"798"	"8644"	0.0431149168397735
"Contig30720_1131_15749"	"Contig30720"	"1131"	"15749"	0.267769281756713
"Contig30720_31447_43757"	"Contig30720"	"31447"	"43757"	0.00704656138927698
"Contig30720_3651_8565"	"Contig30720"	"3651"	"8565"	0.295217106121088
"Contig3074_597_18002"	"Contig3074"	"597"	"18002"	0.267110936831371
"Contig30760_623_23403"	"Contig30760"	"623"	"23403"	0.745466719261441
"Contig30784_4860_17516"	"Contig30784"	"4860"	"17516"	0.207673354744626
"Contig308_2249_26454"	"Contig308"	"2249"	"26454"	0.514669820687477
"Contig30801_12655_25090"	"Contig30801"	"12655"	"25090"	0.285443547030661
"Contig30801_3412_11722"	"Contig30801"	"3412"	"11722"	0.407978315823659
"Contig30802_22_11564"	"Contig30802"	"22"	"11564"	0.393573080002016
"Contig30840_1862_13687"	"Contig30840"	"1862"	"13687"	0.170253036258977
"Contig30847_38_8315"	"Contig30847"	"38"	"8315"	0.387198845288078
"Contig30847_8349_19895"	"Contig30847"	"8349"	"19895"	0.472002216279851
"Contig3085_3949_6169"	"Contig3085"	"3949"	"6169"	0.696070207352252
"Contig3086_2_8391"	"Contig3086"	"2"	"8391"	0.719802147717564
"Contig30882_599_8033"	"Contig30882"	"599"	"8033"	0.485845557026034
"Contig30887_12245_13776"	"Contig30887"	"12245"	"13776"	0.172156395160536
"Contig30887_15613_16793"	"Contig30887"	"15613"	"16793"	0.158276881560001
"Contig30911_8867_29969"	"Contig30911"	"8867"	"29969"	0.0480841137591725
"Contig30916_445_15123"	"Contig30916"	"445"	"15123"	0.267528748049527
"Contig3092_6737_10121"	"Contig3092"	"6737"	"10121"	0.133952668890121
"Contig30930_849_10055"	"Contig30930"	"849"	"10055"	0.338156239430984
"Contig30942_323_4556"	"Contig30942"	"323"	"4556"	0.24016616809943
"Contig30946_2849_31457"	"Contig30946"	"2849"	"31457"	0.366850474831361
"Contig30970_11539_21368"	"Contig30970"	"11539"	"21368"	0.731711739729995
"Contig30973_253_4055"	"Contig30973"	"253"	"4055"	0.0897033157817521
"Contig30980_2566_13322"	"Contig30980"	"2566"	"13322"	0.00133164332446911
"Contig30983_12228_23562"	"Contig30983"	"12228"	"23562"	0.307876855984289
"Contig30983_2757_12217"	"Contig30983"	"2757"	"12217"	0.178970870491632
"Contig30989_5357_6293"	"Contig30989"	"5357"	"6293"	0.100510687631366
"Contig310_46_28104"	"Contig310"	"46"	"28104"	0.401583796428665
"Contig31000_18270_33481"	"Contig31000"	"18270"	"33481"	0.0155179579214732
"Contig3101_10416_14928"	"Contig3101"	"10416"	"14928"	0.0289505155677335
"Contig31018_15902_19891"	"Contig31018"	"15902"	"19891"	0.0276835798323934
"Contig31018_20125_35402"	"Contig31018"	"20125"	"35402"	0.245464422060869
"Contig31018_2172_13952"	"Contig31018"	"2172"	"13952"	0.233939763597812
"Contig31018_4791_15498"	"Contig31018"	"4791"	"15498"	0.270907133094078
"Contig31019_13401_24415"	"Contig31019"	"13401"	"24415"	0.544495108834528
"Contig31039_265_21458"	"Contig31039"	"265"	"21458"	0.60635471298101
"Contig31053_2572_18717"	"Contig31053"	"2572"	"18717"	0.00679765322399
"Contig31100_906_11415"	"Contig31100"	"906"	"11415"	0.0102068992258981
"Contig31124_1946_6078"	"Contig31124"	"1946"	"6078"	0.158365568468056
"Contig31142_21000_34944"	"Contig31142"	"21000"	"34944"	0.10587302221864
"Contig31142_891_6973"	"Contig31142"	"891"	"6973"	0.366767153534187
"Contig3115_1_9077"	"Contig3115"	"1"	"9077"	0.308779510672554
"Contig31171_1437_38835"	"Contig31171"	"1437"	"38835"	0.251897292387501
"Contig31171_67467_74359"	"Contig31171"	"67467"	"74359"	0.018908721907293
"Contig31194_4708_14973"	"Contig31194"	"4708"	"14973"	0.0699053438367297
"Contig31196_13644_25899"	"Contig31196"	"13644"	"25899"	0.423510408383309
"Contig31211_721_5010"	"Contig31211"	"721"	"5010"	0.734124768373594
"Contig31211_8980_9838"	"Contig31211"	"8980"	"9838"	0.0355868561320685
"Contig31214_1861_8483"	"Contig31214"	"1861"	"8483"	0.334236798991751
"Contig31219_1046_9884"	"Contig31219"	"1046"	"9884"	5.30786777988033e-05
"Contig31246_273_6547"	"Contig31246"	"273"	"6547"	0.496810082953661
"Contig31252_15179_21601"	"Contig31252"	"15179"	"21601"	0.118300170882848
"Contig31253_83_5984"	"Contig31253"	"83"	"5984"	0.163342656632186
"Contig31260_246_11224"	"Contig31260"	"246"	"11224"	0.0393923121537616
"Contig31264_13961_22488"	"Contig31264"	"13961"	"22488"	0.563776783876717
"Contig31307_4119_23757"	"Contig31307"	"4119"	"23757"	0.530860266222611
"Contig31322_6212_13958"	"Contig31322"	"6212"	"13958"	0.227606727587624
"Contig31325_1574_12137"	"Contig31325"	"1574"	"12137"	0.313026146181458
"Contig31326_1526_10508"	"Contig31326"	"1526"	"10508"	0.293628891497472
"Contig31350_11625_13934"	"Contig31350"	"11625"	"13934"	0.617436930561999
"Contig31353_39_19512"	"Contig31353"	"39"	"19512"	0.871921291313671
"Contig31354_533_21301"	"Contig31354"	"533"	"21301"	0.12940984868044
"Contig31360_15086_27118"	"Contig31360"	"15086"	"27118"	0.0656849405618652
"Contig3138_498_10688"	"Contig3138"	"498"	"10688"	0.122930148748297
"Contig31392_30254_54257"	"Contig31392"	"30254"	"54257"	0.322012979713472
"Contig31392_39456_54798"	"Contig31392"	"39456"	"54798"	0.322012979713472
"Contig31394_26199_32349"	"Contig31394"	"26199"	"32349"	0.265520575208971
"Contig31394_33180_55415"	"Contig31394"	"33180"	"55415"	0.760146883584677
"Contig314_29730_33408"	"Contig314"	"29730"	"33408"	0.0378000114340839
"Contig314_6265_26184"	"Contig314"	"6265"	"26184"	0.157334091548672
"Contig31435_4046_25675"	"Contig31435"	"4046"	"25675"	0.0043281319989662
"Contig31448_1518_7650"	"Contig31448"	"1518"	"7650"	0.841848457319117
"Contig31449_2734_8502"	"Contig31449"	"2734"	"8502"	0.792772978223519
"Contig31452_1776_4779"	"Contig31452"	"1776"	"4779"	0.00112165601248462
"Contig31462_1268_30976"	"Contig31462"	"1268"	"30976"	0.255977886187821
"Contig31478_2304_20637"	"Contig31478"	"2304"	"20637"	4.34071373580682e-05
"Contig31485_14817_23594"	"Contig31485"	"14817"	"23594"	0.469293396783724
"Contig31492_321_12647"	"Contig31492"	"321"	"12647"	0.437168261262065
"Contig31515_5597_20980"	"Contig31515"	"5597"	"20980"	0.00875840731992601
"Contig31516_3428_10913"	"Contig31516"	"3428"	"10913"	0.763087026846433
"Contig31522_196_1307"	"Contig31522"	"196"	"1307"	0.562943287731645
"Contig31522_8673_26642"	"Contig31522"	"8673"	"26642"	0.458748742622364
"Contig3153_799_9183"	"Contig3153"	"799"	"9183"	0.268953608914147
"Contig31546_472_15944"	"Contig31546"	"472"	"15944"	0.417540767550543
"Contig31547_448_1800"	"Contig31547"	"448"	"1800"	0.597981985483136
"Contig31547_8124_10116"	"Contig31547"	"8124"	"10116"	0.542203307478164
"Contig31548_1252_40665"	"Contig31548"	"1252"	"40665"	0.0299677041370108
"Contig31552_2882_47147"	"Contig31552"	"2882"	"47147"	0.0151127685348287
"Contig31559_92_10877"	"Contig31559"	"92"	"10877"	0.113472992128404
"Contig31577_8088_27455"	"Contig31577"	"8088"	"27455"	0.560812444443024
"Contig31577_882_7910"	"Contig31577"	"882"	"7910"	0.557343945425343
"Contig31581_1271_7168"	"Contig31581"	"1271"	"7168"	0.0775014824857695
"Contig31586_9741_11954"	"Contig31586"	"9741"	"11954"	0.543632783345394
"Contig31587_3748_14424"	"Contig31587"	"3748"	"14424"	0.0643823381549084
"Contig31590_1258_6708"	"Contig31590"	"1258"	"6708"	0.20763290220265
"Contig31605_11238_17730"	"Contig31605"	"11238"	"17730"	0.432753508862406
"Contig31605_192_12343"	"Contig31605"	"192"	"12343"	0.691527401311338
"Contig31621_5362_21838"	"Contig31621"	"5362"	"21838"	0.458135118278949
"Contig31628_1_18334"	"Contig31628"	"1"	"18334"	0.0417970689838503
"Contig31659_15235_30939"	"Contig31659"	"15235"	"30939"	0.0572477109153573
"Contig31670_192_11211"	"Contig31670"	"192"	"11211"	0.0478187645758266
"Contig31670_5418_26425"	"Contig31670"	"5418"	"26425"	0.127392226998356
"Contig31681_17601_39217"	"Contig31681"	"17601"	"39217"	0.031285290478425
"Contig31681_19580_30778"	"Contig31681"	"19580"	"30778"	0.1843467111764
"Contig31681_5331_9168"	"Contig31681"	"5331"	"9168"	0.19246497883501
"Contig31699_17869_39333"	"Contig31699"	"17869"	"39333"	0.275848482756017
"Contig317_748_31441"	"Contig317"	"748"	"31441"	0.0386858395615849
"Contig31714_274_13075"	"Contig31714"	"274"	"13075"	0.0150728266339922
"Contig31746_455_12369"	"Contig31746"	"455"	"12369"	0.104778247546849
"Contig31751_1130_6324"	"Contig31751"	"1130"	"6324"	0.0391322495402786
"Contig31753_1151_18905"	"Contig31753"	"1151"	"18905"	0.501765468205566
"Contig31804_47_6563"	"Contig31804"	"47"	"6563"	0.085451792565604
"Contig31805_2969_10304"	"Contig31805"	"2969"	"10304"	0.339662035481124
"Contig31821_5071_16381"	"Contig31821"	"5071"	"16381"	0.7195791895187
"Contig31828_145_3089"	"Contig31828"	"145"	"3089"	0.349262579248212
"Contig31843_261_5967"	"Contig31843"	"261"	"5967"	0.510853722854966
"Contig31868_1752_16982"	"Contig31868"	"1752"	"16982"	0.103353641870573
"Contig3188_15_6125"	"Contig3188"	"15"	"6125"	0.194600222281694
"Contig31887_2996_9115"	"Contig31887"	"2996"	"9115"	0.899912373362732
"Contig31893_343_12507"	"Contig31893"	"343"	"12507"	0.000959758961984861
"Contig31902_486_35164"	"Contig31902"	"486"	"35164"	0.619445604899173
"Contig31938_1187_27852"	"Contig31938"	"1187"	"27852"	0.00941059828431821
"Contig31938_37259_55777"	"Contig31938"	"37259"	"55777"	0.0135811382561413
"Contig31954_574_10843"	"Contig31954"	"574"	"10843"	0.714248773030228
"Contig31971_36204_39011"	"Contig31971"	"36204"	"39011"	0.588134952269316
"Contig31971_41130_53435"	"Contig31971"	"41130"	"53435"	0.741744959882374
"Contig31978_19655_40471"	"Contig31978"	"19655"	"40471"	0.249070599135279
"Contig31987_17996_29182"	"Contig31987"	"17996"	"29182"	0.0518584817799319
"Contig31990_1001_7030"	"Contig31990"	"1001"	"7030"	0.0354718308202235
"Contig31994_1889_4941"	"Contig31994"	"1889"	"4941"	0.0618331255248952
"Contig320_24111_35848"	"Contig320"	"24111"	"35848"	0.481138931895963
"Contig32060_1771_20366"	"Contig32060"	"1771"	"20366"	0.140548333839672
"Contig32080_18263_34889"	"Contig32080"	"18263"	"34889"	0.00857512470721389
"Contig32080_20111_32024"	"Contig32080"	"20111"	"32024"	0.0371805138577349
"Contig32080_78_8466"	"Contig32080"	"78"	"8466"	0.245282852470936
"Contig32086_25899_41448"	"Contig32086"	"25899"	"41448"	0.27996991140991
"Contig32086_353_41495"	"Contig32086"	"353"	"41495"	0.233927607219719
"Contig32088_143_14784"	"Contig32088"	"143"	"14784"	0.000215399438012463
"Contig32108_5829_13356"	"Contig32108"	"5829"	"13356"	0.0381976337483175
"Contig32115_19354_25663"	"Contig32115"	"19354"	"25663"	0.39857471693011
"Contig32122_14215_17784"	"Contig32122"	"14215"	"17784"	0.031909969975323
"Contig32133_15051_22040"	"Contig32133"	"15051"	"22040"	0.0647125804566632
"Contig32164_1695_16398"	"Contig32164"	"1695"	"16398"	0.919520884341704
"Contig32174_164_3534"	"Contig32174"	"164"	"3534"	0.392518501720773
"Contig32177_39480_48471"	"Contig32177"	"39480"	"48471"	0.111290075550894
"Contig32187_26874_37331"	"Contig32187"	"26874"	"37331"	0.773538115046274
"Contig32187_984_26033"	"Contig32187"	"984"	"26033"	0.15434197768209
"Contig32208_1376_20028"	"Contig32208"	"1376"	"20028"	0.211430322992409
"Contig32213_553_11052"	"Contig32213"	"553"	"11052"	0.551741430525954
"Contig32215_506_13686"	"Contig32215"	"506"	"13686"	0.0551674489835141
"Contig3222_6215_14098"	"Contig3222"	"6215"	"14098"	0.0599222384434377
"Contig32223_138_5263"	"Contig32223"	"138"	"5263"	0.00731344915414235
"Contig32236_493_7947"	"Contig32236"	"493"	"7947"	0.00334204594443332
"Contig32305_2208_8211"	"Contig32305"	"2208"	"8211"	0.293161529183567
"Contig32316_292_11801"	"Contig32316"	"292"	"11801"	0.0211995935450776
"Contig32346_23736_44310"	"Contig32346"	"23736"	"44310"	0.00865225537910545
"Contig3235_4854_10960"	"Contig3235"	"4854"	"10960"	0.497071692384414
"Contig32354_3945_9984"	"Contig32354"	"3945"	"9984"	0.193486895979899
"Contig32384_997_8464"	"Contig32384"	"997"	"8464"	0.257370405229818
"Contig32401_15031_25618"	"Contig32401"	"15031"	"25618"	0.0663871550422033
"Contig32405_18270_25618"	"Contig32405"	"18270"	"25618"	0.0760935898744321
"Contig32405_2813_17391"	"Contig32405"	"2813"	"17391"	0.780064252881191
"Contig32405_423_17105"	"Contig32405"	"423"	"17105"	0.808083537011018
"Contig32432_2704_36462"	"Contig32432"	"2704"	"36462"	0.182475370618819
"Contig32435_18430_38009"	"Contig32435"	"18430"	"38009"	0.107380795750995
"Contig32438_140_1027"	"Contig32438"	"140"	"1027"	0.873578139424381
"Contig32458_56840_89757"	"Contig32458"	"56840"	"89757"	0.115841411313946
"Contig32472_8_7493"	"Contig32472"	"8"	"7493"	0.635937569562992
"Contig32473_2365_3385"	"Contig32473"	"2365"	"3385"	0.0936909785042025
"Contig32474_38_3317"	"Contig32474"	"38"	"3317"	0.04653257747617
"Contig32476_855_16935"	"Contig32476"	"855"	"16935"	0.77241273324712
"Contig32476_934_20598"	"Contig32476"	"934"	"20598"	0.77241273324712
"Contig32479_12606_41851"	"Contig32479"	"12606"	"41851"	0.07811745402269
"Contig32494_6350_14218"	"Contig32494"	"6350"	"14218"	0.451203147862146
"Contig32498_25029_33434"	"Contig32498"	"25029"	"33434"	0.105304103525288
"Contig32500_18977_24075"	"Contig32500"	"18977"	"24075"	0.000838332592691071
"Contig32500_8156_28185"	"Contig32500"	"8156"	"28185"	0.0694018813258211
"Contig32502_8537_19621"	"Contig32502"	"8537"	"19621"	0.00352867208945828
"Contig3252_6403_11162"	"Contig3252"	"6403"	"11162"	0.318079424711442
"Contig32526_7890_21829"	"Contig32526"	"7890"	"21829"	0.055621836341755
"Contig32533_1754_3379"	"Contig32533"	"1754"	"3379"	0.189088926398587
"Contig32566_11055_41407"	"Contig32566"	"11055"	"41407"	0.846260440520391
"Contig32566_6290_21883"	"Contig32566"	"6290"	"21883"	0.671258568863609
"Contig32601_4727_23676"	"Contig32601"	"4727"	"23676"	0.0331708925004056
"Contig32604_3569_18369"	"Contig32604"	"3569"	"18369"	0.160936294265634
"Contig3261_16436_29394"	"Contig3261"	"16436"	"29394"	0.0861866340512699
"Contig32627_752_3771"	"Contig32627"	"752"	"3771"	0.729808485054069
"Contig32635_234_3935"	"Contig32635"	"234"	"3935"	0.491977949051645
"Contig32641_10211_19244"	"Contig32641"	"10211"	"19244"	0.362665447297795
"Contig32642_377_13518"	"Contig32642"	"377"	"13518"	0.0909157855733234
"Contig32648_3200_10303"	"Contig32648"	"3200"	"10303"	0.594148942193322
"Contig3265_1456_3549"	"Contig3265"	"1456"	"3549"	0.217264278637829
"Contig32654_12760_21940"	"Contig32654"	"12760"	"21940"	0.0294920194825072
"Contig32654_1340_12681"	"Contig32654"	"1340"	"12681"	0.146815504137744
"Contig32656_5107_13452"	"Contig32656"	"5107"	"13452"	0.156311075202679
"Contig32660_209_11133"	"Contig32660"	"209"	"11133"	0.00249331860308453
"Contig32660_3611_13112"	"Contig32660"	"3611"	"13112"	0.00249331860308453
"Contig32669_6037_11360"	"Contig32669"	"6037"	"11360"	0.307962577935081
"Contig32671_8131_27635"	"Contig32671"	"8131"	"27635"	0.508545513838739
"Contig32705_12096_15342"	"Contig32705"	"12096"	"15342"	0.0414876740276956
"Contig32705_6414_15267"	"Contig32705"	"6414"	"15267"	0.254586848041223
"Contig32706_37275_50237"	"Contig32706"	"37275"	"50237"	0.0494370610992174
"Contig32711_1810_5688"	"Contig32711"	"1810"	"5688"	0.533488697958601
"Contig32753_6611_13290"	"Contig32753"	"6611"	"13290"	0.439278391420525
"Contig32754_197_5536"	"Contig32754"	"197"	"5536"	0.114258487694328
"Contig3277_3_17214"	"Contig3277"	"3"	"17214"	0.308157097192315
"Contig32783_146_11454"	"Contig32783"	"146"	"11454"	0.1858108759027
"Contig32783_16225_35701"	"Contig32783"	"16225"	"35701"	0.810751571036755
"Contig32791_3250_9532"	"Contig32791"	"3250"	"9532"	0.0135381255173299
"Contig32795_2557_8640"	"Contig32795"	"2557"	"8640"	0.136736622409844
"Contig32806_4653_8272"	"Contig32806"	"4653"	"8272"	0.11926036081445
"Contig32824_477_5470"	"Contig32824"	"477"	"5470"	0.179275928568924
"Contig32826_9685_13962"	"Contig32826"	"9685"	"13962"	0.415514400492798
"Contig32837_1615_30536"	"Contig32837"	"1615"	"30536"	0.185079711943441
"Contig32840_272_16067"	"Contig32840"	"272"	"16067"	0.234556712491384
"Contig32845_1379_13480"	"Contig32845"	"1379"	"13480"	0.0358070095817666
"Contig32850_12224_16989"	"Contig32850"	"12224"	"16989"	0.0860282538264492
"Contig32850_23_934"	"Contig32850"	"23"	"934"	0.0264706737104923
"Contig32850_4612_5212"	"Contig32850"	"4612"	"5212"	0.21005985161772
"Contig32850_6660_7984"	"Contig32850"	"6660"	"7984"	0.526751522866757
"Contig32850_9288_11028"	"Contig32850"	"9288"	"11028"	0.472479572665848
"Contig32862_3184_5775"	"Contig32862"	"3184"	"5775"	0.00845641769160231
"Contig32884_5201_13115"	"Contig32884"	"5201"	"13115"	0.135101988491643
"Contig3289_10844_23953"	"Contig3289"	"10844"	"23953"	0.416549515272228
"Contig32896_4560_18482"	"Contig32896"	"4560"	"18482"	0.671468530115846
"Contig32898_6317_21989"	"Contig32898"	"6317"	"21989"	0.875526998164058
"Contig32903_91_18185"	"Contig32903"	"91"	"18185"	0.852382367963381
"Contig32910_4664_18767"	"Contig32910"	"4664"	"18767"	0.0235805009800122
"Contig32911_515_6662"	"Contig32911"	"515"	"6662"	0.262898808210748
"Contig32917_407_14710"	"Contig32917"	"407"	"14710"	0.773117123763442
"Contig32921_211_11346"	"Contig32921"	"211"	"11346"	0.0524251956096034
"Contig32929_12304_24820"	"Contig32929"	"12304"	"24820"	0.0541363690250579
"Contig32939_17224_21813"	"Contig32939"	"17224"	"21813"	0.455298511500068
"Contig32962_20052_35690"	"Contig32962"	"20052"	"35690"	0.0186444420933067
"Contig32983_27_4045"	"Contig32983"	"27"	"4045"	0.360273105367824
"Contig33_29876_59460"	"Contig33"	"29876"	"59460"	0.839089576562985
"Contig33029_1572_11522"	"Contig33029"	"1572"	"11522"	0.13137103329171
"Contig33029_3457_15095"	"Contig33029"	"3457"	"15095"	0.146410871067915
"Contig3303_1959_11276"	"Contig3303"	"1959"	"11276"	0.0216350164653739
"Contig33034_61587_67778"	"Contig33034"	"61587"	"67778"	0.578738095573917
"Contig3304_518_8830"	"Contig3304"	"518"	"8830"	0.143530692440568
"Contig33065_1156_17483"	"Contig33065"	"1156"	"17483"	0.505020230473298
"Contig33096_1618_9347"	"Contig33096"	"1618"	"9347"	0.647849339968259
"Contig33096_6863_23774"	"Contig33096"	"6863"	"23774"	0.359192273303907
"Contig33102_14310_14728"	"Contig33102"	"14310"	"14728"	0.935679220465675
"Contig33108_1106_23359"	"Contig33108"	"1106"	"23359"	0.511716728641034
"Contig33119_1092_18804"	"Contig33119"	"1092"	"18804"	0.00911075779213357
"Contig33123_3816_24086"	"Contig33123"	"3816"	"24086"	0.319291798036878
"Contig33137_16320_23000"	"Contig33137"	"16320"	"23000"	0.704460947279215
"Contig33153_13303_29223"	"Contig33153"	"13303"	"29223"	0.308740054170175
"Contig33153_4098_17249"	"Contig33153"	"4098"	"17249"	0.409116443798786
"Contig33154_8379_24844"	"Contig33154"	"8379"	"24844"	0.554345716322293
"Contig33157_101_14213"	"Contig33157"	"101"	"14213"	0.158305411797863
"Contig33161_17169_22838"	"Contig33161"	"17169"	"22838"	0.445916728685965
"Contig33161_3824_6981"	"Contig33161"	"3824"	"6981"	0.000388737422244113
"Contig33161_764_11527"	"Contig33161"	"764"	"11527"	0.00579074192272449
"Contig33174_879_8126"	"Contig33174"	"879"	"8126"	0.382389976566972
"Contig33224_376_2663"	"Contig33224"	"376"	"2663"	0.714203448180195
"Contig33227_5679_11743"	"Contig33227"	"5679"	"11743"	0.621947871794761
"Contig33261_739_6523"	"Contig33261"	"739"	"6523"	0.331679680694146
"Contig33263_7011_22208"	"Contig33263"	"7011"	"22208"	0.0277333128887024
"Contig33268_21504_23968"	"Contig33268"	"21504"	"23968"	0.645353617978385
"Contig33268_41508_44642"	"Contig33268"	"41508"	"44642"	0.533455941848194
"Contig33283_26949_33118"	"Contig33283"	"26949"	"33118"	0.291618603062919
"Contig33284_258_5098"	"Contig33284"	"258"	"5098"	0.106154637669111
"Contig33303_36_2429"	"Contig33303"	"36"	"2429"	0.00155492981923056
"Contig33308_2408_7868"	"Contig33308"	"2408"	"7868"	0.285456646316253
"Contig33357_180_2366"	"Contig33357"	"180"	"2366"	0.47067947136044
"Contig33360_275_24354"	"Contig33360"	"275"	"24354"	0.148915881545865
"Contig33362_27420_29916"	"Contig33362"	"27420"	"29916"	0.586148762260882
"Contig33369_31_8957"	"Contig33369"	"31"	"8957"	0.00436800228393206
"Contig3337_9664_17910"	"Contig3337"	"9664"	"17910"	0.00537728627644519
"Contig33377_2925_6219"	"Contig33377"	"2925"	"6219"	0.0728556205641016
"Contig33378_2002_7532"	"Contig33378"	"2002"	"7532"	0.31168022728417
"Contig33399_5229_7007"	"Contig33399"	"5229"	"7007"	0.512112972370296
"Contig33399_7048_7491"	"Contig33399"	"7048"	"7491"	0.167738124218219
"Contig334_3565_17681"	"Contig334"	"3565"	"17681"	0.612954971188105
"Contig33409_38936_47337"	"Contig33409"	"38936"	"47337"	0.1255813778255
"Contig33411_2812_11652"	"Contig33411"	"2812"	"11652"	0.216309883944909
"Contig33432_13917_22988"	"Contig33432"	"13917"	"22988"	0.249599915804354
"Contig33432_1750_20111"	"Contig33432"	"1750"	"20111"	0.586918451092211
"Contig33435_3115_16670"	"Contig33435"	"3115"	"16670"	0.403873121440864
"Contig33470_200_37120"	"Contig33470"	"200"	"37120"	0.458350699317221
"Contig335_1613_34841"	"Contig335"	"1613"	"34841"	0.388673102528345
"Contig33506_878_6946"	"Contig33506"	"878"	"6946"	0.744890132579797
"Contig33512_2405_9764"	"Contig33512"	"2405"	"9764"	0.612217429961856
"Contig33513_3047_7609"	"Contig33513"	"3047"	"7609"	0.482398251898142
"Contig33520_7018_23068"	"Contig33520"	"7018"	"23068"	0.133147884461915
"Contig33538_2083_29496"	"Contig33538"	"2083"	"29496"	0.314798645837633
"Contig33555_8431_22450"	"Contig33555"	"8431"	"22450"	0.243357027246451
"Contig33584_37010_51080"	"Contig33584"	"37010"	"51080"	0.328680423216818
"Contig33584_50893_52151"	"Contig33584"	"50893"	"52151"	0.0345099805820465
"Contig3360_1453_11039"	"Contig3360"	"1453"	"11039"	0.806200902811197
"Contig33606_19372_32662"	"Contig33606"	"19372"	"32662"	0.0901400287998262
"Contig33621_552_5268"	"Contig33621"	"552"	"5268"	0.278090126872343
"Contig33623_144_3184"	"Contig33623"	"144"	"3184"	0.549951653302554
"Contig33631_2967_45293"	"Contig33631"	"2967"	"45293"	0.197127865316113
"Contig33652_3314_25344"	"Contig33652"	"3314"	"25344"	0.0598684514006911
"Contig33661_38_12956"	"Contig33661"	"38"	"12956"	0.248717024901772
"Contig33670_1658_19009"	"Contig33670"	"1658"	"19009"	0.804421421078521
"Contig33670_32791_41570"	"Contig33670"	"32791"	"41570"	0.277010739598098
"Contig33673_5167_17370"	"Contig33673"	"5167"	"17370"	0.808035177589649
"Contig33678_4339_7264"	"Contig33678"	"4339"	"7264"	0.192746394115503
"Contig33695_9585_23333"	"Contig33695"	"9585"	"23333"	0.698072088397366
"Contig337_1471_41660"	"Contig337"	"1471"	"41660"	0.000620878565553851
"Contig33704_60_3821"	"Contig33704"	"60"	"3821"	0.411332896522424
"Contig33716_1019_27755"	"Contig33716"	"1019"	"27755"	0.562383471189187
"Contig33717_9071_19632"	"Contig33717"	"9071"	"19632"	0.178172040646857
"Contig33748_8929_18908"	"Contig33748"	"8929"	"18908"	0.181294520839122
"Contig33749_14012_16587"	"Contig33749"	"14012"	"16587"	0.252467115948378
"Contig33755_11562_31836"	"Contig33755"	"11562"	"31836"	0.546436633077392
"Contig33761_4086_6080"	"Contig33761"	"4086"	"6080"	0.0510456881061158
"Contig33774_764_25310"	"Contig33774"	"764"	"25310"	0.0133198237773341
"Contig33775_9798_21632"	"Contig33775"	"9798"	"21632"	0.694323437823937
"Contig33796_1389_21057"	"Contig33796"	"1389"	"21057"	0.226144729374169
"Contig3381_238_1270"	"Contig3381"	"238"	"1270"	0.93809149397797
"Contig33815_22496_33392"	"Contig33815"	"22496"	"33392"	0.365592816207324
"Contig33816_941_8794"	"Contig33816"	"941"	"8794"	0.648164280508967
"Contig33824_26628_29764"	"Contig33824"	"26628"	"29764"	0.352030732647468
"Contig33835_2731_20464"	"Contig33835"	"2731"	"20464"	0.202004036922592
"Contig33839_10696_22636"	"Contig33839"	"10696"	"22636"	0.701134076163141
"Contig33839_22668_55226"	"Contig33839"	"22668"	"55226"	0.414949914413184
"Contig3384_404_14629"	"Contig3384"	"404"	"14629"	0.0100329852216693
"Contig33853_528_3694"	"Contig33853"	"528"	"3694"	0.397859089358204
"Contig3386_6745_14602"	"Contig3386"	"6745"	"14602"	0.408107144372192
"Contig33869_19093_21876"	"Contig33869"	"19093"	"21876"	0.219366040751218
"Contig339_8120_26985"	"Contig339"	"8120"	"26985"	0.756235798363954
"Contig33931_18275_30175"	"Contig33931"	"18275"	"30175"	0.606241778047061
"Contig33955_1085_25654"	"Contig33955"	"1085"	"25654"	0.283031355386667
"Contig33968_6498_21110"	"Contig33968"	"6498"	"21110"	0.652162496919695
"Contig33970_215_9579"	"Contig33970"	"215"	"9579"	0.0195661089238387
"Contig34014_6511_10104"	"Contig34014"	"6511"	"10104"	0.51624500822856
"Contig34041_1280_7724"	"Contig34041"	"1280"	"7724"	0.41149066207683
"Contig34048_1437_8555"	"Contig34048"	"1437"	"8555"	0.0580361741587092
"Contig34052_34312_41625"	"Contig34052"	"34312"	"41625"	0.00264030620782132
"Contig34052_4890_33755"	"Contig34052"	"4890"	"33755"	0.110418907392208
