"Quant_Varia"	"contig_gene"	"start_gene_2kb"	"end_gene_2kb"	"Pst_Values"
"Contig33360_1_26354"	"Contig33360"	"1"	"26354"	0.309436609814607
"Contig33362_25420_31916"	"Contig33362"	"25420"	"31916"	0.0948760137146334
"Contig33362_28138_32471"	"Contig33362"	"28138"	"32471"	0.144831613452326
"Contig33369_1_10957"	"Contig33369"	"1"	"10957"	0.140939615845337
"Contig3337_7664_17963"	"Contig3337"	"7664"	"17963"	0.00875761705150094
"Contig33378_2_8746"	"Contig33378"	"2"	"8746"	0.73153266111394
"Contig33399_3229_9007"	"Contig33399"	"3229"	"9007"	0.183773920029109
"Contig33399_5048_9430"	"Contig33399"	"5048"	"9430"	0.183773920029109
"Contig33405_1530_5821"	"Contig33405"	"1530"	"5821"	0.110296372686627
"Contig33409_36936_48827"	"Contig33409"	"36936"	"48827"	0.485668175865654
"Contig33432_1_22111"	"Contig33432"	"1"	"22111"	0.2835314504093
"Contig33470_1_39120"	"Contig33470"	"1"	"39120"	0.608238037411459
"Contig33506_1_8432"	"Contig33506"	"1"	"8432"	0.566979359056049
"Contig33512_405_10259"	"Contig33512"	"405"	"10259"	0.203001734759527
"Contig33513_1047_7711"	"Contig33513"	"1047"	"7711"	0.509233200764214
"Contig33520_5018_23702"	"Contig33520"	"5018"	"23702"	0.460923588933762
"Contig33555_6431_24450"	"Contig33555"	"6431"	"24450"	0.387393746798377
"Contig33584_35010_53080"	"Contig33584"	"35010"	"53080"	0.426104106976446
"Contig33584_48893_53291"	"Contig33584"	"48893"	"53291"	0.426104106976446
"Contig33621_1_5370"	"Contig33621"	"1"	"5370"	0.103784432278579
"Contig33623_1_3864"	"Contig33623"	"1"	"3864"	0.412021699988931
"Contig33624_7166_20314"	"Contig33624"	"7166"	"20314"	0.500300981749158
"Contig33652_1314_27344"	"Contig33652"	"1314"	"27344"	0.0969217540332145
"Contig33661_1_14956"	"Contig33661"	"1"	"14956"	0.764812723789446
"Contig33670_30791_43570"	"Contig33670"	"30791"	"43570"	0.00271868789818915
"Contig33673_3167_19321"	"Contig33673"	"3167"	"19321"	0.00282105386881556
"Contig33678_2339_9264"	"Contig33678"	"2339"	"9264"	0.671276627515536
"Contig337_1_42521"	"Contig337"	"1"	"42521"	0.263712821373722
"Contig33716_1_27811"	"Contig33716"	"1"	"27811"	0.24777118622067
"Contig33717_7071_20495"	"Contig33717"	"7071"	"20495"	0.0972595089611748
"Contig33748_6929_20908"	"Contig33748"	"6929"	"20908"	0.250067789817405
"Contig33749_12012_18587"	"Contig33749"	"12012"	"18587"	0.250140077179058
"Contig33796_1_23057"	"Contig33796"	"1"	"23057"	0.735560858330388
"Contig3381_1_3270"	"Contig3381"	"1"	"3270"	0.934873322333404
"Contig3381_2044_6200"	"Contig3381"	"2044"	"6200"	0.174579330777115
"Contig33815_20496_33423"	"Contig33815"	"20496"	"33423"	0.491252742376482
"Contig33816_1_10794"	"Contig33816"	"1"	"10794"	0.279841160655444
"Contig33824_24628_30593"	"Contig33824"	"24628"	"30593"	0.606320897188441
"Contig33835_731_20510"	"Contig33835"	"731"	"20510"	0.0533545936782157
"Contig33839_8696_24636"	"Contig33839"	"8696"	"24636"	0.675476515673023
"Contig33853_1_5694"	"Contig33853"	"1"	"5694"	0.448496410826491
"Contig3386_4745_14675"	"Contig3386"	"4745"	"14675"	0.188554358548017
"Contig33873_2445_43700"	"Contig33873"	"2445"	"43700"	0.497634726363559
"Contig33931_16275_30869"	"Contig33931"	"16275"	"30869"	0.435453469720393
"Contig34014_4511_10623"	"Contig34014"	"4511"	"10623"	0.159297458082119
"Contig34041_1_9724"	"Contig34041"	"1"	"9724"	0.199178566775481
"Contig34052_2663_31407"	"Contig34052"	"2663"	"31407"	0.72679922183247
"Contig34052_2890_35755"	"Contig34052"	"2890"	"35755"	0.72679922183247
"Contig34055_1147_38530"	"Contig34055"	"1147"	"38530"	0.0770892125054681
"Contig34055_21599_30493"	"Contig34055"	"21599"	"30493"	0.0770892125054681
"Contig34055_7203_25572"	"Contig34055"	"7203"	"25572"	0.0770892125054681
"Contig34083_1753_27283"	"Contig34083"	"1753"	"27283"	0.582474378792902
"Contig34099_646_20968"	"Contig34099"	"646"	"20968"	0.0850282605630729
"Contig34126_1_9022"	"Contig34126"	"1"	"9022"	0.264681056279688
"Contig3413_1_10763"	"Contig3413"	"1"	"10763"	0.0268944113924746
"Contig34146_2884_16905"	"Contig34146"	"2884"	"16905"	0.585051995993299
"Contig34169_1_19806"	"Contig34169"	"1"	"19806"	0.00456320135718282
"Contig34173_1_23495"	"Contig34173"	"1"	"23495"	0.0117522220170083
"Contig3418_1_15504"	"Contig3418"	"1"	"15504"	0.00050379775529448
"Contig34180_1_7381"	"Contig34180"	"1"	"7381"	0.540141172494003
"Contig34208_5005_13321"	"Contig34208"	"5005"	"13321"	0.000771208495147789
"Contig3421_1_14007"	"Contig3421"	"1"	"14007"	0.122447933186941
"Contig34213_2515_22242"	"Contig34213"	"2515"	"22242"	0.141824005473238
"Contig34225_1_11801"	"Contig34225"	"1"	"11801"	0.045349201632722
"Contig34292_1_9620"	"Contig34292"	"1"	"9620"	0.0113480677701645
"Contig34295_1025_6663"	"Contig34295"	"1025"	"6663"	0.0126173000369051
"Contig34298_13092_51114"	"Contig34298"	"13092"	"51114"	0.00402731269676431
"Contig3430_1_6292"	"Contig3430"	"1"	"6292"	0.28370396921239
"Contig34318_14351_38614"	"Contig34318"	"14351"	"38614"	0.0446024437273902
"Contig34318_2714_37563"	"Contig34318"	"2714"	"37563"	0.0446024437273902
"Contig34342_1_3645"	"Contig34342"	"1"	"3645"	0.0554261582761059
"Contig34342_4109_16952"	"Contig34342"	"4109"	"16952"	0.802700223268206
"Contig34342_880_7825"	"Contig34342"	"880"	"7825"	0.0554261582761059
"Contig34352_1_28921"	"Contig34352"	"1"	"28921"	0.509376551345463
"Contig3436_1_10379"	"Contig3436"	"1"	"10379"	0.0553784699852158
"Contig34422_1183_11427"	"Contig34422"	"1183"	"11427"	0.0517429360578181
"Contig34440_1_3337"	"Contig34440"	"1"	"3337"	0.453018477764959
"Contig34453_11551_14677"	"Contig34453"	"11551"	"14677"	0.146131737117626
"Contig34453_8908_14677"	"Contig34453"	"8908"	"14677"	0.146131737117626
"Contig34511_16341_21676"	"Contig34511"	"16341"	"21676"	0.105771021215213
"Contig34511_530_7848"	"Contig34511"	"530"	"7848"	0.600465970238491
"Contig34544_2309_18977"	"Contig34544"	"2309"	"18977"	0.000161811253154252
"Contig34544_743_17768"	"Contig34544"	"743"	"17768"	0.000161811253154252
"Contig34590_1_22889"	"Contig34590"	"1"	"22889"	0.326715860524228
"Contig34590_3287_23789"	"Contig34590"	"3287"	"23789"	0.326715860524228
"Contig34592_7994_34280"	"Contig34592"	"7994"	"34280"	0.0955367462978821
"Contig34596_10571_27315"	"Contig34596"	"10571"	"27315"	0.758016634142865
"Contig346_9643_18100"	"Contig346"	"9643"	"18100"	0.272749514432878
"Contig34601_1_1743"	"Contig34601"	"1"	"1743"	0.746009995525687
"Contig34643_13413_41378"	"Contig34643"	"13413"	"41378"	0.0539351271169454
"Contig34665_1_29272"	"Contig34665"	"1"	"29272"	0.00469220540117865
"Contig3468_15663_22600"	"Contig3468"	"15663"	"22600"	0.596419432882301
"Contig3468_20115_23753"	"Contig3468"	"20115"	"23753"	0.596419432882301
"Contig34681_1_16675"	"Contig34681"	"1"	"16675"	0.652387545928536
"Contig34683_1_3945"	"Contig34683"	"1"	"3945"	0.00900679564213225
"Contig3469_1_18404"	"Contig3469"	"1"	"18404"	0.36355049514558
"Contig34696_6664_25965"	"Contig34696"	"6664"	"25965"	0.477673298265853
"Contig347_999_24401"	"Contig347"	"999"	"24401"	0.174206671853775
"Contig34719_1131_5705"	"Contig34719"	"1131"	"5705"	0.227579093905765
"Contig34719_1916_7613"	"Contig34719"	"1916"	"7613"	0.227579093905765
"Contig34720_1332_13670"	"Contig34720"	"1332"	"13670"	0.000343871806584007
"Contig34764_1_3720"	"Contig34764"	"1"	"3720"	0.658947385349234
"Contig34793_1_20710"	"Contig34793"	"1"	"20710"	0.156234139161694
"Contig34798_1_36008"	"Contig34798"	"1"	"36008"	1
"Contig34798_4088_25319"	"Contig34798"	"4088"	"25319"	1
"Contig34799_1_21067"	"Contig34799"	"1"	"21067"	0.145440128979478
"Contig34824_15832_28016"	"Contig34824"	"15832"	"28016"	0.000187185490245925
"Contig34824_3032_15035"	"Contig34824"	"3032"	"15035"	0.631769693331558
"Contig34827_893_14607"	"Contig34827"	"893"	"14607"	0.0676717566775295
"Contig34867_1960_18120"	"Contig34867"	"1960"	"18120"	0.0708650441652048
"Contig349_17342_36303"	"Contig349"	"17342"	"36303"	0.0451905848412588
"Contig34940_1_20278"	"Contig34940"	"1"	"20278"	0.440720813841285
"Contig34965_2614_28994"	"Contig34965"	"2614"	"28994"	0.0418922644593231
"Contig34998_1_28409"	"Contig34998"	"1"	"28409"	0.417890950729951
"Contig350_2645_26552"	"Contig350"	"2645"	"26552"	0.0484502062769588
"Contig35012_80_17282"	"Contig35012"	"80"	"17282"	0.00941636768721353
"Contig35066_2387_12941"	"Contig35066"	"2387"	"12941"	0.405934593923918
"Contig35069_2484_11513"	"Contig35069"	"2484"	"11513"	0.638166461463377
"Contig3507_1_14625"	"Contig3507"	"1"	"14625"	0.0619881450095601
"Contig35076_1_10925"	"Contig35076"	"1"	"10925"	0.611689274984909
"Contig35076_1526_14197"	"Contig35076"	"1526"	"14197"	0.611689274984909
"Contig35086_1_4524"	"Contig35086"	"1"	"4524"	0.869374280202813
"Contig35089_20334_26078"	"Contig35089"	"20334"	"26078"	0.119948714774309
"Contig35089_22386_27575"	"Contig35089"	"22386"	"27575"	0.126266594847363
"Contig35089_24146_30994"	"Contig35089"	"24146"	"30994"	0.0790322740217174
"Contig35089_27403_32644"	"Contig35089"	"27403"	"32644"	0.00176292509409427
"Contig3509_1_11345"	"Contig3509"	"1"	"11345"	0.321847149583202
"Contig35090_1_7973"	"Contig35090"	"1"	"7973"	0.311250875474135
"Contig35097_1_9880"	"Contig35097"	"1"	"9880"	0.673241446990763
"Contig35138_2619_23309"	"Contig35138"	"2619"	"23309"	0.453694897577062
"Contig35176_1383_36646"	"Contig35176"	"1383"	"36646"	0.00217915347060255
"Contig352_28747_52118"	"Contig352"	"28747"	"52118"	0.506298879649277
"Contig35205_1_22431"	"Contig35205"	"1"	"22431"	0.0757183414955247
"Contig3522_1_18662"	"Contig3522"	"1"	"18662"	0.116162156501548
"Contig35237_5197_9418"	"Contig35237"	"5197"	"9418"	0.355413365076279
"Contig35241_1_34909"	"Contig35241"	"1"	"34909"	0.230872612986055
"Contig35248_1_11031"	"Contig35248"	"1"	"11031"	0.137254681415314
"Contig35262_18163_45350"	"Contig35262"	"18163"	"45350"	0.723679067078809
"Contig35284_1_3971"	"Contig35284"	"1"	"3971"	0.44170919158941
"Contig35284_1775_9304"	"Contig35284"	"1775"	"9304"	0.44170919158941
"Contig3531_1_5195"	"Contig3531"	"1"	"5195"	0.00850719502191504
"Contig35322_1_15994"	"Contig35322"	"1"	"15994"	0.120662620311471
"Contig35326_5997_13100"	"Contig35326"	"5997"	"13100"	0.131110259297242
"Contig35350_9077_22573"	"Contig35350"	"9077"	"22573"	0.022645361131434
"Contig35423_1_16124"	"Contig35423"	"1"	"16124"	0.56606155317722
"Contig3543_1_8974"	"Contig3543"	"1"	"8974"	0.476394905666552
"Contig35454_15742_29111"	"Contig35454"	"15742"	"29111"	0.149421864293816
"Contig35476_5253_26589"	"Contig35476"	"5253"	"26589"	0.478683492629435
"Contig35480_15223_32367"	"Contig35480"	"15223"	"32367"	0.0329496506184879
"Contig35489_1_7943"	"Contig35489"	"1"	"7943"	0.3229596203502
"Contig35528_1218_44523"	"Contig35528"	"1218"	"44523"	0.636680503631092
"Contig35555_4053_28824"	"Contig35555"	"4053"	"28824"	0.116436274328603
"Contig35555_9551_28824"	"Contig35555"	"9551"	"28824"	0.116436274328603
"Contig35559_2401_31888"	"Contig35559"	"2401"	"31888"	0.257581137324262
"Contig35559_8177_18030"	"Contig35559"	"8177"	"18030"	0.257581137324262
"Contig35599_1_2270"	"Contig35599"	"1"	"2270"	0.00119800553851469
"Contig356_1_22098"	"Contig356"	"1"	"22098"	0.39942180257503
"Contig35609_311_9566"	"Contig35609"	"311"	"9566"	0.468501678354841
"Contig35635_1_17699"	"Contig35635"	"1"	"17699"	0.298503577041244
"Contig35635_1_5727"	"Contig35635"	"1"	"5727"	0.316881772352184
"Contig35681_3705_31142"	"Contig35681"	"3705"	"31142"	0.0967356323355697
"Contig35704_2347_7350"	"Contig35704"	"2347"	"7350"	0.047729475882884
"Contig35704_4196_11806"	"Contig35704"	"4196"	"11806"	0.047729475882884
"Contig35704_4299_18846"	"Contig35704"	"4299"	"18846"	0.047729475882884
"Contig357163_1314_6008"	"Contig357163"	"1314"	"6008"	0.0128330300071695
"Contig35722_10578_21297"	"Contig35722"	"10578"	"21297"	3.24697575425174e-05
"Contig35751_14206_35457"	"Contig35751"	"14206"	"35457"	0.62788562781839
"Contig35774_14912_24039"	"Contig35774"	"14912"	"24039"	0.103015416024364
"Contig35824_1_11221"	"Contig35824"	"1"	"11221"	0.25495600960104
"Contig35838_2968_24698"	"Contig35838"	"2968"	"24698"	0.738863445131159
"Contig35897_1_12198"	"Contig35897"	"1"	"12198"	0.200734134020878
"Contig35937_39157_46307"	"Contig35937"	"39157"	"46307"	0.546146728578691
"Contig35942_1_21331"	"Contig35942"	"1"	"21331"	0.451983926874663
"Contig35959_4365_37986"	"Contig35959"	"4365"	"37986"	0.185697665115557
"Contig35965_1896_10244"	"Contig35965"	"1896"	"10244"	0.210525470327363
"Contig36_20630_65066"	"Contig36"	"20630"	"65066"	0.699291027145685
"Contig36016_1313_25853"	"Contig36016"	"1313"	"25853"	0.460754793661954
"Contig36026_1_49053"	"Contig36026"	"1"	"49053"	0.0168026739959539
"Contig36062_1_26183"	"Contig36062"	"1"	"26183"	0.347965788890772
"Contig36080_1_10025"	"Contig36080"	"1"	"10025"	0.819485001629333
"Contig36080_1523_20322"	"Contig36080"	"1523"	"20322"	0.807634417847601
"Contig36085_1_8594"	"Contig36085"	"1"	"8594"	0.0545829627695713
"Contig36097_28809_37190"	"Contig36097"	"28809"	"37190"	0.340969740098327
"Contig361_25770_34513"	"Contig361"	"25770"	"34513"	0.137643045158218
"Contig361_26446_51771"	"Contig361"	"26446"	"51771"	0.137643045158218
"Contig36100_942_19458"	"Contig36100"	"942"	"19458"	0.487099017412919
"Contig36118_930_14420"	"Contig36118"	"930"	"14420"	0.197250300459856
"Contig36128_1_29196"	"Contig36128"	"1"	"29196"	0.724590807455181
"Contig36163_4500_10482"	"Contig36163"	"4500"	"10482"	0.149369453308532
"Contig36186_1_18534"	"Contig36186"	"1"	"18534"	0.595441362922008
"Contig36188_1_49730"	"Contig36188"	"1"	"49730"	0.541713907885623
"Contig362_43737_60307"	"Contig362"	"43737"	"60307"	0.0357783463186582
"Contig36225_1_8231"	"Contig36225"	"1"	"8231"	0.31135300497969
"Contig36268_1_11396"	"Contig36268"	"1"	"11396"	0.184316181034549
"Contig36300_1031_9690"	"Contig36300"	"1031"	"9690"	0.598647987092124
"Contig36316_6113_20561"	"Contig36316"	"6113"	"20561"	0.490161254225886
"Contig36326_1_26838"	"Contig36326"	"1"	"26838"	8.35581540342513e-07
"Contig36326_49_22260"	"Contig36326"	"49"	"22260"	0.0606578047382421
"Contig36333_5726_19474"	"Contig36333"	"5726"	"19474"	0.165198786551183
"Contig36333_8368_20284"	"Contig36333"	"8368"	"20284"	0.165198786551183
"Contig36338_2974_44015"	"Contig36338"	"2974"	"44015"	0.509659637265272
"Contig36360_15886_24599"	"Contig36360"	"15886"	"24599"	0.421388858398586
"Contig36360_21207_32745"	"Contig36360"	"21207"	"32745"	0.00278653246051253
"Contig36366_1_19736"	"Contig36366"	"1"	"19736"	0.423301443289469
"Contig3639_1_10332"	"Contig3639"	"1"	"10332"	0.0637586473774355
"Contig3639_1_11975"	"Contig3639"	"1"	"11975"	0.0637586473774355
"Contig36411_1_12515"	"Contig36411"	"1"	"12515"	0.00660655253151508
"Contig36419_1_32168"	"Contig36419"	"1"	"32168"	0.29538960166776
"Contig36437_374_19879"	"Contig36437"	"374"	"19879"	0.0653813914501256
"Contig36441_1780_28786"	"Contig36441"	"1780"	"28786"	0.0522511977747524
"Contig36441_6766_28786"	"Contig36441"	"6766"	"28786"	0.0522511977747524
"Contig36447_1_12763"	"Contig36447"	"1"	"12763"	0.279965458001755
"Contig36467_1_37513"	"Contig36467"	"1"	"37513"	0.329368527581236
"Contig36489_6519_23244"	"Contig36489"	"6519"	"23244"	0.248659506418938
"Contig36523_387_22056"	"Contig36523"	"387"	"22056"	0.155947947408324
"Contig36525_1_28767"	"Contig36525"	"1"	"28767"	0.752288277101158
"Contig36532_11536_27304"	"Contig36532"	"11536"	"27304"	0.734345442631991
"Contig36532_630_23020"	"Contig36532"	"630"	"23020"	0.643748183282801
"Contig36557_285_16263"	"Contig36557"	"285"	"16263"	0.502824839750768
"Contig36569_289_15808"	"Contig36569"	"289"	"15808"	0.686110733149275
"Contig36575_1_2811"	"Contig36575"	"1"	"2811"	0.32325075485416
"Contig36584_1_10082"	"Contig36584"	"1"	"10082"	0.402116864582415
"Contig36625_1_3487"	"Contig36625"	"1"	"3487"	0.531934851393524
"Contig36640_1_15701"	"Contig36640"	"1"	"15701"	0.714397979408242
"Contig36689_1_16079"	"Contig36689"	"1"	"16079"	0.136770811822123
"Contig36689_24071_44626"	"Contig36689"	"24071"	"44626"	0.00666727005048604
"Contig36703_1_4901"	"Contig36703"	"1"	"4901"	0.419798582504145
"Contig36706_1_19389"	"Contig36706"	"1"	"19389"	0.221466762775216
"Contig36727_13138_32378"	"Contig36727"	"13138"	"32378"	0.675309369820457
"Contig36747_1_13822"	"Contig36747"	"1"	"13822"	0.044671968368753
"Contig36755_1410_9003"	"Contig36755"	"1410"	"9003"	0.370460722190428
"Contig36755_4604_9003"	"Contig36755"	"4604"	"9003"	0.370460722190428
"Contig36756_1_8490"	"Contig36756"	"1"	"8490"	0.0410989460704251
"Contig36769_1_11695"	"Contig36769"	"1"	"11695"	0.0427526812354145
"Contig36789_1_26746"	"Contig36789"	"1"	"26746"	0.0832515292570918
"Contig36798_1897_21617"	"Contig36798"	"1897"	"21617"	0.238282777043765
"Contig36815_1_18737"	"Contig36815"	"1"	"18737"	0.0603548247309352
"Contig36818_1_25478"	"Contig36818"	"1"	"25478"	0.321386820195872
"Contig3686_1_6580"	"Contig3686"	"1"	"6580"	0.849493637644785
"Contig36883_1_11801"	"Contig36883"	"1"	"11801"	0.448834831126405
"Contig369_16659_34970"	"Contig369"	"16659"	"34970"	0.531023265965727
"Contig369_4511_17549"	"Contig369"	"4511"	"17549"	0.27524527260618
"Contig36903_1_6446"	"Contig36903"	"1"	"6446"	0.101948472567087
"Contig36958_4448_26234"	"Contig36958"	"4448"	"26234"	0.00662509435782406
"Contig3696_1483_21132"	"Contig3696"	"1483"	"21132"	0.759154486382007
"Contig36969_5489_13391"	"Contig36969"	"5489"	"13391"	0.0575365707734229
"Contig36981_24028_42071"	"Contig36981"	"24028"	"42071"	0.468445689813892
"Contig37013_4219_19681"	"Contig37013"	"4219"	"19681"	0.145027713256583
"Contig37021_2600_12446"	"Contig37021"	"2600"	"12446"	0.528508901574981
"Contig37034_6455_20473"	"Contig37034"	"6455"	"20473"	0.0687369920282085
"Contig37037_9550_15759"	"Contig37037"	"9550"	"15759"	0.582687169746745
"Contig37084_1_10925"	"Contig37084"	"1"	"10925"	0.0343275095159806
"Contig37087_1_18628"	"Contig37087"	"1"	"18628"	0.0578848495771891
"Contig37089_3422_8865"	"Contig37089"	"3422"	"8865"	0.102259729262606
"Contig37089_4923_14459"	"Contig37089"	"4923"	"14459"	0.102259729262606
"Contig370943_1_3600"	"Contig370943"	"1"	"3600"	0.0085877158550295
"Contig37111_7501_20825"	"Contig37111"	"7501"	"20825"	0.287806023630814
"Contig37168_1_17729"	"Contig37168"	"1"	"17729"	0.569649371091341
"Contig37171_947_23519"	"Contig37171"	"947"	"23519"	0.0722883813269887
"Contig37180_20952_30710"	"Contig37180"	"20952"	"30710"	0.666294645474088
"Contig37183_1_8654"	"Contig37183"	"1"	"8654"	0.728361514535779
"Contig37200_1880_13868"	"Contig37200"	"1880"	"13868"	0.846436016480983
"Contig37274_17383_25498"	"Contig37274"	"17383"	"25498"	0.00534388634617873
"Contig37288_1_7723"	"Contig37288"	"1"	"7723"	0.00441862492347064
"Contig37328_5336_16115"	"Contig37328"	"5336"	"16115"	0.247194321148912
"Contig37344_17464_20363"	"Contig37344"	"17464"	"20363"	0.618047627701838
"Contig37345_1_12288"	"Contig37345"	"1"	"12288"	0.0576427419874318
"Contig37372_1_16305"	"Contig37372"	"1"	"16305"	0.229835038505979
"Contig37439_1_52473"	"Contig37439"	"1"	"52473"	0.414513824310864
"Contig3747_1_9174"	"Contig3747"	"1"	"9174"	0.000492636314760381
"Contig37495_1_26367"	"Contig37495"	"1"	"26367"	0.238665645115233
"Contig37544_1_6268"	"Contig37544"	"1"	"6268"	0.148730761079781
"Contig37564_1_7900"	"Contig37564"	"1"	"7900"	0.00142320298256567
"Contig37564_6247_18149"	"Contig37564"	"6247"	"18149"	0.00142320298256567
"Contig37572_1672_16169"	"Contig37572"	"1672"	"16169"	0.245433774230454
"Contig37588_11392_33472"	"Contig37588"	"11392"	"33472"	0.755165121036154
"Contig37588_1613_16183"	"Contig37588"	"1613"	"16183"	0.641044027021701
"Contig37630_442_5841"	"Contig37630"	"442"	"5841"	0.584365836412029
"Contig37643_7646_24427"	"Contig37643"	"7646"	"24427"	0.150402166780911
"Contig37656_17451_39752"	"Contig37656"	"17451"	"39752"	0.189361233358554
"Contig37691_509_22097"	"Contig37691"	"509"	"22097"	0.168437193752122
"Contig377_1_15581"	"Contig377"	"1"	"15581"	0.780907312188428
"Contig37713_1544_8148"	"Contig37713"	"1544"	"8148"	0.00157543880780028
"Contig37726_2121_30229"	"Contig37726"	"2121"	"30229"	0.868246144160303
"Contig37744_1_19035"	"Contig37744"	"1"	"19035"	0.118093953594205
"Contig37755_1055_38103"	"Contig37755"	"1055"	"38103"	0.0331007575354321
"Contig37760_1_31564"	"Contig37760"	"1"	"31564"	0.0393660309769626
"Contig37783_5416_16937"	"Contig37783"	"5416"	"16937"	0.109107105873853
"Contig37790_6345_9213"	"Contig37790"	"6345"	"9213"	0.350765828608635
"Contig378_1_21054"	"Contig378"	"1"	"21054"	0.0220836326996198
"Contig378_17460_26737"	"Contig378"	"17460"	"26737"	0.0220836326996198
"Contig37800_1_13443"	"Contig37800"	"1"	"13443"	0.172287931993664
"Contig3783_1_3480"	"Contig3783"	"1"	"3480"	0.0101028396504413
"Contig37845_1_17715"	"Contig37845"	"1"	"17715"	0.833540028660343
"Contig37875_1_3570"	"Contig37875"	"1"	"3570"	0.379144330909732
"Contig37876_1075_5746"	"Contig37876"	"1075"	"5746"	0.00497153216580836
"Contig37885_1_4535"	"Contig37885"	"1"	"4535"	0.0491447475815158
"Contig37902_1_10340"	"Contig37902"	"1"	"10340"	0.313371980224382
"Contig37928_13105_26065"	"Contig37928"	"13105"	"26065"	0.412618097613734
"Contig37948_1_15290"	"Contig37948"	"1"	"15290"	0.281241524585593
"Contig37948_6433_25100"	"Contig37948"	"6433"	"25100"	0.281241524585593
"Contig37961_5567_12506"	"Contig37961"	"5567"	"12506"	0.460852172455218
"Contig37968_12360_42455"	"Contig37968"	"12360"	"42455"	0.0112920238678009
"Contig38_45081_58921"	"Contig38"	"45081"	"58921"	0.0460765708567937
"Contig38_57109_82031"	"Contig38"	"57109"	"82031"	0.790191934295828
"Contig380433_1_5276"	"Contig380433"	"1"	"5276"	0.442486454367143
"Contig38046_3602_14208"	"Contig38046"	"3602"	"14208"	0.471608575532603
"Contig38058_1_7933"	"Contig38058"	"1"	"7933"	0.323758705485524
"Contig38058_5289_15344"	"Contig38058"	"5289"	"15344"	0.43578151838123
"Contig38061_6157_15740"	"Contig38061"	"6157"	"15740"	0.387488294265528
"Contig38070_1_8409"	"Contig38070"	"1"	"8409"	0.143526079951364
"Contig38096_13206_27002"	"Contig38096"	"13206"	"27002"	0.525739251520844
"Contig38140_11794_29733"	"Contig38140"	"11794"	"29733"	0.0746554389068144
"Contig38166_1062_30781"	"Contig38166"	"1062"	"30781"	0.644724747736201
"Contig38166_28542_33083"	"Contig38166"	"28542"	"33083"	0.704316914673926
"Contig38178_1_3182"	"Contig38178"	"1"	"3182"	0.673859267243888
"Contig38193_1_18988"	"Contig38193"	"1"	"18988"	0.269291410691135
"Contig38213_1_9214"	"Contig38213"	"1"	"9214"	0.134491798899053
"Contig38237_1_9800"	"Contig38237"	"1"	"9800"	0.028072625721653
"Contig38252_1_19621"	"Contig38252"	"1"	"19621"	0.352722012712225
"Contig383_1304_31980"	"Contig383"	"1304"	"31980"	0.190802710687138
"Contig38300_5250_34879"	"Contig38300"	"5250"	"34879"	0.0253360459082777
"Contig38343_1_6500"	"Contig38343"	"1"	"6500"	0.539477251982066
"Contig38365_3600_17949"	"Contig38365"	"3600"	"17949"	0.291191478997126
"Contig384_1_48103"	"Contig384"	"1"	"48103"	0.365049066000398
"Contig3840_1331_4704"	"Contig3840"	"1331"	"4704"	0.261944886419352
"Contig3842_1_2717"	"Contig3842"	"1"	"2717"	0.136379749935622
"Contig38421_7353_35137"	"Contig38421"	"7353"	"35137"	0.397498732215003
"Contig38503_1_7804"	"Contig38503"	"1"	"7804"	0.00040905166305967
"Contig38557_1_10043"	"Contig38557"	"1"	"10043"	0.131616838733272
"Contig3856_1_9294"	"Contig3856"	"1"	"9294"	0.382365671376472
"Contig386_1_36018"	"Contig386"	"1"	"36018"	0.484359035689312
"Contig38629_2740_19419"	"Contig38629"	"2740"	"19419"	0.0665288029914121
"Contig38647_1_14788"	"Contig38647"	"1"	"14788"	0.450796880273036
"Contig38652_3486_14984"	"Contig38652"	"3486"	"14984"	0.391440107247594
"Contig38655_15063_30921"	"Contig38655"	"15063"	"30921"	0.445919029239948
"Contig38655_3367_18234"	"Contig38655"	"3367"	"18234"	0.445919029239948
"Contig38661_1_15385"	"Contig38661"	"1"	"15385"	0.367418070291437
"Contig38662_2679_26936"	"Contig38662"	"2679"	"26936"	0.153613653015196
"Contig38662_6267_24673"	"Contig38662"	"6267"	"24673"	0.193709016931881
"Contig38664_1_53017"	"Contig38664"	"1"	"53017"	0.295645315467088
"Contig38771_1_3107"	"Contig38771"	"1"	"3107"	0.579452109925655
"Contig38794_1_11194"	"Contig38794"	"1"	"11194"	0.0604206882579127
"Contig38804_1_3831"	"Contig38804"	"1"	"3831"	0.426283757069328
"Contig38808_1_20498"	"Contig38808"	"1"	"20498"	0.211163469706941
"Contig38808_6092_18241"	"Contig38808"	"6092"	"18241"	0.690493035987537
"Contig38863_10727_27055"	"Contig38863"	"10727"	"27055"	0.658897340900033
"Contig3887_2457_8817"	"Contig3887"	"2457"	"8817"	0.282583877800478
"Contig38870_1_6411"	"Contig38870"	"1"	"6411"	0.577331118585939
"Contig38913_13797_24026"	"Contig38913"	"13797"	"24026"	0.0127996235880928
"Contig38931_6343_24176"	"Contig38931"	"6343"	"24176"	0.303151750623813
"Contig38940_11509_17410"	"Contig38940"	"11509"	"17410"	0.264716409531151
"Contig38951_1_16585"	"Contig38951"	"1"	"16585"	0.544253900093606
"Contig39029_2531_9733"	"Contig39029"	"2531"	"9733"	0.0608068820765114
"Contig3907_6061_18801"	"Contig3907"	"6061"	"18801"	0.451293650801422
"Contig3908_1_6258"	"Contig3908"	"1"	"6258"	0.0718725077414673
