"","contig_gene","start_gene_2kb","end_gene_2kb","chr","start","end","meth.diff"
"777","Contig42",2095,2097,"Contig42",2095,2097,32.2950819672131
"778","Contig4202",1639,1641,"Contig4202",1639,1641,31.9942716557118
"779","Contig4202",2050,2052,"Contig4202",2050,2052,-29.7077922077922
"780","Contig4202",2053,2055,"Contig4202",2053,2055,-29.6038415366146
"781","Contig4202",4839,4841,"Contig4202",4839,4841,95.1318258121852
"782","Contig4202",5999,6001,"Contig4202",5999,6001,68.8524590163934
"783","Contig42025",8379,8381,"Contig42025",8379,8381,43.452380952381
"784","Contig42172",2643,2645,"Contig42172",2643,2645,25.4439024390244
"785","Contig42221",4689,4691,"Contig42221",4689,4691,-30.0867553499132
"786","Contig42247",13959,13961,"Contig42247",13959,13961,-30.6974376378754
"787","Contig4229",4601,4603,"Contig4229",4601,4603,27.1609384647047
"788","Contig42348",3160,3162,"Contig42348",3160,3162,-41.3063417190776
"789","Contig42348",6550,6552,"Contig42348",6550,6552,-28.6156567890314
"790","Contig42553",9825,9827,"Contig42553",9825,9827,-36.9111969111969
"791","Contig42562",11847,11849,"Contig42562",11847,11849,32.8865723504592
"792","Contig42622",7732,7734,"Contig42622",7732,7734,45.5408087323245
"793","Contig42678",3159,3161,"Contig42678",3159,3161,-58.183990442055
"794","Contig42678",4386,4388,"Contig42678",4386,4388,-48.2781734394638
"795","Contig42678",23791,23793,"Contig42678",23791,23793,-30.9565217391304
"796","Contig42678",24222,24224,"Contig42678",24222,24224,-32.8930817610063
"797","Contig42686",12417,12419,"Contig42686",12417,12419,25.3135888501742
"798","Contig42707",10320,10322,"Contig42707",10320,10322,27.885331347729
"799","Contig4280",44,46,"Contig4280",44,46,-94.6153846153846
"800","Contig4280",117,119,"Contig4280",117,119,-94.3661971830986
"801","Contig4280",543,545,"Contig4280",543,545,-100
"802","Contig4280",798,800,"Contig4280",798,800,-84.3378351138883
"803","Contig4280",827,829,"Contig4280",827,829,-94.3181818181818
"804","Contig4280",859,861,"Contig4280",859,861,-92.2413793103448
"805","Contig4280",869,871,"Contig4280",869,871,-91.9642857142857
"806","Contig42995",3501,3503,"Contig42995",3501,3503,25.2791068580542
"807","Contig43059",703,705,"Contig43059",703,705,30.3206291591047
"808","Contig4328",7703,7705,"Contig4328",7703,7705,-34.341172079134
"809","Contig43943",25749,25751,"Contig43943",25749,25751,35.5036855036855
"810","Contig43943",25764,25766,"Contig43943",25764,25766,46.3636363636364
"811","Contig43943",31720,31722,"Contig43943",31720,31722,26.8146317786701
"812","Contig43943",25749,25751,"Contig43943",25749,25751,35.5036855036855
"813","Contig43943",25764,25766,"Contig43943",25764,25766,46.3636363636364
"814","Contig44003",12948,12950,"Contig44003",12948,12950,25.9287925696594
"815","Contig44149",6392,6394,"Contig44149",6392,6394,-48.7520458265139
"816","Contig44384",8986,8988,"Contig44384",8986,8988,41.629711751663
"817","Contig444",17500,17502,"Contig444",17500,17502,-31.1688311688312
"818","Contig44587",4881,4883,"Contig44587",4881,4883,30.0576184379001
"819","Contig44600",27398,27400,"Contig44600",27398,27400,36.4817001180638
"820","Contig44600",27406,27408,"Contig44600",27406,27408,31.0942578548212
"821","Contig44600",27521,27523,"Contig44600",27521,27523,35.1817366714946
"822","Contig44723",7995,7997,"Contig44723",7995,7997,-40.3711484593838
"823","Contig4474",508,510,"Contig4474",508,510,-25.0869349230005
"824","Contig45103",5720,5722,"Contig45103",5720,5722,55.5097960815674
"825","Contig45103",5798,5800,"Contig45103",5798,5800,26.2337662337662
"826","Contig45164",6111,6113,"Contig45164",6111,6113,-25.6447734452355
"827","Contig45164",9896,9898,"Contig45164",9896,9898,29.9323728315201
"828","Contig45294",5088,5090,"Contig45294",5088,5090,-36.8318122555411
"829","Contig45431",10638,10640,"Contig45431",10638,10640,-34.7589015898042
"830","Contig45788",4873,4875,"Contig45788",4873,4875,44.9020737327189
"831","Contig45788",6460,6462,"Contig45788",6460,6462,45.7739451337764
"832","Contig45788",6493,6495,"Contig45788",6493,6495,38.8078541374474
"833","Contig45985",2697,2699,"Contig45985",2697,2699,-42.2439024390244
"834","Contig46566",3476,3478,"Contig46566",3476,3478,26.3451986754967
"835","Contig46566",7072,7074,"Contig46566",7072,7074,-46.2068965517241
"836","Contig46585",11716,11718,"Contig46585",11716,11718,29.7410192147034
"837","Contig46695",929,931,"Contig46695",929,931,44.9288604620807
"838","Contig46711",14699,14701,"Contig46711",14699,14701,40.4411764705882
"839","Contig46712",2495,2497,"Contig46712",2495,2497,27.2945532382633
"840","Contig46735",887,889,"Contig46735",887,889,38.015873015873
"841","Contig46735",899,901,"Contig46735",899,901,37.8048780487805
"842","Contig46755",5364,5366,"Contig46755",5364,5366,28.5616438356164
"843","Contig4677",3126,3128,"Contig4677",3126,3128,-26.1725535610886
"844","Contig4677",3249,3251,"Contig4677",3249,3251,-25.8613782051282
"845","Contig47096",2850,2852,"Contig47096",2850,2852,41.8248490077653
"846","Contig47096",2850,2852,"Contig47096",2850,2852,41.8248490077653
"847","Contig47186",8602,8604,"Contig47186",8602,8604,25.7854917668002
"848","Contig47679",25314,25316,"Contig47679",25314,25316,37.0973389355742
"849","Contig47805",7915,7917,"Contig47805",7915,7917,25.6565656565657
"850","Contig47805",9204,9206,"Contig47805",9204,9206,35.964035964036
"851","Contig47805",10355,10357,"Contig47805",10355,10357,26.7228630582668
"852","Contig47895",7119,7121,"Contig47895",7119,7121,-32.3757958590264
"853","Contig47895",7119,7121,"Contig47895",7119,7121,-32.3757958590264
"854","Contig47911",6766,6768,"Contig47911",6766,6768,-27.3684210526316
"855","Contig47929",1035,1037,"Contig47929",1035,1037,31.3408239700375
"856","Contig47934",12384,12386,"Contig47934",12384,12386,-26.4802631578947
"857","Contig47934",12482,12484,"Contig47934",12482,12484,-32.6772084870175
"858","Contig480",17110,17112,"Contig480",17110,17112,-33.4109589041096
"859","Contig480",17161,17163,"Contig480",17161,17163,-27.7332207682567
"860","Contig48329",4955,4957,"Contig48329",4955,4957,-26.688951442646
"861","Contig48329",5075,5077,"Contig48329",5075,5077,-31.0702367710154
"862","Contig48329",4955,4957,"Contig48329",4955,4957,-26.688951442646
"863","Contig48329",5075,5077,"Contig48329",5075,5077,-31.0702367710154
"864","Contig48360",10175,10177,"Contig48360",10175,10177,-28.0868385345997
"865","Contig48393",2938,2940,"Contig48393",2938,2940,25.4709254709255
"866","Contig490",24548,24550,"Contig490",24548,24550,43.580154574919
"867","Contig490",24599,24601,"Contig490",24599,24601,26.1334196891192
"868","Contig490",27022,27024,"Contig490",27022,27024,-44.0663514456244
"869","Contig490",24548,24550,"Contig490",24548,24550,43.580154574919
"870","Contig490",24599,24601,"Contig490",24599,24601,26.1334196891192
"871","Contig490",27022,27024,"Contig490",27022,27024,-44.0663514456244
"872","Contig49060",1066,1068,"Contig49060",1066,1068,-34.4735194691374
"873","Contig49227",16301,16303,"Contig49227",16301,16303,-31.4160401002506
"874","Contig49227",16544,16546,"Contig49227",16544,16546,-35.7516567840949
"875","Contig49601",6751,6753,"Contig49601",6751,6753,-28.7060214156585
"876","Contig49601",9876,9878,"Contig49601",9876,9878,31.25
"877","Contig49601",14074,14076,"Contig49601",14074,14076,56.5252525252525
"878","Contig49748",5112,5114,"Contig49748",5112,5114,-30.0989648504152
"879","Contig49756",29561,29563,"Contig49756",29561,29563,-35.0009771350401
"880","Contig49756",29698,29700,"Contig49756",29698,29700,-30.4764705882353
"881","Contig49782",1611,1613,"Contig49782",1611,1613,35.1966873706004
"882","Contig49782",1683,1685,"Contig49782",1683,1685,27.6672384219554
"883","Contig49782",1611,1613,"Contig49782",1611,1613,35.1966873706004
"884","Contig49782",1683,1685,"Contig49782",1683,1685,27.6672384219554
"885","Contig49938",2008,2010,"Contig49938",2008,2010,-47.4130036630037
"886","Contig49938",5707,5709,"Contig49938",5707,5709,-27.5727385939092
"887","Contig5002",6195,6197,"Contig5002",6195,6197,43.5418189412133
"888","Contig5002",6195,6197,"Contig5002",6195,6197,43.5418189412133
"889","Contig50077",10104,10106,"Contig50077",10104,10106,26.5058750773036
"890","Contig50077",10118,10120,"Contig50077",10118,10120,-25.6987577639752
"891","Contig50077",10125,10127,"Contig50077",10125,10127,37.0724637681159
"892","Contig50122",472,474,"Contig50122",472,474,28.5458269329237
"893","Contig50122",2021,2023,"Contig50122",2021,2023,-49.2906441717791
"894","Contig50122",3314,3316,"Contig50122",3314,3316,-29.8964968152866
"895","Contig50124",947,949,"Contig50124",947,949,37.2497365648051
"896","Contig50124",5308,5310,"Contig50124",5308,5310,36.4197530864198
"897","Contig50349",4625,4627,"Contig50349",4625,4627,-30.880626223092
"898","Contig50349",4715,4717,"Contig50349",4715,4717,-38.0684657671164
"899","Contig50535",12132,12134,"Contig50535",12132,12134,25.3883805064907
"900","Contig50746",2171,2173,"Contig50746",2171,2173,50.5530856356515
"901","Contig51028",20080,20082,"Contig51028",20080,20082,58.3736524912996
"902","Contig51028",20739,20741,"Contig51028",20739,20741,35.3310104529617
"903","Contig51028",22049,22051,"Contig51028",22049,22051,55.7692307692308
"904","Contig51188",5652,5654,"Contig51188",5652,5654,-32.0238095238095
"905","Contig51238",697,699,"Contig51238",697,699,-26.6588296760711
"906","Contig51238",747,749,"Contig51238",747,749,-38.1985705674675
"907","Contig51238",3547,3549,"Contig51238",3547,3549,-48.7611033193081
"908","Contig51238",3547,3549,"Contig51238",3547,3549,-48.7611033193081
"909","Contig51932",8276,8278,"Contig51932",8276,8278,34.3428225317989
"910","Contig5196",3504,3506,"Contig5196",3504,3506,-45.4545454545455
"911","Contig5196",3531,3533,"Contig5196",3531,3533,-47.8763440860215
"912","Contig52109",16913,16915,"Contig52109",16913,16915,-27.8375672631711
"913","Contig52148",9989,9991,"Contig52148",9989,9991,-42.7106983144135
"914","Contig52148",10167,10169,"Contig52148",10167,10169,-37.2574703233729
"915","Contig52148",10668,10670,"Contig52148",10668,10670,-42.6905766027572
"916","Contig5234",2190,2192,"Contig5234",2190,2192,-60.6197081606918
"917","Contig5234",2202,2204,"Contig5234",2202,2204,-55.1920341394026
"918","Contig52385",22777,22779,"Contig52385",22777,22779,46.2108262108262
"919","Contig52443",4235,4237,"Contig52443",4235,4237,63.0970633329402
"920","Contig52686",815,817,"Contig52686",815,817,-35.3277045495961
"921","Contig52686",2775,2777,"Contig52686",2775,2777,36.4073426573427
"922","Contig52686",2887,2889,"Contig52686",2887,2889,-61.1661016949153
"923","Contig52686",3126,3128,"Contig52686",3126,3128,-29.7561488332983
"924","Contig52750",1282,1284,"Contig52750",1282,1284,25.2587991718427
"925","Contig52750",2102,2104,"Contig52750",2102,2104,31.3319946452477
"926","Contig52894",8917,8919,"Contig52894",8917,8919,-39.9530937435331
"927","Contig52894",8930,8932,"Contig52894",8930,8932,-44.029428409734
"928","Contig5296",13723,13725,"Contig5296",13723,13725,-49.3975903614458
"929","Contig53393",3812,3814,"Contig53393",3812,3814,31.4592846270928
"930","Contig53549",4218,4220,"Contig53549",4218,4220,26.9282392233979
"931","Contig53549",4218,4220,"Contig53549",4218,4220,26.9282392233979
"932","Contig53682",26982,26984,"Contig53682",26982,26984,55.7115384615385
"933","Contig53682",27129,27131,"Contig53682",27129,27131,32.0609318996416
"934","Contig53713",794,796,"Contig53713",794,796,-29.2061855670103
"935","Contig53713",930,932,"Contig53713",930,932,31.4229249011858
"936","Contig53713",1515,1517,"Contig53713",1515,1517,40.1787828557897
"937","Contig53713",1788,1790,"Contig53713",1788,1790,-26.3314801385867
"938","Contig53713",2202,2204,"Contig53713",2202,2204,43.6787110153944
"939","Contig53713",2445,2447,"Contig53713",2445,2447,34.6743295019157
"940","Contig53713",2506,2508,"Contig53713",2506,2508,41.4662084765177
"941","Contig53762",4846,4848,"Contig53762",4846,4848,29.4110841143122
"942","Contig53762",4853,4855,"Contig53762",4853,4855,44.0293069948187
"943","Contig53993",795,797,"Contig53993",795,797,29.5145320983711
"944","Contig54247",3445,3447,"Contig54247",3445,3447,32.9028650548514
"945","Contig54462",4786,4788,"Contig54462",4786,4788,25.021645021645
"946","Contig54462",9366,9368,"Contig54462",9366,9368,29.2009473946647
"947","Contig54462",13040,13042,"Contig54462",13040,13042,41.1904761904762
"948","Contig54488",3525,3527,"Contig54488",3525,3527,40.625
"949","Contig54488",3645,3647,"Contig54488",3645,3647,30.0300710770913
"950","Contig54584",9599,9601,"Contig54584",9599,9601,36.7924528301887
"951","Contig54624",15465,15467,"Contig54624",15465,15467,-49.2521367521367
"952","Contig54624",19737,19739,"Contig54624",19737,19739,-28.0419016921837
"953","Contig54839",10722,10724,"Contig54839",10722,10724,-46.4357864357864
"954","Contig54839",11205,11207,"Contig54839",11205,11207,-40.9157509157509
"955","Contig54839",11297,11299,"Contig54839",11297,11299,-46.082216670452
"956","Contig54863",9446,9448,"Contig54863",9446,9448,-25.6315113457971
"957","Contig54945",16501,16503,"Contig54945",16501,16503,-26.9796111901375
"958","Contig55084",5455,5457,"Contig55084",5455,5457,-27.0588235294118
"959","Contig55084",5533,5535,"Contig55084",5533,5535,-29.8892451180414
"960","Contig55222",2378,2380,"Contig55222",2378,2380,-71.3045912653975
"961","Contig55459",1611,1613,"Contig55459",1611,1613,-42.8600323624595
"962","Contig55463",12908,12910,"Contig55463",12908,12910,-29.9457994579946
"963","Contig55598",1549,1551,"Contig55598",1549,1551,-40.4915048543689
"964","Contig55911",1015,1017,"Contig55911",1015,1017,-32.9479216435738
"965","Contig56770",8879,8881,"Contig56770",8879,8881,39.9521531100479
"966","Contig56786",6778,6780,"Contig56786",6778,6780,-25.4196348153607
"967","Contig56786",6905,6907,"Contig56786",6905,6907,-42.1082949308756
"968","Contig57",55241,55243,"Contig57",55241,55243,-36.2244897959184
"969","Contig57201",6534,6536,"Contig57201",6534,6536,-27.7433628318584
"970","Contig57201",6643,6645,"Contig57201",6643,6645,-28.3080582812965
"971","Contig57201",6534,6536,"Contig57201",6534,6536,-27.7433628318584
"972","Contig57201",6643,6645,"Contig57201",6643,6645,-28.3080582812965
"973","Contig57323",2178,2180,"Contig57323",2178,2180,-30.3683609366077
"974","Contig57323",5112,5114,"Contig57323",5112,5114,-37.8852827107573
"975","Contig57323",5573,5575,"Contig57323",5573,5575,-26.3080168776371
"976","Contig57360",5938,5940,"Contig57360",5938,5940,40.903730956087
"977","Contig57463",4242,4244,"Contig57463",4242,4244,-44.541691306919
"978","Contig57463",4485,4487,"Contig57463",4485,4487,-51.9047619047619
"979","Contig57463",4590,4592,"Contig57463",4590,4592,-45.0191570881226
"980","Contig57463",13895,13897,"Contig57463",13895,13897,-41.1111111111111
"981","Contig57713",16945,16947,"Contig57713",16945,16947,27.4819302721088
"982","Contig57713",16965,16967,"Contig57713",16965,16967,28.1955597543694
"983","Contig58296",2728,2730,"Contig58296",2728,2730,36.9047619047619
"984","Contig58296",2844,2846,"Contig58296",2844,2846,28.9937439421975
"985","Contig58296",2728,2730,"Contig58296",2728,2730,36.9047619047619
"986","Contig58296",2844,2846,"Contig58296",2844,2846,28.9937439421975
"987","Contig58335",3873,3875,"Contig58335",3873,3875,25.4520872063546
"988","Contig58702",26519,26521,"Contig58702",26519,26521,31.0112359550562
"989","Contig58764",1862,1864,"Contig58764",1862,1864,-28.5950413223141
"990","Contig6017",1748,1750,"Contig6017",1748,1750,25.1388888888889
"991","Contig6017",1790,1792,"Contig6017",1790,1792,38.8902763902764
"992","Contig6017",1986,1988,"Contig6017",1986,1988,30.5128205128205
"993","Contig60213",12975,12977,"Contig60213",12975,12977,54.7271621827025
"994","Contig60216",20294,20296,"Contig60216",20294,20296,50.6730769230769
"995","Contig60274",8902,8904,"Contig60274",8902,8904,-43.6734693877551
"996","Contig60274",9261,9263,"Contig60274",9261,9263,-38.8863463005339
"997","Contig60274",9480,9482,"Contig60274",9480,9482,-69.5249195249195
"998","Contig60405",4482,4484,"Contig60405",4482,4484,-49.0169491525424
"999","Contig60668",5778,5780,"Contig60668",5778,5780,29.0297339593114
"1000","Contig60781",11238,11240,"Contig60781",11238,11240,27.8329513623631
"1001","Contig60796",1188,1190,"Contig60796",1188,1190,-29.0386916633426
"1002","Contig60796",1297,1299,"Contig60796",1297,1299,-29.5291902071563
"1003","Contig60796",4613,4615,"Contig60796",4613,4615,32.7090301003344
"1004","Contig60846",4079,4081,"Contig60846",4079,4081,-29.6452009844135
"1005","Contig60846",4121,4123,"Contig60846",4121,4123,37.2522303325223
"1006","Contig60846",4142,4144,"Contig60846",4142,4144,72.8490440195642
"1007","Contig60935",1523,1525,"Contig60935",1523,1525,-32.0955512925916
"1008","Contig6133",1423,1425,"Contig6133",1423,1425,59.9424667385832
"1009","Contig61699",12922,12924,"Contig61699",12922,12924,38.6037844036697
"1010","Contig61966",11929,11931,"Contig61966",11929,11931,-35.5334163553342
"1011","Contig62",23331,23333,"Contig62",23331,23333,-53.3307662687717
"1012","Contig62234",2036,2038,"Contig62234",2036,2038,28.0105446183185
"1013","Contig62391",9925,9927,"Contig62391",9925,9927,48.6252945797329
"1014","Contig62441",2306,2308,"Contig62441",2306,2308,26.0936895083237
"1015","Contig62441",4258,4260,"Contig62441",4258,4260,29.6176379895159
"1016","Contig62460",4718,4720,"Contig62460",4718,4720,32.453591606134
"1017","Contig62472",3149,3151,"Contig62472",3149,3151,58.2236842105263
"1018","Contig6278",4213,4215,"Contig6278",4213,4215,57.5204765450484
"1019","Contig62898",1249,1251,"Contig62898",1249,1251,-59.074221867518
"1020","Contig63028",253,255,"Contig63028",253,255,38.3082877959927
"1021","Contig63121",8598,8600,"Contig63121",8598,8600,32.2583880836552
"1022","Contig63121",8598,8600,"Contig63121",8598,8600,32.2583880836552
"1023","Contig63200",11330,11332,"Contig63200",11330,11332,-57.3802541544477
"1024","Contig63200",11330,11332,"Contig63200",11330,11332,-57.3802541544477
"1025","Contig63204",5804,5806,"Contig63204",5804,5806,30.0595238095238
"1026","Contig63442",6300,6302,"Contig63442",6300,6302,27.5414049114792
"1027","Contig63534",4458,4460,"Contig63534",4458,4460,-70.0757575757576
"1028","Contig63796",1608,1610,"Contig63796",1608,1610,30.9259259259259
"1029","Contig63796",1611,1613,"Contig63796",1611,1613,26.5224358974359
"1030","Contig63796",2703,2705,"Contig63796",2703,2705,27.0505385252693
"1031","Contig64212",7598,7600,"Contig64212",7598,7600,45.4004329004329
"1032","Contig64212",7603,7605,"Contig64212",7603,7605,32.7302500199696
"1033","Contig6482",4252,4254,"Contig6482",4252,4254,27.2260273972603
"1034","Contig64890",23065,23067,"Contig64890",23065,23067,-35.9744990892532
"1035","Contig65075",3602,3604,"Contig65075",3602,3604,49.8005982053838
"1036","Contig65075",3804,3806,"Contig65075",3804,3806,35.7391737182678
"1037","Contig65075",3994,3996,"Contig65075",3994,3996,28.0485527544351
"1038","Contig6557",11875,11877,"Contig6557",11875,11877,44.6341463414634
"1039","Contig6557",11940,11942,"Contig6557",11940,11942,30.3173557561902
"1040","Contig6557",12727,12729,"Contig6557",12727,12729,44.9741435035553
"1041","Contig6557",12743,12745,"Contig6557",12743,12745,47.349924012158
"1042","Contig6557",12764,12766,"Contig6557",12764,12766,41.4712429466273
"1043","Contig6557",12886,12888,"Contig6557",12886,12888,33.125
"1044","Contig6557",11875,11877,"Contig6557",11875,11877,44.6341463414634
"1045","Contig6557",11940,11942,"Contig6557",11940,11942,30.3173557561902
"1046","Contig6557",12727,12729,"Contig6557",12727,12729,44.9741435035553
"1047","Contig6557",12743,12745,"Contig6557",12743,12745,47.349924012158
"1048","Contig6557",12764,12766,"Contig6557",12764,12766,41.4712429466273
"1049","Contig6557",12886,12888,"Contig6557",12886,12888,33.125
"1050","Contig65639",1261,1263,"Contig65639",1261,1263,-49.0079365079365
"1051","Contig65660",228,230,"Contig65660",228,230,-37.8816707438616
"1052","Contig65660",996,998,"Contig65660",996,998,-47.1400198609732
"1053","Contig65660",3035,3037,"Contig65660",3035,3037,-40.1543142795045
"1054","Contig66362",106,108,"Contig66362",106,108,27.882238700565
"1055","Contig66362",2235,2237,"Contig66362",2235,2237,-28.7528287654011
"1056","Contig664",3355,3357,"Contig664",3355,3357,-33.9671636790082
"1057","Contig6699",7219,7221,"Contig6699",7219,7221,-33.9653414882773
"1058","Contig6699",7837,7839,"Contig6699",7837,7839,37.1669004207574
"1059","Contig6699",8289,8291,"Contig6699",8289,8291,28.0241770807809
"1060","Contig67366",30,32,"Contig67366",30,32,50.6104651162791
"1061","Contig67366",339,341,"Contig67366",339,341,-26.8220411419454
"1062","Contig67368",4993,4995,"Contig67368",4993,4995,-40.3225806451613
"1063","Contig67368",5018,5020,"Contig67368",5018,5020,-36.2007168458781
"1064","Contig67368",5047,5049,"Contig67368",5047,5049,-42.2198275862069
"1065","Contig67368",5089,5091,"Contig67368",5089,5091,-41.9200294822185
"1066","Contig67368",4993,4995,"Contig67368",4993,4995,-40.3225806451613
"1067","Contig67368",5018,5020,"Contig67368",5018,5020,-36.2007168458781
"1068","Contig67368",5047,5049,"Contig67368",5047,5049,-42.2198275862069
"1069","Contig67368",5089,5091,"Contig67368",5089,5091,-41.9200294822185
"1070","Contig67438",2474,2476,"Contig67438",2474,2476,-43.0843373493976
"1071","Contig67438",2505,2507,"Contig67438",2505,2507,40.3604422232319
"1072","Contig67582",3377,3379,"Contig67582",3377,3379,39.937106918239
"1073","Contig68048",9451,9453,"Contig68048",9451,9453,56.1369640317009
"1074","Contig68048",9451,9453,"Contig68048",9451,9453,56.1369640317009
"1075","Contig68582",4277,4279,"Contig68582",4277,4279,51.2838306731437
"1076","Contig68810",4573,4575,"Contig68810",4573,4575,-25.7919621749409
"1077","Contig68810",4573,4575,"Contig68810",4573,4575,-25.7919621749409
"1078","Contig689",3965,3967,"Contig689",3965,3967,-43.7345111029322
"1079","Contig689",4156,4158,"Contig689",4156,4158,-51.4668367346939
"1080","Contig69",53992,53994,"Contig69",53992,53994,-92.2978177150192
"1081","Contig69",54424,54426,"Contig69",54424,54426,-75.5747126436782
"1082","Contig69",54440,54442,"Contig69",54440,54442,-81.4026792750197
"1083","Contig69",55694,55696,"Contig69",55694,55696,-77.2036474164134
"1084","Contig69",55707,55709,"Contig69",55707,55709,-69.1721132897603
"1085","Contig69",55715,55717,"Contig69",55715,55717,-66.6818181818182
"1086","Contig69",57085,57087,"Contig69",57085,57087,-70.5215419501134
"1087","Contig69",58676,58678,"Contig69",58676,58678,-63.2905982905983
"1088","Contig69",58724,58726,"Contig69",58724,58726,-81.789515175404
"1089","Contig69338",502,504,"Contig69338",502,504,31.5405405405405
"1090","Contig69338",528,530,"Contig69338",528,530,26.8282402528978
"1091","Contig69405",3980,3982,"Contig69405",3980,3982,-27.0491803278689
"1092","Contig695",46,48,"Contig695",46,48,31.4218233349079
"1093","Contig695",125,127,"Contig695",125,127,-32.0175438596491
"1094","Contig695",256,258,"Contig695",256,258,-48.3940659657209
"1095","Contig695",5007,5009,"Contig695",5007,5009,-33.9658914728682
"1096","Contig695",6388,6390,"Contig695",6388,6390,-47.8281231705889
"1097","Contig695",13697,13699,"Contig695",13697,13699,26.6081871345029
"1098","Contig695",13804,13806,"Contig695",13804,13806,-27.0833333333333
"1099","Contig69521",3019,3021,"Contig69521",3019,3021,44.55218959699
"1100","Contig69914",4522,4524,"Contig69914",4522,4524,-25.4153934300993
"1101","Contig7",85536,85538,"Contig7",85536,85538,-63.070406776952
"1102","Contig70527",11239,11241,"Contig70527",11239,11241,37.0586599944398
"1103","Contig71190",8565,8567,"Contig71190",8565,8567,27.337957426453
"1104","Contig71190",9812,9814,"Contig71190",9812,9814,-35.4671135316297
"1105","Contig71305",5686,5688,"Contig71305",5686,5688,-25.4933051444679
"1106","Contig71779",4740,4742,"Contig71779",4740,4742,61.4814814814815
"1107","Contig71779",6907,6909,"Contig71779",6907,6909,26.4137061173008
"1108","Contig72218",12540,12542,"Contig72218",12540,12542,-36.1702127659574
"1109","Contig73043",16179,16181,"Contig73043",16179,16181,-37.4635658914729
"1110","Contig73834",1505,1507,"Contig73834",1505,1507,-53.6016949152542
"1111","Contig74253",234,236,"Contig74253",234,236,-38.0902880902881
"1112","Contig75",7276,7278,"Contig75",7276,7278,-28.3730158730159
"1113","Contig756",17504,17506,"Contig756",17504,17506,-34.4099378881988
"1114","Contig756",17846,17848,"Contig756",17846,17848,-33.8585858585859
"1115","Contig75783",3377,3379,"Contig75783",3377,3379,26.6141141141141
"1116","Contig77611",5329,5331,"Contig77611",5329,5331,42.2365245374095
"1117","Contig77611",5391,5393,"Contig77611",5391,5393,39.5816572807723
"1118","Contig77913",7817,7819,"Contig77913",7817,7819,48.2412348654387
"1119","Contig78284",1779,1781,"Contig78284",1779,1781,-28.3734939759036
"1120","Contig78510",12984,12986,"Contig78510",12984,12986,-32.583283025081
"1121","Contig78510",13012,13014,"Contig78510",13012,13014,-33.6572156737815
"1122","Contig78755",6976,6978,"Contig78755",6976,6978,41.5098627397509
"1123","Contig7876",862,864,"Contig7876",862,864,42.9090909090909
"1124","Contig79373",2462,2464,"Contig79373",2462,2464,-29.127000623571
"1125","Contig7946",2613,2615,"Contig7946",2613,2615,32.9876434245366
"1126","Contig7946",2911,2913,"Contig7946",2911,2913,50.3735442759833
"1127","Contig79474",3814,3816,"Contig79474",3814,3816,43.287715868361
"1128","Contig79474",5189,5191,"Contig79474",5189,5191,36.4748677248677
"1129","Contig79474",8528,8530,"Contig79474",8528,8530,35.5769230769231
"1130","Contig79474",8765,8767,"Contig79474",8765,8767,45.1298701298701
"1131","Contig79708",692,694,"Contig79708",692,694,41.3426763110307
"1132","Contig798",5390,5392,"Contig798",5390,5392,-36.9670003707824
"1133","Contig8",64427,64429,"Contig8",64427,64429,-32.4618096357227
"1134","Contig8",73295,73297,"Contig8",73295,73297,-43.904801439048
"1135","Contig81135",3525,3527,"Contig81135",3525,3527,35.5723905723906
"1136","Contig81635",5623,5625,"Contig81635",5623,5625,33.0769230769231
"1137","Contig81635",7127,7129,"Contig81635",7127,7129,-43.7559354226021
"1138","Contig81635",7273,7275,"Contig81635",7273,7275,-29.1891891891892
"1139","Contig81791",15779,15781,"Contig81791",15779,15781,-55.4817735353116
"1140","Contig81791",24001,24003,"Contig81791",24001,24003,-43.6969079170914
"1141","Contig82195",6065,6067,"Contig82195",6065,6067,25.8754305396096
"1142","Contig82497",1339,1341,"Contig82497",1339,1341,-29.5289855072464
"1143","Contig82497",4214,4216,"Contig82497",4214,4216,-44.8245614035088
"1144","Contig82873",10907,10909,"Contig82873",10907,10909,-56.2694392606416
"1145","Contig82873",10907,10909,"Contig82873",10907,10909,-56.2694392606416
"1146","Contig83711",2969,2971,"Contig83711",2969,2971,37.0098039215686
"1147","Contig8431",810,812,"Contig8431",810,812,-31.9522209779769
"1148","Contig850",5494,5496,"Contig850",5494,5496,25.9276394929213
"1149","Contig85078",1001,1003,"Contig85078",1001,1003,37.287817099906
"1150","Contig85078",1011,1013,"Contig85078",1011,1013,35.3244837758112
"1151","Contig85078",1045,1047,"Contig85078",1045,1047,28.4931506849315
"1152","Contig85334",24400,24402,"Contig85334",24400,24402,43.2287151031732
"1153","Contig85485",1367,1369,"Contig85485",1367,1369,-54.7619047619048
"1154","Contig85693",3174,3176,"Contig85693",3174,3176,51.4423076923077
"1155","Contig8584",1278,1280,"Contig8584",1278,1280,31.3674812030075
"1156","Contig8584",1969,1971,"Contig8584",1969,1971,40.4053343844436
"1157","Contig86178",2333,2335,"Contig86178",2333,2335,-31.1124948111249
"1158","Contig86885",945,947,"Contig86885",945,947,-28.390134887062
"1159","Contig86885",1273,1275,"Contig86885",1273,1275,-39.2083514571553
"1160","Contig86991",2351,2353,"Contig86991",2351,2353,-26.859462201928
"1161","Contig87221",720,722,"Contig87221",720,722,27.3550724637681
